machine_id,supplier_id,month,planned_capacity,machine_type
0,0,0,163,6
0,0,1,30,6
0,0,2,55,6
0,0,3,69,6
1,0,0,14,10
1,0,1,35,10
1,0,2,43,10
1,0,3,140,10
2,0,0,39,0
2,0,1,85,0
2,0,2,113,0
2,0,3,40,0
3,1,0,19,9
3,1,1,137,9
3,1,2,24,9
3,1,3,19,9
4,1,0,184,3
4,1,1,70,3
4,1,2,98,3
4,1,3,127,3
5,2,0,50,3
5,2,1,126,3
5,2,2,192,3
5,2,3,175,3
6,2,0,36,7
6,2,1,70,7
6,2,2,27,7
6,2,3,40,7
7,2,0,208,5
7,2,1,55,5
7,2,2,140,5
7,2,3,42,5
8,3,0,91,1
8,3,1,187,1
8,3,2,178,1
8,3,3,53,1
9,3,0,92,3
9,3,1,94,3
9,3,2,21,3
9,3,3,155,3
10,3,0,15,2
10,3,1,52,2
10,3,2,196,2
10,3,3,176,2
11,4,0,208,10
11,4,1,219,10
11,4,2,126,10
11,4,3,192,10
12,4,0,42,6
12,4,1,70,6
12,4,2,161,6
12,4,3,190,6
13,5,0,131,8
13,5,1,194,8
13,5,2,126,8
13,5,3,85,8
14,5,0,13,5
14,5,1,63,5
14,5,2,171,5
14,5,3,147,5
15,5,0,181,5
15,5,1,29,5
15,5,2,66,5
15,5,3,192,5
16,6,0,60,5
16,6,1,188,5
16,6,2,143,5
16,6,3,16,5
17,6,0,49,10
17,6,1,141,10
17,6,2,180,10
17,6,3,160,10
18,6,0,58,9
18,6,1,128,9
18,6,2,72,9
18,6,3,178,9
19,7,0,121,7
19,7,1,40,7
19,7,2,84,7
19,7,3,130,7
20,7,0,217,7
20,7,1,41,7
20,7,2,210,7
20,7,3,192,7
21,7,0,152,1
21,7,1,15,1
21,7,2,142,1
21,7,3,189,1
22,8,0,207,9
22,8,1,98,9
22,8,2,129,9
22,8,3,209,9
23,8,0,84,7
23,8,1,62,7
23,8,2,38,7
23,8,3,128,7
24,8,0,21,0
24,8,1,69,0
24,8,2,90,0
24,8,3,191,0
25,8,0,216,8
25,8,1,76,8
25,8,2,179,8
25,8,3,35,8
26,9,0,14,0
26,9,1,118,0
26,9,2,125,0
26,9,3,47,0
27,9,0,174,8
27,9,1,95,8
27,9,2,107,8
27,9,3,40,8
28,9,0,213,0
28,9,1,68,0
28,9,2,48,0
28,9,3,85,0
29,10,0,108,8
29,10,1,79,8
29,10,2,65,8
29,10,3,173,8
30,10,0,149,2
30,10,1,80,2
30,10,2,17,2
30,10,3,185,2
31,10,0,122,4
31,10,1,31,4
31,10,2,215,4
31,10,3,51,4
32,11,0,122,2
32,11,1,139,2
32,11,2,19,2
32,11,3,90,2
33,11,0,184,4
33,11,1,126,4
33,11,2,30,4
33,11,3,144,4
