order_id,item_id,arrival_date,due_date,capacity_needed
0,0,4,69,4
1,1,64,115,30
2,1,56,111,10
3,1,49,97,3
4,2,1,33,6
5,2,66,119,11
6,2,22,77,7
7,2,10,75,43
8,3,11,84,20
9,3,58,108,5
10,3,37,92,2
11,3,54,101,9
12,4,59,114,17
13,4,26,86,4
14,4,3,51,19
15,4,47,88,30
16,5,62,100,31
17,5,72,116,8
18,5,1,35,17
19,5,19,92,11
20,6,66,119,3
21,6,44,94,31
22,7,32,107,10
23,7,16,68,5
24,7,52,110,21
25,7,44,87,18
26,7,46,116,21
27,8,19,91,5
28,8,38,108,8
29,8,27,100,12
30,8,64,107,43
31,9,63,116,11
32,9,44,97,3
33,9,33,74,23
34,9,39,102,19
35,10,43,88,38
36,10,57,112,16
37,10,10,75,31
38,10,15,92,6
39,11,75,116,48
40,11,55,120,11
41,11,44,91,14
42,11,31,94,11
43,12,12,59,22
44,12,42,86,3
45,12,73,116,11
46,12,20,65,34
47,12,48,98,39
48,12,4,65,30
49,13,44,106,8
50,13,49,91,25
51,14,36,70,21
52,14,37,113,11
53,14,43,101,30
54,14,55,103,17
55,15,5,67,5
56,15,29,86,2
57,16,47,83,6
58,16,62,118,11
59,16,26,76,5
60,17,14,58,18
61,17,6,65,16
62,18,64,97,21
63,18,73,118,3
64,19,44,114,3
65,19,37,87,12
66,20,48,88,3
67,20,4,54,37
68,21,52,99,20
69,21,48,90,4
70,21,37,89,23
71,21,41,111,41
72,21,56,101,25
73,21,3,83,18
74,21,39,78,20
75,21,60,110,21
76,22,67,109,3
77,22,44,82,13
78,22,9,81,41
79,22,43,114,4
80,23,6,37,34
81,23,63,111,29
82,23,5,80,26
83,24,28,78,34
84,24,82,116,20
85,24,31,72,12
86,24,61,107,13
87,25,36,115,3
88,26,83,113,25
89,26,33,68,12
90,26,2,77,13
91,26,5,50,30
92,27,72,116,12
93,27,41,104,24
94,28,75,120,46
95,28,44,82,24
96,28,6,50,3
97,28,59,99,10
98,29,54,99,51
99,29,17,63,3
100,29,12,56,32
101,29,58,115,11
102,30,11,65,59
103,30,36,116,5
104,30,69,101,35
105,30,13,59,21
106,31,12,86,3
107,31,47,97,15
108,31,45,115,2
109,31,66,120,3
110,32,28,102,22
111,33,61,111,15
112,33,33,86,44
113,34,47,117,6
114,34,59,114,27
115,34,22,76,37
116,35,41,72,1
117,35,41,82,26
118,35,33,98,9
119,35,86,120,21
120,36,40,120,16
121,36,30,75,16
122,36,48,114,23
123,37,29,72,32
124,38,0,68,17
125,38,39,103,6
126,39,39,84,23
127,39,46,108,22
128,39,61,112,26
129,39,73,116,20
