item_id,machine_type,max_production_limit
0,4,1
1,2,2
1,3,2
2,4,2
3,3,2
4,2,1
4,4,1
5,3,2
5,2,2
5,1,2
6,1,1
7,2,2
7,4,2
8,3,1
8,1,1
8,4,1
9,3,1
9,2,1
10,3,2
10,4,2
10,2,2
11,2,2
11,3,2
12,3,2
12,2,2
13,2,2
14,1,1
15,1,1
16,2,1
16,1,1
17,3,1
18,3,1
19,3,1
19,2,1
20,1,1
20,3,1
20,4,1
21,4,2
22,1,1
22,4,1
22,3,1
23,2,2
23,1,2
23,4,2
24,2,2
25,2,1
25,3,1
25,1,1
26,3,2
27,3,2
28,4,1
28,1,1
29,2,2
29,4,2
29,1,2
30,4,1
30,1,1
30,3,1
31,3,2
31,2,2
32,2,2
33,2,2
33,1,2
33,4,2
34,1,1
35,3,2
36,1,1
37,3,2
38,3,2
39,3,3
40,3,2
40,2,2
41,1,1
41,3,1
42,1,1
42,3,1
43,1,1
43,4,1
44,3,2
45,3,1
45,2,1
46,4,2
46,2,2
47,3,2
48,4,1
49,2,2
50,1,3
50,2,3
50,3,3
51,3,2
52,1,2
53,2,1
54,1,1
54,4,1
55,1,2
56,3,1
57,1,2
57,2,2
57,4,2
58,3,2
58,4,2
59,1,2
59,2,2
60,1,2
60,4,2
61,4,1
61,2,1
61,3,1
62,4,3
62,3,3
63,4,3
64,2,1
64,3,1
65,2,2
65,4,2
66,2,2
66,4,2
67,2,1
67,4,1
67,1,1
68,4,1
68,1,1
69,3,1
69,2,1
69,1,1
70,2,1
70,4,1
71,1,2
71,3,2
72,3,1
72,2,1
73,4,3
73,2,3
73,3,3
74,4,3
74,1,3
75,4,2
75,3,2
76,2,2
76,3,2
77,1,3
77,2,3
78,3,2
78,4,2
79,2,3
79,4,3
80,1,1
80,2,1
81,2,2
82,3,1
83,3,2
84,2,2
85,4,2
86,2,2
86,1,2
86,4,2
87,3,3
88,1,1
89,3,2
89,1,2
89,2,2
90,4,1
90,3,1
91,3,4
91,4,4
92,1,2
93,1,1
93,4,1
94,3,1
94,1,1
95,2,2
96,2,2
96,3,2
96,1,2
97,4,2
98,3,4
98,1,4
98,2,4
99,4,1
99,2,1
100,3,2
100,2,2
100,1,2
101,3,2
101,1,2
102,1,1
102,2,1
103,3,1
103,1,1
104,1,2
105,3,2
106,4,2
106,1,2
107,4,1
108,4,1
109,4,2
110,2,2
111,3,2
111,1,2
112,2,2
112,1,2
113,3,1
113,1,1
114,1,3
114,4,3
115,3,1
116,1,1
117,2,2
117,1,2
118,1,2
119,2,2
120,1,2
120,3,2
121,4,3
121,2,3
121,1,3
122,4,2
122,2,2
122,1,2
123,1,1
123,4,1
124,1,1
124,3,1
125,4,2
125,1,2
126,4,4
127,4,1
128,3,2
128,1,2
128,4,2
129,1,1
129,3,1
130,4,1
130,2,1
130,3,1
131,3,2
131,2,2
131,1,2
132,2,1
133,1,2
133,2,2
134,1,2
134,2,2
135,2,3
136,1,2
136,4,2
137,2,1
138,1,2
138,3,2
139,3,1
139,4,1
140,2,2
141,3,2
142,1,2
142,2,2
143,4,2
144,1,1
144,4,1
145,3,2
146,4,2
147,2,1
147,3,1
148,3,1
149,1,2
149,2,2
149,3,2
