item_id,brand,channel,fabric_category,age_group,item_capacity_group,share_level
C44742537,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织外套,3
C50579769,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,2
C44731831,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子,3
C49645108,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套,2
C44829331,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,2
C49362252,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套,1
C44829341,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子,1
C46327778,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裙子,1
C44897259,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子,3
C44741046,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织外套,2
C44730845,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,3
C49241566,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子,1
C50225015,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织婴童,2
C49664797,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套,3
C46869876,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套,1
C45763713,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裙子,1
C49246446,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子,2
C46491687,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织外套,3
C45763723,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裙子,3
C49268681,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,3
C44912852,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,2
C49288751,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,1
C44921318,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裤子,2
C44698782,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,2
C44741042,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裤子,3
C44729290,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套,1
C47274158,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织外套,3
C45133818,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裙子,3
C49439448,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,1
C45970841,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裤子,1
