item_id,brand,channel,fabric_category,age_group,item_capacity_group
C44726008,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子
C44746091,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织外套
C44741037,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织外套
C44912852,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C44829332,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C44741045,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织外套
C45262942,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裤子
C49632941,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C50341094,巴拉巴拉,巴拉巴拉线上,梭织,婴童,梭织裙子
C47031810,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子
C49288748,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C44812958,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C44730845,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C45133818,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裙子
C44923613,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裙子
C44729701,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子
C49109239,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织婴童
C50324451,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C44723558,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子
C49396274,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裤子
C44829336,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C45262941,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裤子
C44746098,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织婴童
C49268684,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C44731838,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C47402801,巴拉巴拉,巴拉巴拉线上,梭织,婴童,梭织婴童
C44729711,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子
C44802076,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织婴童
C50032320,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子
C44731831,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子
C44907564,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套
C49365631,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裙子
C44729290,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套
C44730847,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C47328074,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子
C44829350,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套
C46499914,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织外套
C44742540,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裤子
C45763723,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裙子
C46442046,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裤子
C45726096,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裙子
C47498619,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裙子
C49268683,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C44698774,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套
C49231500,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套
C44730836,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C44829342,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子
C49153184,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子
C50113909,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裤子
C44876894,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裙子
C44876885,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织外套
C44729937,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子
C45763719,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裙子
C44741721,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裙子
C44697710,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C47336628,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裙子
C47031805,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套
C49388371,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织婴童
C44741723,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裙子
C49409373,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裤子
C44725889,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子
C44723559,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子
