machine_id,supplier_id,month,planned_capacity,machine_type
0,0,0,127,4
0,0,1,19,4
0,0,2,176,4
0,0,3,70,4
1,1,0,31,1
1,1,1,188,1
1,1,2,89,1
1,1,3,40,1
2,1,0,200,3
2,1,1,39,3
2,1,2,203,3
2,1,3,186,3
3,1,0,149,4
3,1,1,40,4
3,1,2,68,4
3,1,3,29,4
4,2,0,143,0
4,2,1,182,0
4,2,2,116,0
4,2,3,33,0
5,2,0,214,5
5,2,1,133,5
5,2,2,80,5
5,2,3,51,5
6,2,0,52,1
6,2,1,121,1
6,2,2,186,1
6,2,3,177,1
7,2,0,38,0
7,2,1,92,0
7,2,2,211,0
7,2,3,115,0
8,3,0,60,1
8,3,1,192,1
8,3,2,15,1
8,3,3,118,1
9,4,0,125,4
9,4,1,43,4
9,4,2,126,4
9,4,3,18,4
10,4,0,193,4
10,4,1,210,4
10,4,2,69,4
10,4,3,27,4
11,4,0,158,0
11,4,1,212,0
11,4,2,42,0
11,4,3,176,0
12,4,0,190,2
12,4,1,207,2
12,4,2,147,2
12,4,3,33,2
13,5,0,41,1
13,5,1,156,1
13,5,2,134,1
13,5,3,140,1
14,5,0,193,2
14,5,1,119,2
14,5,2,34,2
14,5,3,206,2
15,5,0,102,3
15,5,1,214,3
15,5,2,126,3
15,5,3,209,3
16,5,0,89,5
16,5,1,95,5
16,5,2,38,5
16,5,3,96,5
17,6,0,29,2
17,6,1,201,2
17,6,2,210,2
17,6,3,38,2
18,6,0,30,0
18,6,1,198,0
18,6,2,122,0
18,6,3,14,0
19,6,0,18,5
19,6,1,38,5
19,6,2,217,5
19,6,3,217,5
20,7,0,154,0
20,7,1,22,0
20,7,2,46,0
20,7,3,218,0
21,7,0,168,3
21,7,1,26,3
21,7,2,163,3
21,7,3,217,3
22,7,0,75,5
22,7,1,11,5
22,7,2,183,5
22,7,3,65,5
23,8,0,32,1
23,8,1,51,1
23,8,2,171,1
23,8,3,26,1
24,8,0,30,1
24,8,1,60,1
24,8,2,67,1
24,8,3,101,1
25,8,0,133,4
25,8,1,37,4
25,8,2,186,4
25,8,3,35,4
26,8,0,26,5
26,8,1,42,5
26,8,2,118,5
26,8,3,29,5
27,9,0,58,5
27,9,1,33,5
27,9,2,162,5
27,9,3,148,5
28,9,0,23,3
28,9,1,165,3
28,9,2,18,3
28,9,3,99,3
29,10,0,38,5
29,10,1,25,5
29,10,2,76,5
29,10,3,203,5
30,10,0,47,1
30,10,1,40,1
30,10,2,177,1
30,10,3,21,1
31,10,0,19,1
31,10,1,35,1
31,10,2,219,1
31,10,3,100,1
32,10,0,28,5
32,10,1,75,5
32,10,2,185,5
32,10,3,130,5
33,11,0,31,2
33,11,1,152,2
33,11,2,36,2
33,11,3,198,2
34,12,0,30,4
34,12,1,19,4
34,12,2,11,4
34,12,3,41,4
35,12,0,31,1
35,12,1,121,1
35,12,2,123,1
35,12,3,22,1
36,13,0,187,5
36,13,1,99,5
36,13,2,134,5
36,13,3,25,5
37,13,0,211,0
37,13,1,22,0
37,13,2,190,0
37,13,3,67,0
38,13,0,64,0
38,13,1,44,0
38,13,2,158,0
38,13,3,20,0
39,14,0,31,0
39,14,1,31,0
39,14,2,27,0
39,14,3,70,0
40,14,0,60,0
40,14,1,60,0
40,14,2,86,0
40,14,3,23,0
