item_id,machine_type,max_production_limit
0,5,1
0,2,1
1,4,1
1,6,1
2,8,1
2,6,1
3,7,2
3,4,2
4,5,2
4,3,2
5,6,2
5,1,2
6,7,1
6,5,1
7,9,4
7,7,4
8,3,1
9,8,1
9,1,1
10,6,2
10,4,2
11,1,1
12,7,1
12,1,1
13,7,2
13,5,2
13,9,2
14,2,2
15,7,2
15,3,2
15,9,2
16,4,2
17,1,1
17,2,1
18,5,1
19,1,1
19,7,1
19,5,1
20,3,1
20,4,1
20,5,1
21,3,2
22,7,1
23,3,1
23,1,1
24,9,1
25,4,1
25,9,1
26,3,2
26,4,2
26,2,2
27,3,1
27,8,1
28,4,2
29,5,1
29,8,1
29,4,1
30,2,1
31,5,3
32,4,1
32,8,1
33,5,1
33,8,1
33,9,1
34,7,4
35,2,1
36,4,3
36,8,3
37,5,1
37,3,1
38,5,1
39,8,3
39,5,3
39,3,3
40,9,1
40,2,1
41,9,1
42,8,1
42,3,1
43,6,1
43,2,1
44,9,2
44,1,2
45,4,2
46,5,1
46,2,1
47,2,2
47,9,2
48,2,1
49,7,3
49,1,3
50,1,1
51,2,3
51,9,3
52,8,1
52,5,1
53,6,2
54,8,1
55,9,1
56,4,1
57,3,1
58,9,2
59,7,1
59,2,1
59,5,1
60,4,2
61,1,3
62,5,1
62,7,1
62,2,1
63,8,1
63,9,1
63,5,1
64,7,1
64,6,1
65,4,2
65,7,2
66,1,1
67,8,1
68,5,1
68,6,1
68,3,1
69,2,1
69,1,1
69,6,1
70,8,1
71,6,1
71,2,1
71,7,1
72,2,2
72,6,2
73,1,1
73,5,1
74,7,1
74,8,1
74,4,1
75,2,1
75,4,1
76,3,1
76,9,1
77,2,1
78,4,1
79,1,1
79,3,1
80,3,1
80,9,1
80,8,1
81,6,2
81,3,2
81,7,2
82,7,1
82,5,1
82,6,1
83,6,1
83,3,1
84,2,1
84,6,1
84,9,1
85,5,1
86,1,1
86,2,1
87,8,1
88,3,1
88,1,1
89,9,1
89,2,1
90,9,1
91,5,2
92,1,3
92,3,3
92,9,3
93,8,1
93,7,1
94,5,1
95,5,1
95,4,1
96,8,2
97,8,3
98,9,1
99,4,1
99,6,1
