machine_id,supplier_id,month,planned_capacity,machine_type
0,0,0,32,3
0,0,1,101,3
0,0,2,52,3
0,0,3,175,3
1,0,0,13,9
1,0,1,196,9
1,0,2,130,9
1,0,3,39,9
2,0,0,44,0
2,0,1,23,0
2,0,2,206,0
2,0,3,12,0
3,0,0,29,10
3,0,1,101,10
3,0,2,54,10
3,0,3,17,10
4,1,0,143,6
4,1,1,17,6
4,1,2,109,6
4,1,3,144,6
5,1,0,169,4
5,1,1,67,4
5,1,2,139,4
5,1,3,115,4
6,1,0,43,8
6,1,1,14,8
6,1,2,69,8
6,1,3,186,8
7,1,0,220,7
7,1,1,14,7
7,1,2,170,7
7,1,3,15,7
8,2,0,70,2
8,2,1,12,2
8,2,2,44,2
8,2,3,38,2
9,2,0,56,9
9,2,1,29,9
9,2,2,144,9
9,2,3,51,9
10,2,0,81,10
10,2,1,124,10
10,2,2,16,10
10,2,3,42,10
11,2,0,160,6
11,2,1,141,6
11,2,2,171,6
11,2,3,140,6
12,3,0,94,9
12,3,1,210,9
12,3,2,214,9
12,3,3,166,9
13,3,0,25,2
13,3,1,56,2
13,3,2,85,2
13,3,3,186,2
14,3,0,70,8
14,3,1,60,8
14,3,2,53,8
14,3,3,96,8
15,3,0,35,5
15,3,1,160,5
15,3,2,23,5
15,3,3,26,5
16,4,0,29,0
16,4,1,48,0
16,4,2,145,0
16,4,3,70,0
17,4,0,36,10
17,4,1,100,10
17,4,2,12,10
17,4,3,171,10
18,4,0,48,9
18,4,1,18,9
18,4,2,207,9
18,4,3,44,9
19,4,0,134,7
19,4,1,196,7
19,4,2,12,7
19,4,3,197,7
20,5,0,197,3
20,5,1,10,3
20,5,2,219,3
20,5,3,34,3
21,5,0,22,10
21,5,1,50,10
21,5,2,38,10
21,5,3,78,10
22,5,0,196,0
22,5,1,23,0
22,5,2,46,0
22,5,3,58,0
23,5,0,191,4
23,5,1,29,4
23,5,2,26,4
23,5,3,25,4
24,6,0,37,4
24,6,1,39,4
24,6,2,42,4
24,6,3,215,4
25,6,0,40,6
25,6,1,166,6
25,6,2,143,6
25,6,3,67,6
26,7,0,54,3
26,7,1,70,3
26,7,2,140,3
26,7,3,175,3
27,7,0,88,9
27,7,1,10,9
27,7,2,45,9
27,7,3,159,9
28,7,0,146,1
28,7,1,73,1
28,7,2,200,1
28,7,3,65,1
29,7,0,212,5
29,7,1,45,5
29,7,2,60,5
29,7,3,208,5
30,8,0,107,1
30,8,1,31,1
30,8,2,39,1
30,8,3,122,1
31,8,0,53,7
31,8,1,23,7
31,8,2,18,7
31,8,3,11,7
32,8,0,163,10
32,8,1,218,10
32,8,2,128,10
32,8,3,66,10
33,8,0,188,3
33,8,1,47,3
33,8,2,22,3
33,8,3,153,3
34,9,0,38,8
34,9,1,23,8
34,9,2,10,8
34,9,3,40,8
35,9,0,197,10
35,9,1,155,10
35,9,2,67,10
35,9,3,163,10
