order_id,item_id,arrival_date,due_date,capacity_needed
0,0,31,91,9
1,0,30,97,8
2,0,23,89,39
3,1,54,109,11
4,1,10,57,18
5,1,58,103,4
6,1,70,101,23
7,2,38,73,2
8,2,57,103,10
9,3,13,53,19
10,3,6,66,37
11,3,47,103,13
12,3,56,108,6
13,3,16,62,9
14,4,44,96,37
15,4,24,95,2
16,4,64,109,27
17,5,44,119,19
18,5,44,117,41
19,5,60,103,19
20,5,57,108,54
21,6,31,90,9
22,6,9,61,37
23,7,2,70,35
24,7,83,114,14
25,7,55,115,15
26,7,35,100,35
27,8,12,79,26
28,8,12,87,37
29,8,48,83,49
30,8,16,59,26
31,9,26,76,21
32,9,1,65,7
33,9,27,78,52
34,10,2,44,16
35,10,68,100,31
36,10,65,100,12
37,10,15,54,21
38,11,21,66,3
39,11,13,56,15
40,12,6,73,21
41,12,9,52,2
42,12,8,65,13
43,12,68,120,32
44,12,67,119,41
45,12,16,70,21
46,13,19,67,5
47,13,61,112,8
48,13,25,65,8
49,13,20,58,54
50,14,45,86,5
51,14,25,86,10
52,15,67,113,14
53,15,41,91,21
54,15,7,51,3
55,15,78,117,17
56,15,59,112,36
57,15,28,88,12
58,15,80,118,51
59,15,50,111,14
60,16,66,104,21
61,17,10,41,5
62,17,22,72,14
63,17,12,77,23
64,18,29,108,9
65,18,16,46,20
66,19,5,38,7
67,19,59,102,4
68,19,56,86,26
69,19,68,108,9
70,20,33,81,20
71,20,44,91,10
72,20,37,72,2
73,20,2,54,21
74,21,80,116,6
75,22,40,100,35
76,22,4,56,2
77,23,43,85,9
78,23,45,82,5
79,23,56,111,11
80,24,19,79,16
81,24,51,95,4
82,24,12,88,33
83,25,55,97,15
84,25,12,65,8
85,25,47,89,31
86,25,21,101,10
87,26,39,94,38
88,26,4,64,2
89,26,39,89,50
90,26,15,83,20
91,27,17,69,41
92,27,20,68,11
93,27,54,85,5
94,28,46,86,31
95,28,48,113,13
96,28,3,55,24
97,28,7,56,10
98,29,6,40,4
99,29,1,76,13
100,30,44,75,6
101,30,36,77,12
102,30,57,97,30
103,30,37,102,5
104,31,42,117,12
105,31,41,99,12
106,32,86,118,13
107,33,37,99,24
108,34,51,111,22
109,34,52,112,10
110,34,32,99,18
111,35,56,111,24
112,35,38,107,22
113,35,18,73,6
114,36,12,65,53
115,36,61,111,32
116,36,43,112,25
117,37,15,74,19
118,37,35,82,20
119,37,34,76,3
120,38,51,108,37
121,38,67,109,12
122,38,77,119,35
123,38,34,91,41
124,39,14,90,29
125,39,34,109,12
126,39,60,104,13
127,40,46,81,21
128,40,0,54,29
129,40,66,119,1
130,40,52,110,4
131,40,1,66,13
132,40,48,114,7
133,40,44,78,20
134,41,4,71,36
135,41,2,37,18
136,42,1,62,28
137,42,36,95,40
138,42,24,65,47
139,42,16,49,6
140,43,45,113,29
141,43,22,62,28
142,44,1,37,10
143,44,31,85,31
144,44,27,103,29
145,44,24,63,31
146,45,35,114,3
147,45,30,84,21
148,45,43,92,58
149,45,3,54,2
150,45,12,58,2
151,46,43,105,10
152,46,11,73,27
153,46,27,105,4
154,46,22,99,27
155,47,55,111,3
156,48,23,63,12
157,48,55,113,24
158,49,50,87,39
159,49,90,120,21
160,50,5,45,18
161,50,41,104,13
162,50,49,102,12
163,50,81,118,9
164,51,18,91,25
165,51,76,118,12
166,51,29,104,27
167,51,76,110,12
168,52,2,45,14
169,52,2,34,2
170,53,22,56,6
171,53,13,64,34
172,53,48,119,6
173,53,19,86,16
174,54,67,113,21
175,54,45,114,40
176,54,61,104,14
177,55,65,115,50
178,55,23,83,1
179,55,40,102,6
180,55,7,78,36
181,55,11,70,21
182,56,85,120,23
183,56,32,76,1
184,57,4,47,15
185,57,31,79,3
186,57,71,118,9
187,57,22,58,3
188,58,26,96,11
189,58,3,49,41
190,58,44,115,43
191,58,35,89,6
192,59,14,67,19
193,59,11,61,29
194,59,17,92,4
195,59,22,72,32
196,60,28,79,21
197,60,46,99,11
198,60,56,98,13
199,61,48,90,24
200,61,18,52,12
201,61,7,60,17
202,61,62,96,41
203,62,39,97,61
204,62,45,88,21
205,63,18,72,15
206,63,41,109,2
207,63,8,67,24
208,63,10,64,13
209,64,19,90,18
210,64,58,107,14
211,64,40,88,10
212,65,1,36,44
213,65,5,75,5
214,66,29,79,7
215,66,60,117,16
216,67,68,120,22
217,67,9,84,3
218,67,30,102,27
219,67,25,70,13
220,68,30,72,17
221,68,16,63,13
222,68,18,71,33
223,68,8,84,35
