item_id,machine_type,max_production_limit
0,5,2
0,9,2
1,3,1
1,6,1
2,5,1
2,1,1
3,6,3
4,4,1
4,8,1
4,9,1
5,1,2
6,4,1
6,7,1
7,4,1
7,7,1
8,5,3
8,2,3
9,1,1
9,8,1
10,5,2
10,3,2
11,1,1
12,9,1
12,7,1
13,7,2
13,2,2
14,7,2
14,9,2
14,5,2
15,6,2
15,9,2
16,9,1
16,7,1
17,9,2
17,4,2
18,8,4
18,5,4
19,2,1
19,9,1
20,5,2
20,2,2
20,3,2
21,4,1
21,5,1
22,6,1
22,1,1
23,6,1
23,7,1
24,5,1
25,5,1
25,8,1
26,4,1
27,7,1
27,5,1
27,9,1
28,8,1
29,2,1
30,1,4
30,6,4
31,6,1
31,1,1
31,2,1
32,9,2
32,5,2
32,8,2
33,9,1
34,3,2
34,5,2
35,6,4
35,2,4
36,1,1
36,9,1
37,5,4
38,5,1
38,8,1
39,1,1
39,3,1
40,6,2
40,5,2
40,7,2
41,2,2
41,6,2
42,5,1
42,4,1
43,6,1
44,1,1
44,9,1
45,1,2
45,3,2
46,2,2
46,5,2
46,8,2
47,8,1
47,5,1
47,9,1
48,8,1
48,9,1
49,6,1
49,9,1
50,3,1
50,6,1
51,8,2
52,1,2
52,2,2
53,1,2
54,9,1
55,3,2
56,5,2
57,7,1
57,1,1
58,8,3
59,5,3
60,2,1
60,6,1
61,3,1
61,4,1
62,4,1
62,1,1
63,4,1
64,4,1
65,4,1
65,5,1
66,4,2
66,2,2
67,9,1
67,5,1
68,5,1
68,3,1
69,9,1
69,2,1
69,1,1
70,7,4
71,9,1
71,4,1
72,7,2
72,8,2
73,3,1
74,4,1
74,8,1
75,4,1
75,5,1
76,4,1
77,6,2
78,5,2
79,8,2
79,1,2
80,1,1
81,6,1
81,4,1
82,7,1
82,4,1
83,9,1
84,5,4
84,7,4
85,4,1
85,1,1
85,8,1
86,5,1
87,4,3
88,5,2
88,8,2
89,4,1
90,5,1
90,2,1
91,9,1
92,5,2
92,6,2
92,1,2
93,3,1
93,4,1
94,3,1
94,4,1
95,3,1
95,4,1
96,9,1
96,2,1
97,2,1
98,6,1
98,7,1
99,3,1
