machine_id,supplier_id,month,planned_capacity,machine_type
0,0,0,26,9
0,0,1,205,9
0,0,2,185,9
0,0,3,165,9
1,1,0,20,1
1,1,1,217,1
1,1,2,29,1
1,1,3,21,1
2,1,0,85,7
2,1,1,151,7
2,1,2,132,7
2,1,3,218,7
3,1,0,192,5
3,1,1,49,5
3,1,2,28,5
3,1,3,40,5
4,2,0,40,8
4,2,1,190,8
4,2,2,130,8
4,2,3,40,8
5,2,0,21,5
5,2,1,17,5
5,2,2,51,5
5,2,3,191,5
6,2,0,157,0
6,2,1,51,0
6,2,2,170,0
6,2,3,49,0
7,2,0,50,6
7,2,1,13,6
7,2,2,138,6
7,2,3,12,6
8,3,0,186,10
8,3,1,201,10
8,3,2,32,10
8,3,3,220,10
9,3,0,92,5
9,3,1,45,5
9,3,2,32,5
9,3,3,22,5
10,4,0,65,8
10,4,1,213,8
10,4,2,24,8
10,4,3,45,8
11,4,0,185,10
11,4,1,88,10
11,4,2,170,10
11,4,3,23,10
12,4,0,48,6
12,4,1,17,6
12,4,2,206,6
12,4,3,111,6
13,4,0,131,1
13,4,1,34,1
13,4,2,17,1
13,4,3,38,1
14,5,0,37,6
14,5,1,99,6
14,5,2,33,6
14,5,3,51,6
15,6,0,112,6
15,6,1,137,6
15,6,2,39,6
15,6,3,39,6
16,7,0,93,3
16,7,1,173,3
16,7,2,70,3
16,7,3,29,3
17,7,0,52,3
17,7,1,133,3
17,7,2,15,3
17,7,3,111,3
18,7,0,115,4
18,7,1,12,4
18,7,2,160,4
18,7,3,53,4
19,8,0,219,10
19,8,1,18,10
19,8,2,153,10
19,8,3,207,10
20,8,0,174,2
20,8,1,25,2
20,8,2,91,2
20,8,3,22,2
21,8,0,62,6
21,8,1,11,6
21,8,2,56,6
21,8,3,52,6
22,9,0,204,9
22,9,1,101,9
22,9,2,57,9
22,9,3,40,9
23,9,0,22,1
23,9,1,67,1
23,9,2,28,1
23,9,3,41,1
24,9,0,39,10
24,9,1,169,10
24,9,2,25,10
24,9,3,44,10
25,9,0,192,10
25,9,1,15,10
25,9,2,139,10
25,9,3,38,10
26,9,0,122,3
26,9,1,38,3
26,9,2,98,3
26,9,3,97,3
27,10,0,14,5
27,10,1,152,5
27,10,2,29,5
27,10,3,12,5
28,10,0,95,8
28,10,1,50,8
28,10,2,13,8
28,10,3,117,8
29,10,0,185,2
29,10,1,176,2
29,10,2,32,2
29,10,3,174,2
30,10,0,15,10
30,10,1,130,10
30,10,2,20,10
30,10,3,110,10
31,10,0,171,6
31,10,1,93,6
31,10,2,26,6
31,10,3,39,6
32,10,0,45,4
32,10,1,205,4
32,10,2,48,4
32,10,3,31,4
33,10,0,33,7
33,10,1,40,7
33,10,2,211,7
33,10,3,44,7
34,10,0,148,6
34,10,1,148,6
34,10,2,210,6
34,10,3,71,6
35,11,0,34,9
35,11,1,23,9
35,11,2,44,9
35,11,3,185,9
36,11,0,31,2
36,11,1,112,2
36,11,2,99,2
36,11,3,55,2
37,12,0,25,2
37,12,1,101,2
37,12,2,56,2
37,12,3,38,2
38,12,0,51,4
38,12,1,217,4
38,12,2,61,4
38,12,3,183,4
39,12,0,13,5
39,12,1,211,5
39,12,2,158,5
39,12,3,17,5
40,13,0,148,5
40,13,1,110,5
40,13,2,100,5
40,13,3,129,5
41,13,0,169,2
41,13,1,75,2
41,13,2,74,2
41,13,3,75,2
42,13,0,25,1
42,13,1,56,1
42,13,2,59,1
42,13,3,187,1
43,13,0,57,5
43,13,1,56,5
43,13,2,153,5
43,13,3,40,5
44,13,0,217,5
44,13,1,61,5
44,13,2,114,5
44,13,3,65,5
45,14,0,60,5
45,14,1,15,5
45,14,2,26,5
45,14,3,74,5
46,14,0,105,4
46,14,1,102,4
46,14,2,44,4
46,14,3,93,4
47,14,0,56,0
47,14,1,31,0
47,14,2,31,0
47,14,3,66,0
48,14,0,200,2
48,14,1,199,2
48,14,2,30,2
48,14,3,201,2
49,15,0,70,8
49,15,1,48,8
49,15,2,207,8
49,15,3,149,8
50,15,0,50,10
50,15,1,144,10
50,15,2,42,10
50,15,3,66,10
51,15,0,78,3
51,15,1,172,3
51,15,2,44,3
51,15,3,25,3
52,15,0,40,4
52,15,1,81,4
52,15,2,95,4
52,15,3,37,4
53,16,0,37,5
53,16,1,116,5
53,16,2,47,5
53,16,3,39,5
54,17,0,147,9
54,17,1,209,9
54,17,2,10,9
54,17,3,10,9
55,17,0,73,6
55,17,1,131,6
55,17,2,47,6
55,17,3,144,6
56,17,0,212,10
56,17,1,35,10
56,17,2,136,10
56,17,3,62,10
57,17,0,39,6
57,17,1,155,6
57,17,2,70,6
57,17,3,102,6
58,18,0,36,7
58,18,1,86,7
58,18,2,32,7
58,18,3,30,7
59,18,0,102,9
59,18,1,217,9
59,18,2,87,9
59,18,3,157,9
60,18,0,49,3
60,18,1,157,3
60,18,2,114,3
60,18,3,11,3
61,19,0,53,2
61,19,1,182,2
61,19,2,37,2
61,19,3,158,2
62,19,0,23,0
62,19,1,93,0
62,19,2,26,0
62,19,3,38,0
63,19,0,154,1
63,19,1,52,1
63,19,2,108,1
63,19,3,128,1
64,19,0,118,9
64,19,1,49,9
64,19,2,80,9
64,19,3,190,9
