supplier_id,date,max_line_limit,importance
0,0,8,核心
0,1,13,核心
0,2,20,核心
0,3,1,核心
0,4,14,核心
0,5,12,核心
0,6,6,核心
0,7,8,核心
0,8,14,核心
0,9,3,核心
0,10,10,核心
0,11,11,核心
0,12,8,核心
0,13,7,核心
0,14,4,核心
0,15,18,核心
0,16,12,核心
0,17,15,核心
0,18,8,核心
0,19,3,核心
0,20,8,核心
0,21,1,核心
0,22,9,核心
0,23,19,核心
0,24,16,核心
0,25,4,核心
0,26,11,核心
0,27,2,核心
0,28,19,核心
0,29,6,核心
0,30,3,核心
0,31,24,核心
0,32,3,核心
0,33,1,核心
0,34,22,核心
0,35,20,核心
0,36,8,核心
0,37,1,核心
0,38,6,核心
0,39,4,核心
0,40,15,核心
0,41,10,核心
0,42,9,核心
0,43,8,核心
0,44,14,核心
0,45,3,核心
0,46,13,核心
0,47,6,核心
0,48,10,核心
0,49,7,核心
0,50,2,核心
0,51,2,核心
0,52,6,核心
0,53,3,核心
0,54,22,核心
0,55,20,核心
0,56,3,核心
0,57,1,核心
0,58,1,核心
0,59,5,核心
0,60,12,核心
0,61,11,核心
0,62,7,核心
0,63,1,核心
0,64,3,核心
0,65,3,核心
0,66,12,核心
0,67,5,核心
0,68,3,核心
0,69,1,核心
0,70,3,核心
0,71,10,核心
0,72,9,核心
0,73,1,核心
0,74,15,核心
0,75,3,核心
0,76,24,核心
0,77,13,核心
0,78,14,核心
0,79,3,核心
0,80,17,核心
0,81,3,核心
0,82,7,核心
0,83,4,核心
0,84,12,核心
0,85,2,核心
0,86,13,核心
0,87,2,核心
0,88,2,核心
0,89,21,核心
0,90,1,核心
0,91,3,核心
0,92,1,核心
0,93,11,核心
0,94,1,核心
0,95,2,核心
0,96,18,核心
0,97,8,核心
0,98,14,核心
0,99,1,核心
0,100,16,核心
0,101,11,核心
0,102,13,核心
0,103,6,核心
0,104,7,核心
0,105,3,核心
0,106,2,核心
0,107,7,核心
0,108,1,核心
0,109,4,核心
0,110,14,核心
0,111,8,核心
0,112,11,核心
0,113,1,核心
0,114,3,核心
0,115,2,核心
0,116,4,核心
0,117,2,核心
0,118,2,核心
0,119,2,核心
1,0,3,观察
1,1,4,观察
1,2,6,观察
1,3,7,观察
1,4,3,观察
1,5,2,观察
1,6,1,观察
1,7,3,观察
1,8,7,观察
1,9,3,观察
1,10,4,观察
1,11,2,观察
1,12,6,观察
1,13,9,观察
1,14,3,观察
1,15,2,观察
1,16,11,观察
1,17,12,观察
1,18,5,观察
1,19,14,观察
1,20,1,观察
1,21,19,观察
1,22,7,观察
1,23,7,观察
1,24,2,观察
1,25,19,观察
1,26,12,观察
1,27,2,观察
1,28,3,观察
1,29,3,观察
1,30,4,观察
1,31,14,观察
1,32,6,观察
1,33,14,观察
1,34,10,观察
1,35,8,观察
1,36,7,观察
1,37,3,观察
1,38,8,观察
1,39,3,观察
1,40,8,观察
1,41,2,观察
1,42,6,观察
1,43,1,观察
1,44,4,观察
1,45,18,观察
1,46,2,观察
1,47,21,观察
1,48,9,观察
1,49,4,观察
1,50,13,观察
1,51,3,观察
1,52,25,观察
1,53,4,观察
1,54,8,观察
1,55,13,观察
1,56,12,观察
1,57,14,观察
1,58,6,观察
1,59,1,观察
1,60,8,观察
1,61,21,观察
1,62,3,观察
1,63,3,观察
1,64,11,观察
1,65,8,观察
1,66,7,观察
1,67,2,观察
1,68,2,观察
1,69,1,观察
1,70,3,观察
1,71,6,观察
1,72,3,观察
1,73,3,观察
1,74,1,观察
1,75,10,观察
1,76,20,观察
1,77,4,观察
1,78,2,观察
1,79,3,观察
1,80,8,观察
1,81,1,观察
1,82,3,观察
1,83,15,观察
1,84,11,观察
1,85,4,观察
1,86,13,观察
1,87,7,观察
1,88,7,观察
1,89,12,观察
1,90,18,观察
1,91,4,观察
1,92,15,观察
1,93,3,观察
1,94,4,观察
1,95,6,观察
1,96,2,观察
1,97,19,观察
1,98,8,观察
1,99,3,观察
1,100,1,观察
1,101,3,观察
1,102,8,观察
1,103,24,观察
1,104,14,观察
1,105,2,观察
1,106,1,观察
1,107,9,观察
1,108,3,观察
1,109,5,观察
1,110,19,观察
1,111,20,观察
1,112,1,观察
1,113,3,观察
1,114,12,观察
1,115,3,观察
1,116,6,观察
1,117,4,观察
1,118,3,观察
1,119,7,观察
2,0,21,5
2,1,1,5
2,2,3,5
2,3,24,5
2,4,7,5
2,5,11,5
2,6,1,5
