item_id,brand,channel,fabric_category,age_group,item_capacity_group
C45496367,巴拉巴拉,巴拉巴拉线上,针织,婴童,针织大类
C44729952,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C46703839,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C44686215,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C49809773,巴拉巴拉,巴拉巴拉线上,针织,婴童,针织大类
C47408148,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类
C47232554,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类
C44729945,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C44729113,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C47607395,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类
C44729941,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C44777675,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C47031814,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C44729111,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C49286003,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C47592077,巴拉巴拉,巴拉巴拉线上,针织,婴童,针织大类
C49771162,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C45496370,巴拉巴拉,巴拉巴拉线上,针织,婴童,针织大类
C49354960,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C50224287,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类
C45988275,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类
C44730638,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C47043357,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C49268685,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C49386475,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C44777676,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C49345187,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C47909689,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C45988277,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类
C44741033,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C47235780,巴拉巴拉,巴拉巴拉线上,针织,婴童,针织大类
C46305995,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类
C45726092,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类
C44731570,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C44685169,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C49243351,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C45460454,巴拉巴拉,巴拉巴拉线上,针织,婴童,针织大类
C49341846,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C44859404,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C47033638,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C46554773,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C45976245,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类
C44813260,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C44731844,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C44837616,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C45966879,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类
C44698465,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C44730630,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C49354961,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C44859405,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C44723568,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C50214011,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类
C49645113,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C44741030,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C44859401,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C47553195,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类
C45053743,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C45969314,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类
C46675214,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C46305996,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类
C44758888,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C45460451,巴拉巴拉,巴拉巴拉线上,针织,婴童,针织大类
C44698078,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C44746092,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C50263259,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类
C49228455,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
