machine_id,supplier_id,month,planned_capacity,machine_type
0,0,0,47,2
0,0,1,12,2
0,0,2,32,2
0,0,3,11,2
1,0,0,40,1
1,0,1,28,1
1,0,2,198,1
1,0,3,32,1
2,1,0,34,1
2,1,1,60,1
2,1,2,27,1
2,1,3,27,1
3,1,0,50,0
3,1,1,216,0
3,1,2,161,0
3,1,3,20,0
4,2,0,51,3
4,2,1,148,3
4,2,2,119,3
4,2,3,69,3
5,3,0,31,3
5,3,1,30,3
5,3,2,139,3
5,3,3,15,3
6,3,0,37,5
6,3,1,161,5
6,3,2,178,5
6,3,3,122,5
7,3,0,70,3
7,3,1,72,3
7,3,2,29,3
7,3,3,199,3
8,3,0,138,0
8,3,1,40,0
8,3,2,51,0
8,3,3,173,0
9,4,0,49,3
9,4,1,84,3
9,4,2,105,3
9,4,3,28,3
10,4,0,191,4
10,4,1,39,4
10,4,2,40,4
10,4,3,30,4
11,4,0,14,3
11,4,1,127,3
11,4,2,46,3
11,4,3,116,3
12,4,0,194,1
12,4,1,217,1
12,4,2,67,1
12,4,3,58,1
13,4,0,158,1
13,4,1,93,1
13,4,2,108,1
13,4,3,39,1
14,5,0,206,1
14,5,1,53,1
14,5,2,37,1
14,5,3,136,1
15,5,0,192,2
15,5,1,160,2
15,5,2,79,2
15,5,3,19,2
16,5,0,28,0
16,5,1,187,0
16,5,2,80,0
16,5,3,13,0
17,6,0,69,2
17,6,1,109,2
17,6,2,104,2
17,6,3,68,2
18,6,0,24,2
18,6,1,72,2
18,6,2,82,2
18,6,3,57,2
19,7,0,30,0
19,7,1,206,0
19,7,2,119,0
19,7,3,17,0
20,7,0,14,0
20,7,1,151,0
20,7,2,38,0
20,7,3,16,0
21,7,0,79,1
21,7,1,66,1
21,7,2,193,1
21,7,3,58,1
22,7,0,47,2
22,7,1,59,2
22,7,2,44,2
22,7,3,54,2
23,8,0,74,2
23,8,1,47,2
23,8,2,10,2
23,8,3,105,2
24,8,0,18,0
24,8,1,31,0
24,8,2,76,0
24,8,3,33,0
25,8,0,25,1
25,8,1,138,1
25,8,2,119,1
25,8,3,47,1
26,8,0,57,0
26,8,1,78,0
26,8,2,207,0
26,8,3,35,0
27,9,0,208,3
27,9,1,87,3
27,9,2,130,3
27,9,3,12,3
28,9,0,219,4
28,9,1,44,4
28,9,2,54,4
28,9,3,109,4
29,10,0,100,1
29,10,1,108,1
29,10,2,103,1
29,10,3,135,1
30,10,0,55,2
30,10,1,61,2
30,10,2,57,2
30,10,3,69,2
31,11,0,217,4
31,11,1,61,4
31,11,2,46,4
31,11,3,218,4
32,11,0,125,4
32,11,1,195,4
32,11,2,133,4
32,11,3,109,4
33,12,0,154,0
33,12,1,207,0
33,12,2,64,0
33,12,3,102,0
34,12,0,55,3
34,12,1,105,3
34,12,2,36,3
34,12,3,193,3
35,12,0,69,0
35,12,1,35,0
35,12,2,20,0
35,12,3,84,0
36,13,0,54,2
36,13,1,155,2
36,13,2,18,2
36,13,3,160,2
37,13,0,80,2
37,13,1,88,2
37,13,2,55,2
37,13,3,27,2
38,13,0,12,4
38,13,1,70,4
38,13,2,160,4
38,13,3,170,4
39,14,0,107,5
39,14,1,198,5
39,14,2,24,5
39,14,3,11,5
40,14,0,10,1
40,14,1,35,1
40,14,2,37,1
40,14,3,30,1
41,14,0,109,2
41,14,1,206,2
41,14,2,39,2
41,14,3,23,2
42,14,0,51,2
42,14,1,50,2
42,14,2,16,2
42,14,3,206,2
