item_id,machine_type,max_production_limit
0,3,2
1,4,2
1,1,2
1,2,2
2,2,1
2,4,1
2,3,1
3,1,1
3,2,1
4,2,1
5,4,1
5,1,1
6,2,3
6,1,3
7,1,1
7,2,1
8,1,2
8,3,2
9,1,2
10,1,1
10,3,1
10,2,1
11,2,1
11,1,1
12,3,1
12,1,1
13,1,1
13,4,1
13,3,1
14,4,2
15,3,2
16,2,1
16,3,1
17,4,2
17,2,2
17,3,2
18,1,1
19,3,2
20,4,3
21,1,1
21,4,1
21,3,1
22,1,2
23,4,1
23,1,1
23,3,1
24,2,1
24,4,1
24,1,1
25,4,4
25,1,4
26,2,2
26,1,2
27,1,1
27,3,1
28,1,1
28,2,1
29,4,4
29,1,4
30,4,1
31,4,2
32,3,1
33,2,2
34,3,1
34,4,1
35,2,2
35,1,2
35,4,2
36,1,2
36,2,2
37,2,1
38,2,2
38,4,2
39,4,1
40,1,1
40,3,1
41,2,1
42,1,2
43,2,1
43,1,1
43,4,1
44,1,2
44,3,2
45,3,1
45,2,1
46,1,2
46,2,2
47,1,1
47,4,1
48,1,1
49,3,2
49,2,2
50,4,2
50,3,2
50,2,2
51,1,1
51,4,1
51,3,1
52,3,2
52,2,2
53,4,3
53,2,3
53,1,3
54,1,2
54,2,2
54,3,2
55,4,2
55,3,2
56,1,2
56,2,2
56,3,2
57,3,1
57,2,1
58,2,1
59,1,1
59,3,1
60,3,2
60,2,2
61,4,1
61,2,1
62,3,1
62,1,1
62,4,1
63,1,1
63,2,1
64,3,1
65,4,1
65,2,1
66,1,1
66,3,1
67,3,1
67,4,1
68,1,1
68,4,1
68,3,1
69,3,2
69,2,2
70,1,2
71,2,1
71,3,1
72,1,1
72,4,1
73,1,2
73,4,2
74,1,1
74,4,1
75,3,3
76,4,2
77,1,1
77,3,1
77,4,1
78,2,1
78,1,1
78,3,1
79,2,2
79,3,2
80,4,2
81,3,3
82,1,3
82,3,3
83,1,2
83,4,2
83,3,2
84,4,2
84,3,2
85,2,2
86,1,2
86,4,2
86,3,2
87,3,3
87,1,3
87,2,3
88,3,1
89,2,2
90,2,1
90,4,1
91,1,1
91,3,1
92,4,2
92,3,2
93,3,1
93,4,1
93,2,1
94,3,2
94,1,2
95,3,2
96,1,2
97,4,1
97,1,1
98,3,2
99,1,2
99,2,2
99,4,2
100,2,2
101,1,1
101,3,1
102,4,2
103,4,2
103,3,2
104,1,1
104,2,1
104,3,1
105,3,1
106,2,1
107,3,2
107,4,2
108,4,2
108,2,2
109,1,2
110,4,1
111,4,4
111,2,4
112,2,2
113,4,2
113,1,2
113,2,2
114,1,2
114,2,2
115,2,2
116,3,3
117,4,1
118,2,1
119,4,2
120,2,2
121,4,1
121,3,1
121,1,1
122,2,1
123,4,1
123,1,1
123,3,1
124,4,1
125,1,1
125,2,1
125,4,1
126,3,2
126,2,2
127,4,2
128,1,2
129,2,2
130,1,1
131,1,2
131,4,2
132,1,1
133,3,1
133,1,1
133,4,1
134,4,2
134,1,2
135,3,2
136,2,1
137,4,1
137,2,1
137,3,1
138,2,2
138,4,2
139,3,1
140,2,1
140,3,1
140,1,1
141,3,1
141,2,1
142,4,1
142,3,1
143,3,2
143,4,2
144,4,2
145,4,2
145,3,2
145,2,2
146,3,1
147,3,1
148,2,2
148,4,2
149,3,1
