item_id,brand,channel,fabric_category,age_group,item_capacity_group,share_level
C47342209,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套,3
C44698766,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套,2
C44697708,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,1
C47276064,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裙子,2
C46491686,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织外套,3
C48289051,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套,1
C47336628,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裙子,1
C49331834,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织外套,2
C49268682,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,2
C50113909,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裤子,1
C44829338,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,3
C44731566,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,3
C49268681,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,3
C45056062,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裙子,3
C49268683,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,2
C50032320,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子,1
C44723562,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子,3
C48610519,巴拉巴拉,巴拉巴拉线上,梭织,婴童,梭织裙子,1
C46248035,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裤子,2
C44773811,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套,1
C44725890,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子,2
C44741723,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裙子,2
C47524159,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套,3
C47251063,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裤子,2
C47916596,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子,3
C45763724,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裙子,3
C44773813,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,1
C49664798,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套,1
C45988274,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织外套,3
C47328080,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子,2
