supplier_id,date,max_line_limit,importance
0,0,2,培养
0,1,25,培养
0,2,3,培养
0,3,1,培养
0,4,1,培养
0,5,15,培养
0,6,14,培养
0,7,1,培养
0,8,1,培养
0,9,5,培养
0,10,9,培养
0,11,2,培养
0,12,6,培养
0,13,13,培养
0,14,24,培养
0,15,9,培养
0,16,17,培养
0,17,8,培养
0,18,2,培养
0,19,13,培养
0,20,7,培养
0,21,18,培养
0,22,8,培养
0,23,15,培养
0,24,4,培养
0,25,9,培养
0,26,1,培养
0,27,11,培养
0,28,12,培养
0,29,2,培养
0,30,20,培养
0,31,8,培养
0,32,4,培养
0,33,9,培养
0,34,11,培养
0,35,13,培养
0,36,12,培养
0,37,3,培养
0,38,10,培养
0,39,3,培养
0,40,22,培养
0,41,2,培养
0,42,13,培养
0,43,1,培养
0,44,9,培养
0,45,11,培养
0,46,1,培养
0,47,4,培养
0,48,3,培养
0,49,11,培养
0,50,16,培养
0,51,3,培养
0,52,1,培养
0,53,7,培养
0,54,12,培养
0,55,9,培养
0,56,2,培养
0,57,7,培养
0,58,2,培养
0,59,10,培养
0,60,8,培养
0,61,15,培养
0,62,23,培养
0,63,24,培养
0,64,15,培养
0,65,3,培养
0,66,7,培养
0,67,3,培养
0,68,20,培养
0,69,13,培养
0,70,2,培养
0,71,15,培养
0,72,20,培养
0,73,17,培养
0,74,7,培养
0,75,7,培养
0,76,3,培养
0,77,20,培养
0,78,4,培养
0,79,1,培养
0,80,3,培养
0,81,10,培养
0,82,23,培养
0,83,3,培养
0,84,9,培养
0,85,11,培养
0,86,1,培养
0,87,3,培养
0,88,3,培养
0,89,1,培养
0,90,1,培养
0,91,7,培养
0,92,3,培养
0,93,15,培养
0,94,5,培养
0,95,2,培养
0,96,9,培养
0,97,1,培养
0,98,6,培养
0,99,1,培养
0,100,3,培养
0,101,23,培养
0,102,9,培养
0,103,14,培养
0,104,18,培养
0,105,20,培养
0,106,7,培养
0,107,1,培养
0,108,3,培养
0,109,7,培养
0,110,9,培养
0,111,8,培养
0,112,3,培养
0,113,1,培养
0,114,13,培养
0,115,2,培养
0,116,9,培养
0,117,2,培养
0,118,18,培养
0,119,3,培养
1,0,1,核心
1,1,9,核心
1,2,24,核心
1,3,14,核心
1,4,9,核心
1,5,12,核心
1,6,16,核心
1,7,11,核心
1,8,1,核心
1,9,1,核心
1,10,13,核心
1,11,1,核心
1,12,3,核心
1,13,3,核心
1,14,3,核心
1,15,12,核心
1,16,17,核心
1,17,4,核心
1,18,3,核心
1,19,3,核心
1,20,1,核心
1,21,17,核心
1,22,1,核心
1,23,9,核心
1,24,1,核心
1,25,1,核心
1,26,17,核心
1,27,16,核心
1,28,18,核心
1,29,4,核心
1,30,1,核心
1,31,17,核心
1,32,6,核心
1,33,3,核心
1,34,1,核心
1,35,2,核心
1,36,4,核心
1,37,8,核心
1,38,7,核心
1,39,15,核心
1,40,8,核心
1,41,3,核心
1,42,13,核心
1,43,19,核心
1,44,4,核心
1,45,9,核心
1,46,13,核心
1,47,5,核心
1,48,2,核心
1,49,11,核心
