item_id,brand,channel,fabric_category,age_group,item_capacity_group
C45966872,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类
C44685173,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C49268685,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C46268997,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C44698077,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C45994124,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类
C49331726,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C46554773,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C50179604,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类
C44746096,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C48018501,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C47235780,巴拉巴拉,巴拉巴拉线上,针织,婴童,针织大类
C49229571,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C44876886,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C44729123,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C49217754,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C47045217,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C44698075,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C44741029,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C44802075,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C49645113,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C44756393,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C45966879,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类
C44698470,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C44731575,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C45262950,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类
C44859403,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C49109243,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C44741028,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C48381161,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类
C49268686,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C44726723,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C49332209,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C44729122,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C46305998,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类
C44741337,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C45975495,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类
C46686619,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C44725893,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C44742547,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C49247351,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C49771162,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C44730626,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C44773805,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C44685171,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C44698457,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C47031808,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C44698459,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C44741031,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
