item_id,brand,channel,fabric_category,age_group,item_capacity_group,share_level
C44729935,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子,3
C46317953,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子,2
C44829335,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,1
C44741723,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裙子,2
C46675215,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裤子,1
C44697707,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,2
C44741037,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织外套,3
C47498619,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裙子,2
C44730836,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,2
C50113909,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裤子,1
C44697711,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,3
C46163554,巴拉巴拉,巴拉巴拉线上,梭织,婴童,梭织裤子,1
C49405223,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套,3
C45496354,巴拉巴拉,巴拉巴拉线上,梭织,婴童,梭织裙子,1
C45994117,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裙子,3
C49268683,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,2
C50032320,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子,1
C49268682,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,2
C44685175,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织婴童,2
C44741715,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裙子,3
C49409373,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裤子,3
C45763725,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裙子,2
C46298262,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织外套,2
C45974320,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织外套,3
C44912852,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,2
C47251063,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裤子,2
C50324451,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,1
C44731839,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,2
C49365828,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套,1
C44741722,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裙子,3
