machine_id,supplier_id,month,planned_capacity,machine_type
0,0,0,118,13
0,0,1,144,13
0,0,2,213,13
0,0,3,59,13
1,0,0,41,14
1,0,1,119,14
1,0,2,19,14
1,0,3,92,14
2,0,0,67,15
2,0,1,94,15
2,0,2,167,15
2,0,3,175,15
3,0,0,138,14
3,0,1,39,14
3,0,2,166,14
3,0,3,171,14
4,0,0,35,4
4,0,1,62,4
4,0,2,91,4
4,0,3,61,4
5,1,0,40,7
5,1,1,80,7
5,1,2,136,7
5,1,3,63,7
6,1,0,169,11
6,1,1,89,11
6,1,2,59,11
6,1,3,128,11
7,2,0,47,2
7,2,1,100,2
7,2,2,184,2
7,2,3,121,2
8,2,0,62,2
8,2,1,13,2
8,2,2,50,2
8,2,3,28,2
9,2,0,11,3
9,2,1,47,3
9,2,2,101,3
9,2,3,125,3
10,3,0,182,13
10,3,1,119,13
10,3,2,71,13
10,3,3,40,13
11,3,0,30,3
11,3,1,141,3
11,3,2,44,3
11,3,3,159,3
12,3,0,156,15
12,3,1,73,15
12,3,2,35,15
12,3,3,12,15
13,3,0,39,4
13,3,1,21,4
13,3,2,110,4
13,3,3,177,4
14,4,0,216,15
14,4,1,139,15
14,4,2,66,15
14,4,3,219,15
15,4,0,156,10
15,4,1,186,10
15,4,2,199,10
15,4,3,27,10
16,4,0,66,10
16,4,1,145,10
16,4,2,45,10
16,4,3,182,10
17,4,0,89,8
17,4,1,215,8
17,4,2,211,8
17,4,3,22,8
18,5,0,90,4
18,5,1,195,4
18,5,2,116,4
18,5,3,62,4
19,5,0,87,13
19,5,1,135,13
19,5,2,117,13
19,5,3,19,13
20,6,0,37,3
20,6,1,13,3
20,6,2,34,3
20,6,3,144,3
21,6,0,202,15
21,6,1,24,15
21,6,2,59,15
21,6,3,120,15
22,6,0,80,8
22,6,1,102,8
22,6,2,158,8
22,6,3,76,8
23,7,0,43,6
23,7,1,185,6
23,7,2,212,6
23,7,3,71,6
24,7,0,128,2
24,7,1,150,2
24,7,2,70,2
24,7,3,46,2
25,7,0,73,8
25,7,1,82,8
25,7,2,157,8
25,7,3,93,8
26,8,0,194,14
26,8,1,28,14
26,8,2,40,14
26,8,3,57,14
27,8,0,205,4
27,8,1,16,4
27,8,2,36,4
27,8,3,109,4
28,9,0,206,4
28,9,1,34,4
28,9,2,38,4
28,9,3,195,4
29,9,0,123,10
29,9,1,133,10
29,9,2,209,10
29,9,3,70,10
