machine_id,supplier_id,month,planned_capacity,machine_type
0,0,0,69,0
0,0,1,208,0
0,0,2,55,0
0,0,3,108,0
1,0,0,100,8
1,0,1,93,8
1,0,2,142,8
1,0,3,39,8
2,0,0,186,0
2,0,1,179,0
2,0,2,206,0
2,0,3,172,0
3,0,0,176,5
3,0,1,164,5
3,0,2,185,5
3,0,3,205,5
4,1,0,188,10
4,1,1,101,10
4,1,2,22,10
4,1,3,79,10
5,1,0,56,5
5,1,1,174,5
5,1,2,27,5
5,1,3,110,5
6,1,0,148,7
6,1,1,195,7
6,1,2,74,7
6,1,3,41,7
7,2,0,146,9
7,2,1,80,9
7,2,2,185,9
7,2,3,159,9
8,2,0,79,5
8,2,1,151,5
8,2,2,31,5
8,2,3,138,5
9,2,0,43,0
9,2,1,100,0
9,2,2,53,0
9,2,3,54,0
10,2,0,45,4
10,2,1,19,4
10,2,2,192,4
10,2,3,157,4
11,2,0,113,5
11,2,1,10,5
11,2,2,102,5
11,2,3,127,5
12,3,0,118,3
12,3,1,54,3
12,3,2,40,3
12,3,3,68,3
13,4,0,193,3
13,4,1,130,3
13,4,2,171,3
13,4,3,20,3
14,5,0,13,4
14,5,1,178,4
14,5,2,220,4
14,5,3,127,4
15,5,0,162,7
15,5,1,176,7
15,5,2,212,7
15,5,3,35,7
16,5,0,89,1
16,5,1,74,1
16,5,2,56,1
16,5,3,81,1
17,6,0,174,3
17,6,1,64,3
17,6,2,68,3
17,6,3,125,3
18,6,0,95,8
18,6,1,95,8
18,6,2,46,8
18,6,3,92,8
19,6,0,130,2
19,6,1,100,2
19,6,2,31,2
19,6,3,10,2
20,6,0,100,6
20,6,1,11,6
20,6,2,69,6
20,6,3,76,6
21,7,0,98,4
21,7,1,52,4
21,7,2,156,4
21,7,3,127,4
22,7,0,156,4
22,7,1,70,4
22,7,2,20,4
22,7,3,67,4
23,7,0,145,0
23,7,1,50,0
23,7,2,73,0
23,7,3,12,0
24,7,0,195,8
24,7,1,20,8
24,7,2,202,8
24,7,3,27,8
25,8,0,185,5
25,8,1,142,5
25,8,2,196,5
25,8,3,75,5
26,8,0,75,3
26,8,1,55,3
26,8,2,53,3
26,8,3,74,3
27,8,0,10,0
27,8,1,81,0
27,8,2,141,0
27,8,3,66,0
28,8,0,158,2
28,8,1,13,2
28,8,2,67,2
28,8,3,15,2
29,9,0,59,2
29,9,1,54,2
29,9,2,167,2
29,9,3,153,2
30,9,0,131,5
30,9,1,95,5
30,9,2,39,5
30,9,3,112,5
31,9,0,116,2
31,9,1,19,2
31,9,2,27,2
31,9,3,41,2
32,10,0,180,5
32,10,1,160,5
32,10,2,93,5
32,10,3,159,5
33,10,0,111,9
33,10,1,129,9
33,10,2,52,9
33,10,3,141,9
34,10,0,53,1
34,10,1,98,1
34,10,2,153,1
34,10,3,32,1
35,10,0,79,1
35,10,1,81,1
35,10,2,67,1
35,10,3,12,1
36,11,0,43,5
36,11,1,139,5
36,11,2,70,5
36,11,3,51,5
37,11,0,46,7
37,11,1,81,7
37,11,2,112,7
37,11,3,91,7
38,11,0,196,0
38,11,1,130,0
38,11,2,131,0
38,11,3,141,0
