item_id,machine_type,max_production_limit
0,2,2
0,8,2
1,6,2
2,1,2
3,7,3
4,2,1
4,4,1
5,7,2
5,3,2
5,6,2
6,7,1
6,9,1
7,4,2
7,8,2
8,7,2
9,3,1
9,4,1
10,1,2
10,6,2
11,2,4
11,4,4
12,9,3
12,8,3
13,7,4
14,6,1
14,4,1
15,7,1
15,5,1
16,5,2
16,7,2
17,8,4
17,2,4
17,4,4
18,7,1
18,5,1
19,6,1
20,7,2
21,1,2
22,2,1
22,3,1
23,1,2
23,2,2
24,3,2
25,6,2
26,6,2
26,2,2
27,6,2
28,4,2
29,5,4
30,8,2
30,9,2
30,7,2
31,1,1
31,6,1
32,4,3
33,2,2
33,4,2
34,2,2
35,6,2
35,3,2
36,7,1
37,3,2
37,4,2
37,9,2
38,8,1
38,9,1
39,7,2
40,2,2
41,7,3
42,5,2
43,7,2
44,1,1
45,9,2
46,4,1
47,7,1
47,8,1
48,1,2
49,8,4
49,2,4
50,8,1
50,2,1
50,6,1
51,8,1
52,2,2
53,6,1
53,5,1
54,1,3
55,7,2
56,5,1
57,9,3
58,2,1
58,6,1
59,8,1
60,1,1
61,2,1
62,2,2
62,8,2
62,4,2
63,5,1
63,9,1
64,6,2
65,4,1
65,2,1
65,1,1
66,8,2
67,3,1
68,3,2
69,1,2
70,2,1
71,4,4
71,7,4
72,3,1
72,8,1
73,4,2
74,5,1
74,2,1
75,6,1
75,9,1
76,9,3
76,2,3
77,4,2
77,5,2
78,2,4
79,6,1
79,4,1
80,8,2
80,5,2
81,1,1
82,2,2
83,7,3
84,6,4
85,4,1
85,7,1
86,5,2
86,4,2
86,1,2
87,7,2
87,9,2
87,3,2
88,7,2
88,4,2
89,4,3
90,7,3
91,8,1
92,2,1
92,6,1
93,1,2
93,3,2
94,8,2
94,5,2
95,5,2
95,9,2
95,7,2
96,7,4
96,5,4
97,9,2
98,5,2
99,2,3
100,8,3
100,7,3
101,1,1
102,5,1
102,6,1
103,4,1
104,6,3
105,6,1
106,5,2
107,4,4
107,9,4
108,7,1
109,2,4
110,7,1
111,8,2
112,9,2
112,1,2
112,7,2
113,2,1
114,8,2
115,9,2
116,4,1
116,8,1
117,2,3
117,9,3
117,7,3
118,2,4
119,2,2
119,5,2
