item_id,machine_type,max_production_limit
0,5,1
0,2,1
1,4,2
1,7,2
2,1,2
3,2,1
4,9,3
4,7,3
5,8,2
5,5,2
6,6,2
7,6,1
7,4,1
8,8,2
8,7,2
9,7,2
9,8,2
9,1,2
10,9,1
10,7,1
10,2,1
11,3,1
11,1,1
11,6,1
12,6,4
13,6,1
13,5,1
13,8,1
14,9,1
14,8,1
15,1,2
15,7,2
16,1,1
17,6,2
17,9,2
17,2,2
18,3,1
18,2,1
18,7,1
19,1,1
19,7,1
20,6,2
21,3,4
21,7,4
22,2,1
22,1,1
23,5,1
24,2,1
25,9,1
25,8,1
26,3,1
27,3,1
28,3,1
29,1,2
30,2,4
31,8,2
32,3,1
33,5,1
33,3,1
34,7,1
34,3,1
35,7,1
36,9,1
36,2,1
37,1,3
37,8,3
38,8,1
39,9,1
39,5,1
40,7,1
40,8,1
41,7,2
41,1,2
41,6,2
42,6,1
42,1,1
43,3,2
44,3,1
44,5,1
44,9,1
45,8,2
45,2,2
45,9,2
46,6,2
46,1,2
47,4,1
48,1,2
48,3,2
49,7,2
49,9,2
50,1,1
50,7,1
50,3,1
51,7,1
51,1,1
52,5,1
52,1,1
52,3,1
53,2,1
53,5,1
54,4,2
54,3,2
55,4,2
55,8,2
56,1,1
57,8,2
57,2,2
58,3,2
58,4,2
58,8,2
59,6,1
59,5,1
60,9,4
60,7,4
61,6,2
61,5,2
62,6,1
62,7,1
63,9,1
63,4,1
64,6,1
64,1,1
65,2,4
65,6,4
66,7,2
66,5,2
67,8,1
67,9,1
68,7,2
69,4,2
69,6,2
70,9,1
71,3,2
71,4,2
72,8,1
72,3,1
72,1,1
73,5,1
74,1,1
74,6,1
74,7,1
75,1,3
75,9,3
75,5,3
76,2,1
77,2,2
78,7,1
78,9,1
79,7,1
80,3,3
81,6,1
82,9,1
82,6,1
83,3,2
83,6,2
83,7,2
84,1,2
84,6,2
84,5,2
85,2,1
85,4,1
86,5,2
87,3,1
87,6,1
87,9,1
88,9,2
88,6,2
89,5,2
90,2,1
90,3,1
90,8,1
91,3,1
91,2,1
91,5,1
92,2,1
93,3,1
94,9,3
94,4,3
95,6,2
96,7,1
96,5,1
97,4,2
98,3,2
98,9,2
98,6,2
99,9,1
