item_id,brand,channel,fabric_category,age_group,item_capacity_group,share_level
C44829339,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,3
C47274617,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,3
C49645105,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,1
C49217755,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,3
C46917802,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,2
C44876886,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,3
C45976245,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,1
C47309562,巴拉巴拉,巴拉巴拉线上,针织,婴童,针织大类,1
C47368848,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,3
C47031808,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,1
C44801211,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,1
C49153183,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,2
C44729130,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,2
C44698075,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,1
C49345187,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,2
C45460456,巴拉巴拉,巴拉巴拉线上,针织,婴童,针织大类,3
C44685165,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,1
C44730639,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,2
C45496363,巴拉巴拉,巴拉巴拉线上,针织,婴童,针织大类,3
C44741040,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,2
C44731843,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,2
C44730643,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,3
C44703357,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,1
C49332208,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,1
C44892143,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,2
C47786980,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,3
C47378763,巴拉巴拉,巴拉巴拉线上,针织,婴童,针织大类,1
C45120193,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,1
C44741724,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,2
C45249088,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,1
