item_id,machine_type,max_production_limit
0,3,1
0,7,1
0,1,1
1,5,2
1,8,2
1,1,2
2,7,1
3,2,1
3,9,1
4,5,3
5,6,1
6,5,4
6,1,4
7,2,1
7,7,1
8,9,1
8,5,1
9,1,3
10,5,1
10,3,1
11,6,1
11,8,1
12,1,1
12,4,1
13,2,3
14,9,1
15,8,1
16,4,2
17,8,2
18,5,1
18,4,1
18,6,1
19,2,2
19,4,2
20,6,1
21,4,1
21,3,1
22,6,2
22,2,2
22,8,2
23,1,1
24,2,1
24,8,1
24,3,1
25,4,1
26,6,2
26,7,2
27,1,1
28,9,1
28,8,1
29,2,2
29,3,2
30,3,3
31,7,1
31,5,1
31,9,1
32,9,2
32,8,2
32,3,2
33,5,1
34,6,2
34,7,2
35,9,1
35,8,1
36,7,1
37,6,1
37,3,1
37,4,1
38,6,1
39,7,3
39,5,3
40,7,2
40,1,2
40,3,2
41,9,1
41,7,1
41,1,1
42,6,2
43,8,1
44,8,2
44,5,2
44,1,2
45,4,1
45,8,1
46,1,3
46,9,3
47,1,1
48,3,2
49,4,1
49,9,1
50,3,1
50,5,1
51,4,2
51,3,2
51,5,2
52,7,1
52,1,1
53,9,1
53,8,1
53,6,1
54,8,1
55,9,2
56,2,1
57,3,1
58,2,2
58,3,2
59,6,2
60,1,4
60,5,4
60,7,4
61,6,2
62,3,1
63,8,4
63,2,4
64,5,1
64,4,1
64,9,1
65,8,1
66,4,1
67,4,2
67,2,2
68,2,1
68,1,1
69,3,1
69,8,1
70,6,1
70,3,1
71,9,3
72,8,2
72,5,2
73,9,1
73,3,1
74,1,1
74,6,1
74,9,1
75,5,2
76,5,1
76,2,1
77,4,2
78,7,3
79,4,1
79,2,1
79,8,1
80,7,1
80,4,1
80,8,1
81,8,2
81,9,2
82,8,1
83,8,2
83,1,2
84,6,1
84,1,1
85,1,1
85,4,1
86,8,1
86,1,1
87,6,1
87,1,1
88,5,1
89,4,3
89,9,3
90,8,1
91,9,2
91,7,2
91,3,2
92,3,1
92,7,1
92,8,1
93,9,1
94,7,3
94,5,3
95,3,1
96,4,1
97,6,1
97,4,1
98,1,1
99,6,2
99,8,2
99,7,2
