machine_id,supplier_id,month,planned_capacity,machine_type
0,0,0,211,8
0,0,1,202,8
0,0,2,140,8
0,0,3,139,8
1,0,0,36,1
1,0,1,23,1
1,0,2,174,1
1,0,3,47,1
2,0,0,71,8
2,0,1,168,8
2,0,2,143,8
2,0,3,159,8
3,0,0,113,6
3,0,1,79,6
3,0,2,62,6
3,0,3,41,6
4,1,0,119,1
4,1,1,80,1
4,1,2,27,1
4,1,3,208,1
5,1,0,17,10
5,1,1,11,10
5,1,2,17,10
5,1,3,24,10
6,2,0,197,1
6,2,1,43,1
6,2,2,88,1
6,2,3,34,1
7,2,0,215,5
7,2,1,217,5
7,2,2,202,5
7,2,3,151,5
8,3,0,174,5
8,3,1,202,5
8,3,2,22,5
8,3,3,150,5
9,3,0,51,8
9,3,1,19,8
9,3,2,37,8
9,3,3,162,8
10,3,0,24,6
10,3,1,69,6
10,3,2,207,6
10,3,3,25,6
11,3,0,190,8
11,3,1,83,8
11,3,2,57,8
11,3,3,209,8
12,4,0,25,2
12,4,1,32,2
12,4,2,55,2
12,4,3,140,2
13,4,0,100,0
13,4,1,21,0
13,4,2,170,0
13,4,3,31,0
14,4,0,61,10
14,4,1,15,10
14,4,2,44,10
14,4,3,62,10
15,5,0,30,6
15,5,1,41,6
15,5,2,170,6
15,5,3,49,6
16,5,0,12,6
16,5,1,11,6
16,5,2,32,6
16,5,3,12,6
17,5,0,85,10
17,5,1,80,10
17,5,2,62,10
17,5,3,196,10
18,5,0,137,7
18,5,1,164,7
18,5,2,34,7
18,5,3,21,7
19,6,0,60,2
19,6,1,158,2
19,6,2,50,2
19,6,3,23,2
20,7,0,83,8
20,7,1,44,8
20,7,2,31,8
20,7,3,180,8
21,7,0,30,5
21,7,1,30,5
21,7,2,139,5
21,7,3,13,5
22,7,0,208,5
22,7,1,32,5
22,7,2,19,5
22,7,3,157,5
23,7,0,117,2
23,7,1,39,2
23,7,2,89,2
23,7,3,41,2
24,8,0,164,6
24,8,1,72,6
24,8,2,90,6
24,8,3,23,6
25,9,0,13,5
25,9,1,42,5
25,9,2,29,5
25,9,3,81,5
26,9,0,33,1
26,9,1,105,1
26,9,2,68,1
26,9,3,202,1
27,9,0,23,8
27,9,1,171,8
27,9,2,34,8
27,9,3,118,8
28,9,0,50,5
28,9,1,39,5
28,9,2,190,5
28,9,3,132,5
29,10,0,45,7
29,10,1,18,7
29,10,2,29,7
29,10,3,219,7
30,10,0,21,4
30,10,1,37,4
30,10,2,29,4
30,10,3,178,4
31,11,0,119,6
31,11,1,18,6
31,11,2,61,6
31,11,3,143,6
32,11,0,17,9
32,11,1,46,9
32,11,2,61,9
32,11,3,45,9
33,11,0,123,1
33,11,1,100,1
33,11,2,85,1
33,11,3,118,1
34,12,0,28,7
34,12,1,40,7
34,12,2,108,7
34,12,3,161,7
35,12,0,219,10
35,12,1,133,10
35,12,2,85,10
35,12,3,29,10
36,12,0,16,7
36,12,1,14,7
36,12,2,35,7
36,12,3,30,7
37,12,0,15,7
37,12,1,159,7
37,12,2,205,7
37,12,3,101,7
38,13,0,124,1
38,13,1,147,1
38,13,2,88,1
38,13,3,202,1
39,13,0,80,6
39,13,1,50,6
39,13,2,65,6
39,13,3,194,6
40,13,0,22,3
40,13,1,68,3
40,13,2,94,3
40,13,3,31,3
41,13,0,147,5
41,13,1,14,5
41,13,2,30,5
41,13,3,101,5
42,13,0,17,7
42,13,1,20,7
42,13,2,50,7
42,13,3,145,7
43,14,0,202,2
43,14,1,15,2
43,14,2,31,2
43,14,3,185,2
44,15,0,10,2
44,15,1,50,2
44,15,2,131,2
44,15,3,48,2
45,16,0,153,0
45,16,1,116,0
45,16,2,175,0
45,16,3,211,0
46,16,0,140,3
46,16,1,16,3
46,16,2,129,3
46,16,3,94,3
47,16,0,30,7
47,16,1,45,7
47,16,2,107,7
47,16,3,190,7
48,16,0,25,6
48,16,1,155,6
48,16,2,37,6
48,16,3,34,6
49,17,0,70,2
49,17,1,87,2
49,17,2,39,2
49,17,3,24,2
50,18,0,85,3
50,18,1,163,3
50,18,2,67,3
50,18,3,34,3
51,18,0,43,3
51,18,1,110,3
51,18,2,26,3
51,18,3,33,3
52,18,0,110,8
52,18,1,44,8
52,18,2,28,8
52,18,3,95,8
53,18,0,209,1
53,18,1,25,1
53,18,2,83,1
53,18,3,113,1
54,19,0,31,0
54,19,1,79,0
54,19,2,80,0
54,19,3,94,0
55,19,0,25,6
55,19,1,18,6
55,19,2,39,6
55,19,3,37,6
56,19,0,199,4
56,19,1,70,4
56,19,2,190,4
56,19,3,22,4
