item_id,machine_type,max_production_limit
0,9,3
1,3,1
1,2,1
2,6,1
3,3,2
3,8,2
3,2,2
4,2,4
4,3,4
5,3,2
6,2,2
6,6,2
7,4,3
8,6,1
9,2,1
10,6,1
11,2,1
11,3,1
11,5,1
12,7,2
12,5,2
13,9,1
13,7,1
13,4,1
14,5,1
14,9,1
15,3,2
15,1,2
16,8,1
16,7,1
17,4,2
18,4,1
18,2,1
19,4,1
19,6,1
20,6,1
21,9,1
21,8,1
21,3,1
22,5,1
23,3,1
23,6,1
23,8,1
24,7,1
24,9,1
24,5,1
25,5,1
26,2,2
26,3,2
27,7,1
27,8,1
28,4,2
28,7,2
29,6,1
29,1,1
30,5,1
31,9,3
31,8,3
31,2,3
32,7,4
32,6,4
33,2,2
33,4,2
34,5,4
35,7,1
35,2,1
36,6,1
36,8,1
37,3,1
37,6,1
37,4,1
38,2,1
38,5,1
39,2,2
40,5,1
40,7,1
41,4,2
42,1,1
43,2,1
43,6,1
44,5,1
44,4,1
45,9,1
46,3,1
46,4,1
46,6,1
47,5,1
47,7,1
48,5,1
49,9,2
50,6,2
51,3,2
51,1,2
51,5,2
52,1,1
53,6,2
53,4,2
53,8,2
54,9,4
55,6,2
55,5,2
56,7,1
57,9,1
58,7,1
59,5,1
59,7,1
60,9,1
61,4,1
61,7,1
62,9,1
62,7,1
63,8,3
63,4,3
64,7,1
65,6,1
66,9,2
67,8,1
68,2,1
69,5,2
70,4,3
71,4,2
71,2,2
71,7,2
72,6,1
72,3,1
73,1,1
74,4,3
74,2,3
74,1,3
75,5,1
75,9,1
75,8,1
76,8,2
76,5,2
77,8,2
77,6,2
78,6,1
78,5,1
78,9,1
79,2,1
79,7,1
79,9,1
80,3,1
80,9,1
81,9,1
82,9,2
83,8,2
83,2,2
84,4,2
84,3,2
85,7,1
86,7,1
87,6,1
88,4,1
89,2,1
89,3,1
90,3,1
90,7,1
91,4,2
92,8,1
92,7,1
93,2,4
93,5,4
93,1,4
94,7,1
94,8,1
94,4,1
95,5,1
95,3,1
96,2,1
97,8,1
97,3,1
97,9,1
98,4,1
98,6,1
98,9,1
99,7,2
99,5,2
