machine_id,supplier_id,month,planned_capacity,machine_type
0,0,0,120,8
0,0,1,59,8
0,0,2,14,8
0,0,3,20,8
1,0,0,32,7
1,0,1,73,7
1,0,2,195,7
1,0,3,32,7
2,0,0,124,5
2,0,1,175,5
2,0,2,174,5
2,0,3,179,5
3,1,0,58,2
3,1,1,11,2
3,1,2,58,2
3,1,3,45,2
4,1,0,29,2
4,1,1,142,2
4,1,2,69,2
4,1,3,47,2
5,1,0,16,9
5,1,1,44,9
5,1,2,85,9
5,1,3,75,9
6,1,0,96,8
6,1,1,115,8
6,1,2,26,8
6,1,3,91,8
7,2,0,30,4
7,2,1,95,4
7,2,2,202,4
7,2,3,96,4
8,2,0,44,9
8,2,1,15,9
8,2,2,19,9
8,2,3,116,9
9,2,0,27,1
9,2,1,215,1
9,2,2,55,1
9,2,3,178,1
10,2,0,78,4
10,2,1,23,4
10,2,2,210,4
10,2,3,25,4
11,3,0,143,3
11,3,1,19,3
11,3,2,108,3
11,3,3,41,3
12,4,0,32,4
12,4,1,40,4
12,4,2,105,4
12,4,3,132,4
13,4,0,96,0
13,4,1,24,0
13,4,2,220,0
13,4,3,163,0
14,4,0,125,10
14,4,1,181,10
14,4,2,61,10
14,4,3,87,10
15,4,0,33,5
15,4,1,149,5
15,4,2,180,5
15,4,3,29,5
16,5,0,109,2
16,5,1,170,2
16,5,2,29,2
16,5,3,74,2
17,5,0,135,9
17,5,1,104,9
17,5,2,151,9
17,5,3,157,9
18,6,0,24,1
18,6,1,26,1
18,6,2,33,1
18,6,3,65,1
19,7,0,74,4
19,7,1,13,4
19,7,2,154,4
19,7,3,85,4
20,7,0,154,2
20,7,1,117,2
20,7,2,205,2
20,7,3,27,2
21,7,0,58,4
21,7,1,28,4
21,7,2,50,4
21,7,3,27,4
22,8,0,67,4
22,8,1,175,4
22,8,2,23,4
22,8,3,18,4
23,8,0,29,3
23,8,1,174,3
23,8,2,154,3
23,8,3,46,3
24,9,0,153,10
24,9,1,156,10
24,9,2,25,10
24,9,3,195,10
25,9,0,15,3
25,9,1,182,3
25,9,2,17,3
25,9,3,38,3
