supplier_id,importance,fabric_category,date,max_line_limit
3001172,合格,梭织,2022-08-01,3.0
3001172,合格,梭织,2022-08-02,3.0
3001172,合格,梭织,2022-08-03,3.0
3001172,合格,梭织,2022-08-04,3.0
3001172,合格,梭织,2022-08-05,3.0
3001172,合格,梭织,2022-08-06,3.0
3001172,合格,梭织,2022-08-08,3.0
3001172,合格,梭织,2022-08-09,3.0
3001172,合格,梭织,2022-08-10,3.0
3001172,合格,梭织,2022-08-11,3.0
3001172,合格,梭织,2022-08-12,3.0
3001172,合格,梭织,2022-08-13,3.0
3001172,合格,梭织,2022-08-15,3.0
3001172,合格,梭织,2022-08-16,3.0
3001172,合格,梭织,2022-08-17,3.0
3001172,合格,梭织,2022-08-18,3.0
3001172,合格,梭织,2022-08-19,3.0
3001172,合格,梭织,2022-08-20,3.0
3001172,合格,梭织,2022-08-22,3.0
3001172,合格,梭织,2022-08-23,3.0
3001172,合格,梭织,2022-08-24,3.0
3001172,合格,梭织,2022-08-25,3.0
3001172,合格,梭织,2022-08-26,3.0
3001172,合格,梭织,2022-08-27,3.0
3001172,合格,梭织,2022-08-29,3.0
3001172,合格,梭织,2022-08-30,3.0
3001172,合格,梭织,2022-08-31,3.0
3001172,合格,梭织,2022-09-01,4.0
3001172,合格,梭织,2022-09-02,4.0
3001172,合格,梭织,2022-09-03,4.0
3001172,合格,梭织,2022-09-05,4.0
3001172,合格,梭织,2022-09-06,4.0
3001172,合格,梭织,2022-09-07,4.0
3001172,合格,梭织,2022-09-08,4.0
3001172,合格,梭织,2022-09-09,4.0
3001172,合格,梭织,2022-09-10,4.0
3001172,合格,梭织,2022-09-12,4.0
3001172,合格,梭织,2022-09-13,4.0
3001172,合格,梭织,2022-09-14,4.0
3001172,合格,梭织,2022-09-15,4.0
3001172,合格,梭织,2022-09-16,4.0
3001172,合格,梭织,2022-09-17,4.0
3001172,合格,梭织,2022-09-19,4.0
3001172,合格,梭织,2022-09-20,4.0
3001172,合格,梭织,2022-09-21,4.0
3001172,合格,梭织,2022-09-22,4.0
3001172,合格,梭织,2022-09-23,4.0
3001172,合格,梭织,2022-09-24,4.0
3001172,合格,梭织,2022-09-26,4.0
3001172,合格,梭织,2022-09-27,4.0
3001172,合格,梭织,2022-09-28,4.0
3001172,合格,梭织,2022-09-29,4.0
