item_id,machine_type,max_production_limit
0,7,3
0,3,3
1,2,1
2,2,1
2,9,1
3,2,1
3,3,1
4,5,1
4,2,1
5,2,2
6,4,1
6,9,1
7,7,2
7,9,2
8,2,2
9,9,1
9,2,1
10,2,1
11,5,1
11,4,1
11,9,1
12,1,1
12,7,1
13,2,1
14,1,1
15,7,1
15,5,1
16,1,2
17,2,2
17,3,2
18,5,1
18,4,1
19,5,1
20,1,1
20,2,1
21,4,1
21,8,1
22,3,1
23,2,3
23,6,3
24,9,2
24,4,2
24,5,2
25,7,1
26,8,2
27,3,1
27,8,1
27,6,1
28,7,1
29,2,2
29,9,2
29,5,2
30,9,1
30,2,1
31,5,3
32,9,1
32,1,1
32,6,1
33,3,2
34,6,2
34,9,2
34,5,2
35,2,1
36,4,1
37,4,1
38,5,2
39,8,1
40,5,1
40,7,1
40,2,1
41,3,1
42,7,3
42,5,3
43,1,1
44,8,1
44,1,1
45,3,1
46,9,1
46,6,1
46,1,1
47,6,1
48,3,1
49,3,1
50,8,2
50,3,2
50,4,2
51,6,3
51,2,3
52,5,1
53,2,2
54,8,2
55,5,1
56,9,1
57,2,4
58,4,1
59,4,1
59,5,1
60,7,1
60,5,1
61,6,1
61,8,1
62,2,4
62,9,4
63,9,2
64,2,3
64,4,3
65,9,1
65,2,1
66,4,3
67,1,1
68,1,2
69,8,2
70,8,1
71,7,2
71,3,2
72,3,1
73,3,4
74,8,2
74,1,2
75,2,1
76,8,2
76,6,2
76,7,2
77,5,1
77,6,1
77,9,1
78,7,2
78,6,2
79,1,1
79,7,1
80,2,1
80,5,1
80,8,1
81,4,2
81,9,2
81,2,2
82,9,1
82,6,1
83,3,1
83,6,1
83,7,1
84,4,1
85,1,1
86,9,2
86,1,2
87,8,3
87,2,3
87,3,3
88,9,2
89,9,1
90,4,3
90,2,3
91,8,2
91,5,2
92,2,1
92,3,1
93,5,1
94,7,1
94,9,1
95,6,1
95,3,1
96,6,1
96,1,1
96,3,1
97,4,3
97,6,3
98,2,1
98,4,1
99,9,1
