machine_id,supplier_id,month,planned_capacity,machine_type
0,0,0,207,7
0,0,1,121,7
0,0,2,128,7
0,0,3,23,7
1,1,0,210,4
1,1,1,60,4
1,1,2,81,4
1,1,3,186,4
2,1,0,35,6
2,1,1,41,6
2,1,2,40,6
2,1,3,100,6
3,1,0,53,10
3,1,1,136,10
3,1,2,104,10
3,1,3,126,10
4,1,0,40,4
4,1,1,32,4
4,1,2,44,4
4,1,3,106,4
5,2,0,18,4
5,2,1,94,4
5,2,2,193,4
5,2,3,72,4
6,2,0,49,4
6,2,1,11,4
6,2,2,36,4
6,2,3,91,4
7,3,0,39,6
7,3,1,23,6
7,3,2,12,6
7,3,3,218,6
8,3,0,23,6
8,3,1,153,6
8,3,2,57,6
8,3,3,29,6
9,4,0,59,2
9,4,1,192,2
9,4,2,196,2
9,4,3,164,2
10,4,0,17,4
10,4,1,48,4
10,4,2,66,4
10,4,3,136,4
11,5,0,22,6
11,5,1,27,6
11,5,2,65,6
11,5,3,177,6
12,6,0,53,6
12,6,1,78,6
12,6,2,10,6
12,6,3,202,6
13,6,0,161,7
13,6,1,198,7
13,6,2,11,7
13,6,3,84,7
14,7,0,168,4
14,7,1,21,4
14,7,2,56,4
14,7,3,32,4
15,7,0,40,9
15,7,1,212,9
15,7,2,57,9
15,7,3,20,9
16,7,0,86,10
16,7,1,69,10
16,7,2,62,10
16,7,3,171,10
17,8,0,192,2
17,8,1,38,2
17,8,2,110,2
17,8,3,28,2
18,8,0,41,1
18,8,1,217,1
18,8,2,153,1
18,8,3,20,1
19,8,0,86,9
19,8,1,118,9
19,8,2,17,9
19,8,3,18,9
20,8,0,66,1
20,8,1,111,1
20,8,2,83,1
20,8,3,167,1
21,9,0,14,0
21,9,1,61,0
21,9,2,39,0
21,9,3,121,0
22,9,0,147,8
22,9,1,16,8
22,9,2,210,8
22,9,3,29,8
