item_id,brand,channel,fabric_category,age_group,item_capacity_group,share_level
C45988274,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织外套,3
C47498619,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裙子,2
C46675215,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裤子,1
C47342209,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套,3
C45969310,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织外套,3
C49405223,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套,3
C44772052,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,1
C44921318,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裤子,2
C44829336,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,2
C44726003,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子,1
C44746405,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裤子,1
C47325915,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裙子,2
C44730844,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,1
C49365631,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裙子,1
C47112420,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,2
C44729593,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子,1
C49288749,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,2
C49268683,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,2
C47571533,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织外套,2
C44731841,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,3
C49664797,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套,3
C47902743,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,3
C44697710,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,2
C44758886,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套,2
C44829334,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,2
C44773813,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,1
C44729935,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子,3
C50032320,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子,1
C50341094,巴拉巴拉,巴拉巴拉线上,梭织,婴童,梭织裙子,3
C48289051,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套,1
C44963963,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裤子,3
C44730835,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,3
C44829332,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子,1
C45990735,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裤子,2
C44698773,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套,3
C44685162,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织婴童,1
C44746091,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织外套,2
