supplier_id,date,max_line_limit,importance
0,0,5,战略
0,1,5,战略
0,2,5,战略
0,3,5,战略
0,4,5,战略
0,5,5,战略
0,6,5,战略
0,7,5,战略
0,8,5,战略
0,9,5,战略
0,10,5,战略
0,11,5,战略
0,12,5,战略
0,13,5,战略
0,14,5,战略
0,15,5,战略
0,16,5,战略
0,17,5,战略
0,18,5,战略
0,19,5,战略
0,20,5,战略
0,21,5,战略
0,22,5,战略
0,23,5,战略
0,24,5,战略
0,25,5,战略
0,26,5,战略
0,27,5,战略
0,28,5,战略
0,29,5,战略
0,30,3,战略
0,31,3,战略
0,32,3,战略
0,33,3,战略
0,34,3,战略
0,35,3,战略
0,36,3,战略
0,37,3,战略
0,38,3,战略
0,39,3,战略
0,40,3,战略
0,41,3,战略
0,42,3,战略
0,43,3,战略
0,44,3,战略
0,45,3,战略
0,46,3,战略
0,47,3,战略
0,48,3,战略
0,49,3,战略
0,50,3,战略
0,51,3,战略
0,52,3,战略
0,53,3,战略
0,54,3,战略
0,55,3,战略
0,56,3,战略
0,57,3,战略
0,58,3,战略
0,59,3,战略
0,60,11,战略
0,61,11,战略
0,62,11,战略
0,63,11,战略
0,64,11,战略
0,65,11,战略
0,66,11,战略
0,67,11,战略
0,68,11,战略
0,69,11,战略
0,70,11,战略
0,71,11,战略
0,72,11,战略
0,73,11,战略
0,74,11,战略
0,75,11,战略
0,76,11,战略
0,77,11,战略
0,78,11,战略
0,79,11,战略
0,80,11,战略
0,81,11,战略
0,82,11,战略
0,83,11,战略
0,84,11,战略
0,85,11,战略
0,86,11,战略
0,87,11,战略
0,88,11,战略
0,89,11,战略
0,90,1,战略
0,91,1,战略
0,92,1,战略
0,93,1,战略
0,94,1,战略
0,95,1,战略
0,96,1,战略
0,97,1,战略
0,98,1,战略
0,99,1,战略
0,100,1,战略
0,101,1,战略
0,102,1,战略
0,103,1,战略
0,104,1,战略
0,105,1,战略
0,106,1,战略
0,107,1,战略
0,108,1,战略
0,109,1,战略
0,110,1,战略
0,111,1,战略
0,112,1,战略
0,113,1,战略
0,114,1,战略
0,115,1,战略
0,116,1,战略
0,117,1,战略
0,118,1,战略
0,119,1,战略
1,0,1,合格
1,1,1,合格
1,2,1,合格
1,3,1,合格
1,4,1,合格
1,5,1,合格
1,6,1,合格
1,7,1,合格
1,8,1,合格
1,9,1,合格
1,10,1,合格
1,11,1,合格
1,12,1,合格
1,13,1,合格
1,14,1,合格
1,15,1,合格
1,16,1,合格
1,17,1,合格
1,18,1,合格
1,19,1,合格
1,20,1,合格
1,21,1,合格
1,22,1,合格
1,23,1,合格
1,24,1,合格
1,25,1,合格
1,26,1,合格
1,27,1,合格
1,28,1,合格
1,29,1,合格
1,30,3,合格
1,31,3,合格
1,32,3,合格
1,33,3,合格
1,34,3,合格
1,35,3,合格
1,36,3,合格
1,37,3,合格
1,38,3,合格
1,39,3,合格
1,40,3,合格
1,41,3,合格
1,42,3,合格
1,43,3,合格
1,44,3,合格
1,45,3,合格
1,46,3,合格
1,47,3,合格
1,48,3,合格
1,49,3,合格
1,50,3,合格
1,51,3,合格
1,52,3,合格
1,53,3,合格
1,54,3,合格
1,55,3,合格
1,56,3,合格
1,57,3,合格
1,58,3,合格
1,59,3,合格
1,60,12,合格
1,61,12,合格
1,62,12,合格
1,63,12,合格
1,64,12,合格
1,65,12,合格
1,66,12,合格
1,67,12,合格
1,68,12,合格
1,69,12,合格
1,70,12,合格
1,71,12,合格
1,72,12,合格
1,73,12,合格
1,74,12,合格
1,75,12,合格
1,76,12,合格
1,77,12,合格
1,78,12,合格
1,79,12,合格
1,80,12,合格
1,81,12,合格
1,82,12,合格
1,83,12,合格
1,84,12,合格
1,85,12,合格
1,86,12,合格
1,87,12,合格
1,88,12,合格
1,89,12,合格
1,90,3,合格
1,91,3,合格
1,92,3,合格
1,93,3,合格
1,94,3,合格
1,95,3,合格
1,96,3,合格
1,97,3,合格
1,98,3,合格
1,99,3,合格
1,100,3,合格
1,101,3,合格
1,102,3,合格
1,103,3,合格
1,104,3,合格
1,105,3,合格
1,106,3,合格
1,107,3,合格
1,108,3,合格
1,109,3,合格
1,110,3,合格
1,111,3,合格
1,112,3,合格
1,113,3,合格
1,114,3,合格
1,115,3,合格
1,116,3,合格
1,117,3,合格
1,118,3,合格
1,119,3,合格
2,0,3,战略
2,1,3,战略
2,2,3,战略
2,3,3,战略
2,4,3,战略
2,5,3,战略
2,6,3,战略
2,7,3,战略
2,8,3,战略
2,9,3,战略
2,10,3,战略
2,11,3,战略
2,12,3,战略
2,13,3,战略
2,14,3,战略
2,15,3,战略
2,16,3,战略
2,17,3,战略
2,18,3,战略
2,19,3,战略
2,20,3,战略
2,21,3,战略
2,22,3,战略
2,23,3,战略
2,24,3,战略
2,25,3,战略
2,26,3,战略
2,27,3,战略
2,28,3,战略
2,29,3,战略
2,30,8,战略
2,31,8,战略
2,32,8,战略
2,33,8,战略
2,34,8,战略
2,35,8,战略
2,36,8,战略
2,37,8,战略
2,38,8,战略
2,39,8,战略
2,40,8,战略
2,41,8,战略
2,42,8,战略
2,43,8,战略
2,44,8,战略
2,45,8,战略
2,46,8,战略
2,47,8,战略
2,48,8,战略
2,49,8,战略
2,50,8,战略
2,51,8,战略
2,52,8,战略
2,53,8,战略
2,54,8,战略
2,55,8,战略
2,56,8,战略
2,57,8,战略
2,58,8,战略
2,59,8,战略
2,60,9,战略
2,61,9,战略
2,62,9,战略
2,63,9,战略
2,64,9,战略
2,65,9,战略
2,66,9,战略
2,67,9,战略
2,68,9,战略
2,69,9,战略
2,70,9,战略
2,71,9,战略
2,72,9,战略
2,73,9,战略
2,74,9,战略
2,75,9,战略
2,76,9,战略
2,77,9,战略
2,78,9,战略
2,79,9,战略
2,80,9,战略
2,81,9,战略
2,82,9,战略
2,83,9,战略
2,84,9,战略
2,85,9,战略
2,86,9,战略
2,87,9,战略
2,88,9,战略
2,89,9,战略
2,90,17,战略
2,91,17,战略
2,92,17,战略
2,93,17,战略
2,94,17,战略
2,95,17,战略
2,96,17,战略
2,97,17,战略
2,98,17,战略
2,99,17,战略
2,100,17,战略
2,101,17,战略
2,102,17,战略
2,103,17,战略
2,104,17,战略
2,105,17,战略
2,106,17,战略
2,107,17,战略
2,108,17,战略
2,109,17,战略
2,110,17,战略
2,111,17,战略
2,112,17,战略
2,113,17,战略
2,114,17,战略
2,115,17,战略
2,116,17,战略
2,117,17,战略
2,118,17,战略
2,119,17,战略
3,0,9,合格
3,1,9,合格
3,2,9,合格
3,3,9,合格
3,4,9,合格
3,5,9,合格
3,6,9,合格
3,7,9,合格
3,8,9,合格
3,9,9,合格
3,10,9,合格
3,11,9,合格
3,12,9,合格
3,13,9,合格
3,14,9,合格
3,15,9,合格
3,16,9,合格
3,17,9,合格
3,18,9,合格
3,19,9,合格
3,20,9,合格
3,21,9,合格
3,22,9,合格
3,23,9,合格
3,24,9,合格
3,25,9,合格
3,26,9,合格
3,27,9,合格
3,28,9,合格
3,29,9,合格
3,30,8,合格
3,31,8,合格
3,32,8,合格
3,33,8,合格
3,34,8,合格
3,35,8,合格
3,36,8,合格
3,37,8,合格
3,38,8,合格
3,39,8,合格
3,40,8,合格
3,41,8,合格
3,42,8,合格
3,43,8,合格
3,44,8,合格
3,45,8,合格
3,46,8,合格
3,47,8,合格
3,48,8,合格
3,49,8,合格
3,50,8,合格
3,51,8,合格
3,52,8,合格
3,53,8,合格
3,54,8,合格
3,55,8,合格
3,56,8,合格
3,57,8,合格
3,58,8,合格
3,59,8,合格
3,60,3,合格
3,61,3,合格
3,62,3,合格
3,63,3,合格
3,64,3,合格
3,65,3,合格
3,66,3,合格
3,67,3,合格
3,68,3,合格
3,69,3,合格
3,70,3,合格
3,71,3,合格
3,72,3,合格
3,73,3,合格
3,74,3,合格
3,75,3,合格
3,76,3,合格
3,77,3,合格
3,78,3,合格
3,79,3,合格
3,80,3,合格
3,81,3,合格
3,82,3,合格
3,83,3,合格
3,84,3,合格
3,85,3,合格
3,86,3,合格
3,87,3,合格
3,88,3,合格
3,89,3,合格
3,90,2,合格
3,91,2,合格
3,92,2,合格
3,93,2,合格
3,94,2,合格
3,95,2,合格
3,96,2,合格
3,97,2,合格
3,98,2,合格
3,99,2,合格
3,100,2,合格
3,101,2,合格
3,102,2,合格
3,103,2,合格
3,104,2,合格
3,105,2,合格
3,106,2,合格
3,107,2,合格
3,108,2,合格
3,109,2,合格
3,110,2,合格
3,111,2,合格
3,112,2,合格
3,113,2,合格
3,114,2,合格
3,115,2,合格
3,116,2,合格
3,117,2,合格
3,118,2,合格
3,119,2,合格
4,0,13,合格
4,1,13,合格
4,2,13,合格
4,3,13,合格
4,4,13,合格
4,5,13,合格
4,6,13,合格
4,7,13,合格
4,8,13,合格
4,9,13,合格
4,10,13,合格
4,11,13,合格
4,12,13,合格
4,13,13,合格
4,14,13,合格
4,15,13,合格
4,16,13,合格
4,17,13,合格
4,18,13,合格
4,19,13,合格
4,20,13,合格
4,21,13,合格
4,22,13,合格
4,23,13,合格
4,24,13,合格
4,25,13,合格
4,26,13,合格
4,27,13,合格
4,28,13,合格
4,29,13,合格
4,30,1,合格
4,31,1,合格
4,32,1,合格
4,33,1,合格
4,34,1,合格
4,35,1,合格
4,36,1,合格
4,37,1,合格
4,38,1,合格
4,39,1,合格
4,40,1,合格
4,41,1,合格
4,42,1,合格
4,43,1,合格
4,44,1,合格
4,45,1,合格
4,46,1,合格
4,47,1,合格
4,48,1,合格
4,49,1,合格
4,50,1,合格
4,51,1,合格
4,52,1,合格
4,53,1,合格
4,54,1,合格
4,55,1,合格
4,56,1,合格
4,57,1,合格
4,58,1,合格
4,59,1,合格
4,60,13,合格
4,61,13,合格
4,62,13,合格
4,63,13,合格
4,64,13,合格
4,65,13,合格
4,66,13,合格
4,67,13,合格
4,68,13,合格
4,69,13,合格
4,70,13,合格
4,71,13,合格
4,72,13,合格
4,73,13,合格
4,74,13,合格
4,75,13,合格
4,76,13,合格
4,77,13,合格
4,78,13,合格
4,79,13,合格
4,80,13,合格
