machine_id,supplier_id,month,planned_capacity,machine_type
0,0,0,39,6
0,0,1,196,6
0,0,2,70,6
0,0,3,16,6
1,0,0,35,4
1,0,1,158,4
1,0,2,136,4
1,0,3,190,4
2,0,0,77,3
2,0,1,155,3
2,0,2,67,3
2,0,3,12,3
3,0,0,12,1
3,0,1,200,1
3,0,2,113,1
3,0,3,101,1
4,1,0,149,1
4,1,1,66,1
4,1,2,50,1
4,1,3,70,1
5,1,0,59,9
5,1,1,29,9
5,1,2,141,9
5,1,3,59,9
6,2,0,65,6
6,2,1,27,6
6,2,2,75,6
6,2,3,46,6
7,2,0,159,10
7,2,1,202,10
7,2,2,27,10
7,2,3,197,10
8,2,0,41,5
8,2,1,29,5
8,2,2,13,5
8,2,3,121,5
9,2,0,28,5
9,2,1,179,5
9,2,2,62,5
9,2,3,133,5
10,3,0,55,2
10,3,1,57,2
10,3,2,148,2
10,3,3,190,2
11,4,0,57,0
11,4,1,130,0
11,4,2,154,0
11,4,3,184,0
12,4,0,68,9
12,4,1,165,9
12,4,2,12,9
12,4,3,11,9
13,4,0,183,0
13,4,1,155,0
13,4,2,89,0
13,4,3,69,0
14,4,0,136,10
14,4,1,62,10
14,4,2,189,10
14,4,3,96,10
15,5,0,31,10
15,5,1,113,10
15,5,2,97,10
15,5,3,162,10
16,5,0,77,4
16,5,1,19,4
16,5,2,130,4
16,5,3,215,4
17,6,0,29,7
17,6,1,210,7
17,6,2,55,7
17,6,3,191,7
18,6,0,35,2
18,6,1,199,2
18,6,2,75,2
18,6,3,218,2
19,6,0,15,8
19,6,1,26,8
19,6,2,199,8
19,6,3,15,8
20,6,0,57,5
20,6,1,70,5
20,6,2,119,5
20,6,3,82,5
21,7,0,189,1
21,7,1,78,1
21,7,2,49,1
21,7,3,18,1
22,7,0,51,1
22,7,1,86,1
22,7,2,26,1
22,7,3,117,1
23,7,0,17,7
23,7,1,207,7
23,7,2,52,7
23,7,3,27,7
24,8,0,74,8
24,8,1,205,8
24,8,2,37,8
24,8,3,42,8
25,8,0,193,7
25,8,1,180,7
25,8,2,39,7
25,8,3,197,7
26,8,0,71,9
26,8,1,39,9
26,8,2,35,9
26,8,3,209,9
27,8,0,118,7
27,8,1,144,7
27,8,2,33,7
27,8,3,123,7
28,9,0,20,4
28,9,1,127,4
28,9,2,66,4
28,9,3,218,4
29,9,0,32,0
29,9,1,64,0
29,9,2,15,0
29,9,3,30,0
30,10,0,163,3
30,10,1,37,3
30,10,2,170,3
30,10,3,143,3
31,10,0,62,6
31,10,1,100,6
31,10,2,69,6
31,10,3,10,6
32,10,0,105,7
32,10,1,12,7
32,10,2,130,7
32,10,3,182,7
33,10,0,214,4
33,10,1,51,4
33,10,2,22,4
33,10,3,29,4
34,11,0,148,4
34,11,1,19,4
34,11,2,61,4
34,11,3,59,4
35,11,0,140,5
35,11,1,208,5
35,11,2,13,5
35,11,3,159,5
36,12,0,218,1
36,12,1,150,1
36,12,2,200,1
36,12,3,60,1
37,12,0,38,10
37,12,1,65,10
37,12,2,122,10
37,12,3,38,10
38,13,0,147,4
38,13,1,36,4
38,13,2,40,4
38,13,3,132,4
39,13,0,56,5
39,13,1,145,5
39,13,2,93,5
39,13,3,124,5
40,14,0,87,5
40,14,1,97,5
40,14,2,12,5
40,14,3,104,5
41,14,0,143,9
41,14,1,20,9
41,14,2,90,9
41,14,3,40,9
42,14,0,24,8
42,14,1,34,8
42,14,2,25,8
42,14,3,31,8
43,15,0,15,7
43,15,1,67,7
43,15,2,101,7
43,15,3,37,7
44,15,0,138,0
44,15,1,26,0
44,15,2,31,0
44,15,3,34,0
45,15,0,17,1
45,15,1,22,1
45,15,2,10,1
45,15,3,44,1
46,16,0,107,3
46,16,1,66,3
46,16,2,40,3
46,16,3,40,3
47,16,0,128,3
47,16,1,67,3
47,16,2,122,3
47,16,3,160,3
48,16,0,12,10
48,16,1,38,10
48,16,2,169,10
48,16,3,10,10
49,17,0,85,5
49,17,1,199,5
49,17,2,177,5
49,17,3,44,5
50,17,0,49,3
50,17,1,62,3
50,17,2,184,3
50,17,3,10,3
51,17,0,20,9
51,17,1,121,9
51,17,2,211,9
51,17,3,109,9
52,17,0,27,5
52,17,1,54,5
52,17,2,37,5
52,17,3,67,5
53,18,0,63,4
53,18,1,13,4
53,18,2,10,4
53,18,3,31,4
54,18,0,72,5
54,18,1,120,5
54,18,2,187,5
54,18,3,191,5
55,18,0,209,7
55,18,1,84,7
55,18,2,51,7
55,18,3,115,7
56,19,0,109,8
56,19,1,186,8
56,19,2,168,8
56,19,3,46,8
57,19,0,38,3
57,19,1,89,3
57,19,2,167,3
57,19,3,43,3
