order_id,item_id,arrival_date,due_date,capacity_needed
0,0,29,109,58
1,0,60,106,8
2,0,22,94,25
3,0,73,113,3
4,0,6,55,11
5,1,24,68,21
6,2,57,106,20
7,2,21,97,14
8,2,19,94,40
9,2,34,96,11
10,2,61,92,14
11,3,43,113,6
12,3,16,56,8
13,3,51,98,1
14,4,7,87,1
15,5,32,67,28
16,5,66,101,26
17,5,38,83,4
18,6,30,84,3
19,6,68,101,5
20,6,9,64,26
21,6,13,63,9
22,7,24,64,26
23,8,44,109,1
24,9,59,94,13
25,9,8,58,18
26,9,35,107,11
27,9,44,112,13
28,10,15,88,17
29,10,18,76,21
30,10,35,71,39
31,11,48,103,5
32,11,0,35,24
33,12,64,115,19
34,12,35,90,30
35,12,10,76,13
36,12,58,103,7
37,13,42,115,41
38,13,44,103,3
39,14,47,117,34
40,14,69,120,18
41,15,2,46,15
42,16,17,58,21
43,16,24,93,15
44,16,45,109,6
45,16,33,97,45
46,17,39,96,27
47,17,36,99,26
48,17,76,115,38
49,17,4,41,31
50,18,79,114,11
51,18,10,81,23
52,19,52,110,36
53,19,18,76,5
54,20,26,80,49
55,20,21,100,31
56,20,60,110,6
57,21,14,89,23
58,21,24,92,24
59,22,61,98,3
60,22,12,68,6
61,22,57,98,18
62,22,25,70,4
63,23,52,97,29
64,24,80,119,18
65,24,12,51,29
66,25,56,117,34
67,25,44,79,19
68,25,5,66,9
69,25,51,98,30
70,26,45,101,39
71,27,35,67,1
72,27,24,66,28
73,27,56,98,14
74,28,11,63,3
75,28,36,94,20
76,29,18,78,29
77,29,32,85,27
78,29,42,87,6
79,30,64,105,16
80,30,53,107,31
81,30,21,87,15
82,30,22,80,23
83,31,43,111,26
84,31,3,34,11
85,32,7,39,12
86,32,65,96,11
87,32,57,103,46
88,32,20,75,6
89,33,82,118,8
90,33,33,73,34
91,33,12,66,3
92,34,7,51,1
93,34,3,71,16
94,34,21,75,15
95,34,11,42,8
96,35,50,97,39
97,35,13,47,44
98,35,47,97,16
99,36,29,72,11
100,36,10,64,9
101,36,53,113,50
102,36,73,105,18
103,37,52,96,33
104,37,75,117,46
105,37,16,65,8
106,37,63,106,31
107,38,60,97,26
108,38,32,96,25
109,38,1,61,13
110,38,47,97,11
111,39,34,87,15
112,39,55,117,11
113,39,56,107,7
114,39,19,65,34
115,40,67,117,19
116,40,22,55,11
117,41,23,89,38
118,41,20,87,8
119,41,73,115,16
120,41,20,51,11
121,42,70,115,1
122,42,47,109,1
123,43,68,120,4
124,43,45,96,7
125,43,10,46,23
126,44,52,107,19
127,44,6,38,26
128,45,11,76,5
129,45,57,104,4
130,45,31,81,5
131,45,65,120,20
132,46,55,99,31
133,46,39,89,10
134,47,39,99,1
135,47,8,40,9
136,47,10,88,11
137,48,27,63,34
138,48,35,85,17
139,48,76,109,7
140,49,31,76,9
141,49,36,88,29
142,50,11,73,4
143,50,29,104,5
144,51,5,73,11
145,51,9,48,40
146,52,17,55,35
147,52,40,79,50
148,53,65,109,11
149,53,48,111,1
150,53,26,69,37
151,54,28,83,29
152,54,0,39,26
153,54,29,97,5
154,54,28,84,28
155,55,19,89,8
156,55,26,104,31
157,56,46,103,42
158,56,24,80,5
159,56,58,98,36
160,56,36,93,32
161,56,6,81,2
162,56,18,49,22
163,56,30,84,20
164,56,17,61,24
165,57,67,100,31
166,58,0,65,4
167,58,20,66,60
168,59,11,53,18
169,59,33,88,3
170,59,40,106,11
171,59,24,65,1
172,60,23,63,11
173,60,24,77,6
174,61,37,68,22
175,61,16,89,29
176,61,28,103,2
177,62,54,94,19
178,62,73,104,18
179,62,24,84,47
180,63,18,55,1
181,63,25,77,20
182,63,62,106,14
183,63,48,94,36
184,64,27,81,31
185,64,37,103,6
186,65,5,81,9
187,66,64,94,11
188,66,62,120,20
189,66,20,57,34
190,67,48,110,4
191,67,10,44,36
192,67,6,41,44
193,68,28,67,16
194,68,70,111,24
195,69,16,52,23
196,69,9,83,30
197,69,22,92,18
198,70,59,91,12
199,70,23,84,16
200,70,21,65,10
201,71,11,58,13
202,71,4,76,20
203,71,14,54,8
204,72,7,72,4
205,72,2,62,17
