item_id,machine_type,max_production_limit
0,2,2
1,9,1
1,2,1
2,5,1
3,9,1
3,3,1
3,5,1
4,5,1
4,4,1
5,3,1
6,7,3
6,6,3
6,9,3
7,7,2
7,5,2
8,9,2
8,6,2
8,4,2
9,7,1
9,5,1
9,8,1
10,6,1
10,5,1
10,8,1
11,7,1
11,3,1
12,3,2
12,5,2
12,2,2
13,2,1
14,7,1
14,6,1
15,9,2
16,3,3
17,3,2
18,1,1
19,6,1
19,1,1
20,8,1
20,7,1
21,5,2
21,3,2
22,6,2
23,6,1
24,4,1
24,2,1
25,2,2
26,9,1
27,2,4
27,4,4
27,5,4
28,4,1
29,9,1
29,7,1
30,6,1
31,1,1
31,6,1
32,7,1
33,1,1
33,4,1
34,4,1
34,6,1
34,1,1
35,2,2
35,5,2
35,1,2
36,9,1
37,8,3
38,6,2
39,8,1
40,5,1
41,6,1
41,7,1
42,9,1
42,5,1
42,7,1
43,1,1
43,9,1
44,3,2
45,6,2
46,2,2
47,5,1
47,3,1
48,1,1
48,9,1
48,2,1
49,8,2
49,5,2
49,2,2
50,1,2
50,4,2
50,9,2
51,3,1
52,4,2
53,5,2
54,4,2
55,7,1
55,5,1
56,5,2
57,3,2
58,5,1
58,4,1
58,3,1
59,6,1
60,6,1
60,1,1
61,4,1
61,7,1
61,8,1
62,9,2
63,1,2
63,7,2
64,3,2
64,6,2
65,9,2
66,3,1
66,8,1
67,4,1
68,1,1
69,3,1
69,8,1
70,2,4
70,8,4
71,2,1
72,5,1
72,3,1
72,7,1
73,5,1
73,9,1
73,7,1
74,7,1
74,6,1
74,1,1
75,4,2
76,6,2
76,3,2
77,9,4
77,5,4
78,4,2
78,1,2
78,8,2
79,4,1
80,1,1
81,7,1
81,6,1
81,3,1
82,5,2
83,9,1
83,7,1
83,5,1
84,1,1
84,7,1
85,7,1
86,6,1
87,4,1
87,7,1
87,6,1
88,4,1
89,6,1
89,8,1
90,7,2
90,8,2
90,4,2
91,3,3
92,2,2
92,5,2
92,6,2
93,1,3
93,9,3
93,4,3
94,7,2
94,1,2
95,3,1
96,1,1
97,8,1
98,2,2
99,6,1
99,1,1
