item_id,brand,channel,fabric_category,age_group,item_capacity_group,share_level
C46305999,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,1
C44730833,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,3
C47607396,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,3
C44685168,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,3
C44729124,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,2
C47077186,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,3
C44729594,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,1
C44741031,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,1
C45726082,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,1
C44741335,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,2
C50432110,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,3
C47227773,巴拉巴拉,巴拉巴拉线上,针织,婴童,针织大类,3
C49354962,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,2
C49268685,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,3
C45994124,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,1
C50476862,巴拉巴拉,巴拉巴拉线上,针织,婴童,针织大类,1
C46137356,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,3
C45988277,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,2
C49269492,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,2
C45966879,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,3
C47413101,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,1
C47381950,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,1
C49359302,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,1
C44741033,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,3
C44731571,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,2
C47645309,巴拉巴拉,巴拉巴拉线上,针织,婴童,针织大类,1
C49235830,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,3
C44698070,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,2
C44729702,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,2
C46925046,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,2
C45262952,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,3
C44698466,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,1
C44777676,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,3
C48654649,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,2
C45053741,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,3
C45986670,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,3
C44859401,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,2
C50263259,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,1
C47909998,巴拉巴拉,巴拉巴拉线上,针织,婴童,针织大类,1
C44685160,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,2
