supplier_id,importance,fabric_category,date,max_line_limit
3000608,核心,梭织,2022-08-01,3.0
3000608,核心,梭织,2022-08-02,3.0
3000608,核心,梭织,2022-08-03,3.0
3000608,核心,梭织,2022-08-04,3.0
3000608,核心,梭织,2022-08-05,3.0
3000608,核心,梭织,2022-08-06,3.0
3000608,核心,梭织,2022-08-08,3.0
3000608,核心,梭织,2022-08-09,3.0
3000608,核心,梭织,2022-08-10,3.0
3000608,核心,梭织,2022-08-11,3.0
3000608,核心,梭织,2022-08-12,3.0
3000608,核心,梭织,2022-08-13,3.0
3000608,核心,梭织,2022-08-15,3.0
3000608,核心,梭织,2022-08-16,3.0
3000608,核心,梭织,2022-08-17,3.0
3000608,核心,梭织,2022-08-18,3.0
3000608,核心,梭织,2022-08-19,3.0
3000608,核心,梭织,2022-08-20,3.0
3000608,核心,梭织,2022-08-22,3.0
3000608,核心,梭织,2022-08-23,3.0
3000608,核心,梭织,2022-08-24,3.0
3000608,核心,梭织,2022-08-25,3.0
3000608,核心,梭织,2022-08-26,3.0
3000608,核心,梭织,2022-08-27,3.0
3000608,核心,梭织,2022-08-29,3.0
3000608,核心,梭织,2022-08-30,3.0
3000608,核心,梭织,2022-08-31,3.0
3000608,核心,梭织,2022-09-01,3.0
3000608,核心,梭织,2022-09-02,3.0
3000608,核心,梭织,2022-09-03,3.0
3000608,核心,梭织,2022-09-05,3.0
3000608,核心,梭织,2022-09-06,3.0
3000608,核心,梭织,2022-09-07,3.0
3000608,核心,梭织,2022-09-08,3.0
3000608,核心,梭织,2022-09-09,3.0
3000608,核心,梭织,2022-09-10,3.0
3000608,核心,梭织,2022-09-12,3.0
3000608,核心,梭织,2022-09-13,3.0
3000608,核心,梭织,2022-09-14,3.0
3000608,核心,梭织,2022-09-15,3.0
3000608,核心,梭织,2022-09-16,3.0
3000608,核心,梭织,2022-09-17,3.0
3000608,核心,梭织,2022-09-19,3.0
3000608,核心,梭织,2022-09-20,3.0
3000608,核心,梭织,2022-09-21,3.0
3000608,核心,梭织,2022-09-22,3.0
3000608,核心,梭织,2022-09-23,3.0
3000608,核心,梭织,2022-09-24,3.0
3000608,核心,梭织,2022-09-26,3.0
3000608,核心,梭织,2022-09-27,3.0
3000608,核心,梭织,2022-09-28,3.0
3000608,核心,梭织,2022-09-29,3.0
3000608,核心,梭织,2022-09-30,3.0
3000608,核心,梭织,2022-10-08,4.0
3000608,核心,梭织,2022-10-10,4.0
3000608,核心,梭织,2022-10-11,4.0
3000608,核心,梭织,2022-10-12,4.0
3000608,核心,梭织,2022-10-13,4.0
3000608,核心,梭织,2022-10-14,4.0
3000608,核心,梭织,2022-10-15,4.0
3000608,核心,梭织,2022-10-17,4.0
3000608,核心,梭织,2022-10-18,4.0
3000608,核心,梭织,2022-10-19,4.0
3000608,核心,梭织,2022-10-20,4.0
3000608,核心,梭织,2022-10-21,4.0
3000608,核心,梭织,2022-10-22,4.0
3000608,核心,梭织,2022-10-24,4.0
3000608,核心,梭织,2022-10-25,4.0
3000608,核心,梭织,2022-10-26,4.0
3000608,核心,梭织,2022-10-27,4.0
3000608,核心,梭织,2022-10-28,4.0
3000608,核心,梭织,2022-10-29,4.0
3000608,核心,梭织,2022-10-31,4.0
3000608,核心,梭织,2022-11-01,3.0
3000608,核心,梭织,2022-11-02,3.0
3000608,核心,梭织,2022-11-03,3.0
3000608,核心,梭织,2022-11-04,3.0
3000608,核心,梭织,2022-11-05,3.0
3000608,核心,梭织,2022-11-07,3.0
3000608,核心,梭织,2022-11-08,3.0
3000608,核心,梭织,2022-11-09,3.0
3000608,核心,梭织,2022-11-10,3.0
3000608,核心,梭织,2022-11-11,3.0
3000608,核心,梭织,2022-11-12,3.0
3000608,核心,梭织,2022-11-14,3.0
3000608,核心,梭织,2022-11-15,3.0
3000608,核心,梭织,2022-11-16,3.0
3000608,核心,梭织,2022-11-17,3.0
3000608,核心,梭织,2022-11-18,3.0
3000608,核心,梭织,2022-11-19,3.0
3000608,核心,梭织,2022-11-21,3.0
3000608,核心,梭织,2022-11-22,3.0
3000608,核心,梭织,2022-11-23,3.0
3000608,核心,梭织,2022-11-24,3.0
3000608,核心,梭织,2022-11-25,3.0
3000608,核心,梭织,2022-11-26,3.0
3000608,核心,梭织,2022-11-28,3.0
3000608,核心,梭织,2022-11-29,3.0
3000608,核心,梭织,2022-11-30,3.0
3000608,核心,梭织,2022-12-01,23581.0
3000608,核心,梭织,2022-12-02,23581.0
