item_id,machine_type,max_production_limit
0,3,1
1,8,3
2,4,1
2,12,1
3,3,2
3,4,2
4,5,2
4,11,2
5,4,1
6,6,2
6,3,2
7,9,1
8,10,1
9,8,1
10,13,2
11,3,1
11,11,1
11,1,1
12,13,2
12,3,2
12,12,2
13,6,2
13,14,2
13,11,2
14,12,4
15,6,3
16,2,1
16,1,1
17,3,2
18,8,1
19,6,1
19,1,1
20,4,1
20,9,1
21,3,2
22,2,4
23,2,2
24,14,3
24,13,3
25,8,1
25,7,1
26,3,3
27,12,4
28,7,2
28,2,2
29,4,1
29,9,1
30,4,2
30,7,2
30,2,2
31,2,3
31,7,3
31,4,3
32,7,3
32,10,3
33,4,1
33,8,1
34,14,4
35,12,3
35,10,3
36,9,1
37,5,4
37,10,4
38,1,2
39,10,1
39,13,1
40,1,1
40,14,1
41,10,2
42,14,3
42,12,3
42,11,3
43,5,2
43,4,2
44,10,1
44,8,1
44,1,1
45,10,1
46,2,2
46,13,2
47,14,3
48,5,1
48,4,1
49,12,3
50,5,2
51,8,4
52,8,1
53,4,1
53,10,1
53,8,1
54,11,1
54,2,1
55,2,2
55,12,2
56,14,1
57,3,1
57,8,1
58,12,1
59,9,1
60,8,4
60,14,4
61,7,2
61,13,2
62,2,1
63,12,4
63,13,4
64,9,2
65,7,2
65,10,2
66,3,2
67,1,2
68,12,2
68,8,2
69,10,1
70,11,4
71,11,1
71,13,1
72,5,2
73,12,1
74,6,4
74,12,4
75,5,2
76,10,1
77,4,2
77,9,2
78,5,3
79,10,1
80,9,1
80,12,1
81,11,2
81,9,2
82,7,2
82,9,2
83,14,2
84,13,1
84,14,1
85,13,2
85,11,2
86,6,2
86,3,2
86,1,2
87,14,1
88,13,3
88,14,3
88,12,3
89,8,1
89,2,1
90,10,3
91,11,2
92,3,1
92,14,1
93,13,1
93,4,1
94,1,2
95,12,1
96,11,2
96,10,2
97,14,1
98,9,1
98,6,1
99,13,3
