order_id,item_id,arrival_date,due_date,capacity_needed
0,0,34,102,33
1,0,34,100,12
2,0,47,90,31
3,0,39,84,42
4,1,25,74,21
5,2,79,114,13
6,2,10,70,5
7,2,33,90,25
8,2,82,117,6
9,2,5,69,20
10,3,29,106,25
11,3,11,77,11
12,3,33,93,19
13,3,14,94,25
14,4,20,74,18
15,4,37,82,24
16,5,69,110,3
17,5,50,94,2
18,6,39,79,16
19,6,16,75,16
20,6,2,50,22
21,6,10,56,29
22,7,21,92,27
23,8,17,58,23
24,8,58,91,26
25,8,65,107,10
26,8,1,66,16
27,9,23,87,21
28,10,44,104,13
29,10,29,61,22
30,11,36,76,16
31,11,5,48,26
32,11,16,58,1
33,12,51,115,13
34,12,8,73,1
35,12,27,62,9
36,12,14,54,14
37,13,21,67,11
38,14,19,75,31
39,14,74,104,25
40,14,6,64,6
41,15,43,118,32
42,15,65,110,7
43,15,44,93,1
44,16,1,54,17
45,16,51,114,46
46,17,81,118,37
47,17,28,93,29
48,17,3,48,11
49,17,74,119,12
50,18,14,79,11
51,19,23,63,23
52,19,53,100,18
53,19,30,95,1
54,19,7,62,28
55,20,58,109,8
56,20,73,113,19
57,20,44,98,21
58,21,5,40,30
59,21,28,73,10
60,22,39,94,32
61,22,46,102,23
62,23,45,115,10
63,23,57,102,28
64,24,11,57,11
65,24,6,74,31
66,24,44,77,19
67,24,46,81,14
68,25,11,53,5
69,25,70,116,11
70,26,18,79,11
71,26,24,104,22
72,26,39,69,35
73,27,15,55,30
74,27,7,52,11
75,27,11,75,26
76,28,36,81,21
77,28,30,85,10
78,28,20,72,43
79,28,11,58,16
80,29,16,96,35
81,29,35,88,7
82,30,29,77,6
83,30,15,55,30
84,30,74,109,19
85,31,3,43,25
86,32,56,118,20
87,32,19,80,51
88,32,21,96,24
89,33,50,118,26
90,33,54,90,1
91,33,54,108,40
92,33,23,92,14
93,34,36,98,14
94,34,42,102,5
95,34,62,112,8
96,34,64,114,28
97,35,54,89,2
98,35,59,99,12
99,35,58,103,12
100,36,25,68,16
101,36,1,43,14
102,36,29,72,41
103,37,21,77,6
104,37,66,117,22
105,37,9,52,15
106,38,10,87,11
107,38,3,43,13
108,39,37,76,11
109,40,3,35,23
110,40,79,116,18
111,41,21,75,21
112,41,60,110,2
113,42,26,67,24
114,42,26,106,26
115,43,30,98,24
116,43,43,93,8
117,43,30,70,51
118,44,24,94,1
119,44,67,111,11
120,45,45,109,3
121,45,1,80,17
122,45,17,94,31
123,45,16,52,5
124,46,30,71,16
125,46,50,100,29
126,46,30,79,20
127,46,32,77,14
128,47,47,97,7
129,47,5,49,17
130,47,33,107,39
131,48,67,102,17
132,48,1,51,10
133,48,49,98,52
134,48,20,92,22
135,49,47,104,33
136,49,23,66,37
137,49,5,73,53
138,49,41,84,5
139,49,46,99,23
140,50,53,113,9
141,50,6,59,15
142,51,3,36,6
143,51,18,83,3
144,51,29,106,37
145,52,55,105,3
146,52,24,66,46
147,52,69,113,20
148,52,69,100,11
149,53,46,88,1
150,53,27,98,11
151,53,44,94,20
152,53,20,80,49
153,54,73,108,61
154,54,60,95,40
155,54,33,81,21
156,54,60,111,40
157,55,18,56,21
158,55,10,61,5
159,56,15,64,7
160,56,0,43,20
161,56,80,115,23
162,57,51,92,41
163,57,46,107,41
164,58,22,75,20
165,58,7,87,17
166,58,9,44,22
167,59,37,94,38
168,59,61,103,29
169,59,38,93,32
170,59,33,89,1
171,60,55,100,23
172,60,54,87,29
173,61,46,88,16
174,62,11,57,12
175,62,55,110,34
176,62,6,59,27
177,63,5,41,18
178,63,2,72,6
179,63,12,85,2
180,63,62,104,1
181,64,23,73,17
182,64,25,90,12
183,64,37,107,7
184,65,12,74,1
185,66,6,75,28
186,66,3,57,5
187,66,51,110,18
188,66,12,52,31
189,67,64,112,6
190,67,15,45,19
191,67,39,97,8
192,67,34,98,36
193,67,20,70,21
194,67,20,88,4
195,67,50,105,17
196,68,7,57,5
197,68,22,67,12
198,68,29,102,3
199,69,56,89,21
200,69,20,82,29
201,69,40,91,21
202,69,39,94,10
203,70,3,78,6
204,70,13,82,30
205,70,28,58,12
206,71,35,100,3
207,71,63,117,8
208,72,35,93,23
209,72,29,93,4
210,72,2,67,11
211,73,11,61,31
212,73,23,101,25
213,73,19,74,7
214,74,18,72,42
215,75,40,103,15
216,75,14,59,31
217,75,62,99,11
218,75,57,111,14
219,76,49,108,23
220,76,20,75,6
221,77,12,72,14
222,78,69,114,6
223,78,57,90,20
224,78,75,114,8
225,79,77,120,26
226,79,12,47,10
227,79,46,114,18
228,79,35,69,2
229,79,49,120,22
230,80,24,83,8
231,80,30,70,35
232,80,2,68,11
233,81,0,48,11
234,81,26,91,22
235,81,45,113,11
236,81,35,67,21
237,82,3,74,23
238,82,37,82,15
239,83,40,113,34
240,83,47,91,8
241,83,63,111,2
242,83,58,100,8
243,84,14,54,17
244,84,37,87,30
245,84,48,102,51
246,85,3,68,19
247,85,5,70,36
248,86,6,61,31
249,86,2,57,8
