item_id,machine_type,max_production_limit
0,6,4
0,4,4
0,3,4
1,6,2
2,3,1
3,5,1
4,4,1
4,7,1
5,1,4
5,6,4
6,2,1
7,2,1
7,7,1
7,9,1
8,2,1
8,8,1
9,1,1
9,8,1
10,8,1
10,3,1
11,4,1
11,9,1
11,2,1
12,8,1
13,1,2
14,3,4
15,1,1
16,5,2
16,3,2
17,3,2
18,9,1
19,1,1
19,8,1
20,4,2
20,7,2
21,1,3
22,4,2
22,3,2
23,7,2
23,9,2
24,9,3
24,7,3
25,8,2
25,6,2
25,9,2
26,7,1
27,3,1
28,4,2
28,3,2
29,6,1
29,2,1
29,3,1
30,2,3
30,6,3
31,1,1
31,7,1
31,4,1
32,7,2
33,2,1
33,5,1
33,8,1
34,1,1
35,6,3
35,3,3
36,3,2
37,6,3
38,6,1
38,1,1
38,7,1
39,8,1
39,7,1
40,2,1
40,6,1
41,6,2
41,3,2
42,7,1
42,2,1
43,5,3
43,4,3
44,1,2
45,7,1
46,2,2
47,2,1
47,5,1
48,6,1
49,9,1
49,2,1
49,1,1
50,8,1
51,4,1
52,1,1
52,4,1
53,9,1
54,3,1
55,5,1
56,7,2
56,3,2
56,2,2
57,9,1
57,7,1
57,8,1
58,4,2
59,3,1
60,3,1
61,4,1
62,3,3
62,1,3
63,1,1
63,3,1
64,4,1
64,7,1
65,1,1
65,9,1
66,7,1
67,2,1
68,8,1
68,2,1
69,5,2
70,6,1
70,4,1
71,5,2
72,4,3
73,6,1
73,4,1
74,6,2
75,7,1
76,3,1
77,3,1
77,1,1
78,7,1
78,8,1
78,3,1
79,4,2
80,5,2
81,3,3
81,7,3
82,7,2
82,3,2
83,5,1
83,7,1
84,8,1
84,1,1
85,4,1
85,5,1
86,2,1
86,9,1
86,4,1
87,6,1
87,9,1
87,1,1
88,3,2
89,2,2
89,7,2
90,6,3
91,7,3
91,1,3
91,6,3
92,3,1
92,8,1
93,4,1
93,5,1
93,7,1
94,9,1
94,8,1
94,2,1
95,4,1
95,6,1
96,1,1
97,5,1
98,1,2
99,1,1
99,8,1
