machine_id,supplier_id,month,planned_capacity,machine_type
0,0,0,183,8
0,0,1,33,8
0,0,2,50,8
0,0,3,37,8
1,0,0,28,9
1,0,1,114,9
1,0,2,166,9
1,0,3,154,9
2,0,0,41,0
2,0,1,88,0
2,0,2,160,0
2,0,3,47,0
3,0,0,54,3
3,0,1,22,3
3,0,2,59,3
3,0,3,61,3
4,1,0,18,4
4,1,1,201,4
4,1,2,150,4
4,1,3,142,4
5,1,0,61,4
5,1,1,68,4
5,1,2,54,4
5,1,3,159,4
6,1,0,216,0
6,1,1,42,0
6,1,2,67,0
6,1,3,39,0
7,2,0,65,0
7,2,1,40,0
7,2,2,67,0
7,2,3,147,0
8,2,0,48,0
8,2,1,191,0
8,2,2,155,0
8,2,3,64,0
9,3,0,13,10
9,3,1,19,10
9,3,2,29,10
9,3,3,135,10
10,3,0,175,0
10,3,1,172,0
10,3,2,40,0
10,3,3,212,0
11,3,0,215,1
11,3,1,160,1
11,3,2,105,1
11,3,3,83,1
12,4,0,35,3
12,4,1,49,3
12,4,2,46,3
12,4,3,101,3
13,4,0,37,9
13,4,1,151,9
13,4,2,10,9
13,4,3,64,9
14,5,0,133,1
14,5,1,67,1
14,5,2,52,1
14,5,3,18,1
15,5,0,114,3
15,5,1,82,3
15,5,2,22,3
15,5,3,23,3
16,6,0,13,10
16,6,1,68,10
16,6,2,126,10
16,6,3,150,10
17,6,0,11,7
17,6,1,63,7
17,6,2,184,7
17,6,3,160,7
18,7,0,22,1
18,7,1,15,1
18,7,2,39,1
18,7,3,169,1
19,7,0,61,0
19,7,1,194,0
19,7,2,213,0
19,7,3,40,0
20,8,0,57,6
20,8,1,127,6
20,8,2,34,6
20,8,3,12,6
21,8,0,95,1
21,8,1,151,1
21,8,2,145,1
21,8,3,56,1
22,8,0,26,8
22,8,1,149,8
22,8,2,19,8
22,8,3,19,8
23,8,0,37,7
23,8,1,192,7
23,8,2,13,7
23,8,3,29,7
24,8,0,83,4
24,8,1,145,4
24,8,2,43,4
24,8,3,23,4
25,8,0,203,9
25,8,1,12,9
25,8,2,83,9
25,8,3,28,9
26,9,0,86,8
26,9,1,155,8
26,9,2,220,8
26,9,3,206,8
27,9,0,63,10
27,9,1,39,10
27,9,2,75,10
27,9,3,206,10
