machine_id,supplier_id,month,planned_capacity,machine_type
0,0,0,152,1
0,0,1,79,1
0,0,2,51,1
0,0,3,12,1
1,0,0,33,3
1,0,1,34,3
1,0,2,151,3
1,0,3,132,3
2,0,0,16,4
2,0,1,88,4
2,0,2,20,4
2,0,3,106,4
3,0,0,46,1
3,0,1,130,1
3,0,2,115,1
3,0,3,14,1
4,1,0,68,1
4,1,1,48,1
4,1,2,76,1
4,1,3,62,1
5,1,0,10,2
5,1,1,54,2
5,1,2,54,2
5,1,3,12,2
6,2,0,126,4
6,2,1,194,4
6,2,2,161,4
6,2,3,212,4
7,2,0,26,3
7,2,1,121,3
7,2,2,55,3
7,2,3,86,3
8,2,0,214,1
8,2,1,198,1
8,2,2,100,1
8,2,3,19,1
9,2,0,21,2
9,2,1,83,2
9,2,2,24,2
9,2,3,22,2
10,3,0,187,3
10,3,1,149,3
10,3,2,159,3
10,3,3,216,3
11,3,0,34,2
11,3,1,185,2
11,3,2,58,2
11,3,3,103,2
12,3,0,60,3
12,3,1,92,3
12,3,2,47,3
12,3,3,103,3
13,3,0,10,4
13,3,1,59,4
13,3,2,40,4
13,3,3,203,4
14,4,0,66,3
14,4,1,42,3
14,4,2,27,3
14,4,3,44,3
15,4,0,24,1
15,4,1,141,1
15,4,2,156,1
15,4,3,179,1
16,4,0,10,4
16,4,1,72,4
16,4,2,50,4
16,4,3,179,4
17,5,0,215,3
17,5,1,163,3
17,5,2,12,3
17,5,3,16,3
18,5,0,100,3
18,5,1,151,3
18,5,2,137,3
18,5,3,84,3
19,5,0,89,2
19,5,1,216,2
19,5,2,25,2
19,5,3,22,2
20,5,0,40,2
20,5,1,48,2
20,5,2,98,2
20,5,3,213,2
21,6,0,83,0
21,6,1,166,0
21,6,2,18,0
21,6,3,30,0
22,7,0,131,4
22,7,1,43,4
22,7,2,34,4
22,7,3,11,4
23,7,0,39,3
23,7,1,203,3
23,7,2,67,3
23,7,3,210,3
24,7,0,62,1
24,7,1,191,1
24,7,2,87,1
24,7,3,176,1
25,7,0,56,4
25,7,1,38,4
25,7,2,72,4
25,7,3,153,4
26,8,0,45,2
26,8,1,100,2
26,8,2,43,2
26,8,3,77,2
27,8,0,114,4
27,8,1,18,4
27,8,2,41,4
27,8,3,112,4
28,8,0,191,1
28,8,1,71,1
28,8,2,12,1
28,8,3,40,1
29,9,0,103,0
29,9,1,160,0
29,9,2,19,0
29,9,3,27,0
30,9,0,33,5
30,9,1,169,5
30,9,2,54,5
30,9,3,80,5
31,9,0,16,1
31,9,1,10,1
31,9,2,204,1
31,9,3,42,1
32,10,0,32,3
32,10,1,170,3
32,10,2,89,3
32,10,3,170,3
33,11,0,70,2
33,11,1,174,2
33,11,2,150,2
33,11,3,93,2
34,11,0,38,5
34,11,1,146,5
34,11,2,18,5
34,11,3,59,5
35,11,0,17,3
35,11,1,112,3
35,11,2,52,3
35,11,3,187,3
36,12,0,112,3
36,12,1,120,3
36,12,2,204,3
36,12,3,28,3
37,12,0,198,0
37,12,1,195,0
37,12,2,160,0
37,12,3,111,0
38,12,0,29,3
38,12,1,151,3
38,12,2,24,3
38,12,3,59,3
39,13,0,13,4
39,13,1,123,4
39,13,2,13,4
39,13,3,21,4
40,13,0,41,0
40,13,1,32,0
40,13,2,178,0
40,13,3,130,0
41,14,0,119,5
41,14,1,128,5
41,14,2,78,5
41,14,3,54,5
42,14,0,26,5
42,14,1,57,5
42,14,2,172,5
42,14,3,109,5
43,14,0,22,2
43,14,1,61,2
43,14,2,138,2
43,14,3,32,2
