item_id,machine_type,max_production_limit
0,1,2
1,2,1
1,4,1
2,4,1
3,1,1
3,3,1
3,4,1
4,4,2
4,3,2
5,4,1
5,1,1
6,2,2
6,4,2
6,3,2
7,4,1
8,1,2
9,3,1
9,4,1
10,2,1
10,1,1
11,1,1
11,3,1
12,2,2
12,1,2
12,3,2
13,3,2
14,1,1
14,3,1
14,4,1
15,3,3
16,3,1
16,2,1
17,1,1
18,3,1
19,2,1
19,3,1
20,4,2
21,3,2
21,2,2
21,1,2
22,3,2
22,1,2
22,2,2
23,1,2
23,4,2
23,2,2
24,2,1
24,1,1
25,1,2
25,3,2
26,3,2
26,4,2
27,4,2
27,1,2
28,3,4
28,2,4
29,2,2
30,1,1
30,4,1
31,4,2
31,2,2
32,3,2
32,1,2
33,3,2
33,2,2
34,1,1
35,2,1
35,3,1
35,4,1
36,1,3
37,4,1
37,3,1
38,3,1
39,4,1
40,2,3
41,1,1
42,3,2
42,2,2
43,4,2
44,2,1
44,3,1
45,2,3
46,3,1
46,2,1
47,2,1
47,1,1
47,3,1
48,1,1
48,3,1
48,4,1
49,2,1
49,3,1
49,1,1
50,1,2
50,2,2
51,2,1
51,4,1
52,4,1
53,4,2
54,2,1
54,3,1
55,1,2
55,3,2
56,1,1
56,2,1
57,3,3
57,2,3
58,3,1
58,4,1
59,1,3
59,2,3
60,4,1
60,1,1
61,1,2
62,2,3
62,1,3
62,3,3
63,4,2
63,3,2
64,2,2
65,4,2
65,2,2
66,3,1
66,2,1
66,1,1
67,1,2
68,4,1
68,2,1
68,3,1
69,4,1
70,2,2
70,4,2
70,1,2
71,3,1
72,1,1
72,3,1
72,2,1
73,1,1
74,4,1
75,3,2
75,2,2
75,1,2
76,1,1
76,2,1
77,4,1
77,1,1
77,3,1
78,2,1
78,3,1
79,1,2
79,4,2
80,4,2
80,3,2
81,2,2
81,4,2
82,4,1
82,1,1
83,1,1
83,3,1
83,4,1
84,4,2
84,3,2
85,3,1
85,4,1
86,1,3
86,3,3
87,4,1
88,1,2
88,4,2
89,4,1
89,1,1
89,3,1
90,1,2
90,3,2
90,2,2
91,3,2
92,4,1
93,1,1
94,1,2
94,2,2
95,2,1
95,3,1
96,2,2
96,3,2
97,2,1
98,1,1
98,4,1
99,4,1
100,1,2
100,2,2
101,3,2
101,1,2
101,2,2
102,3,1
102,2,1
103,4,1
104,2,2
104,4,2
105,3,2
105,1,2
106,2,1
106,1,1
107,1,1
107,2,1
108,3,1
108,2,1
109,3,1
109,4,1
109,1,1
110,4,1
110,1,1
110,3,1
111,2,2
112,4,2
113,1,2
113,4,2
113,3,2
114,4,1
115,2,2
116,2,4
116,4,4
117,4,2
118,2,1
118,4,1
118,3,1
119,4,2
119,2,2
120,4,1
121,3,2
121,2,2
122,4,1
122,2,1
123,1,1
124,2,1
124,1,1
125,4,1
125,3,1
126,3,2
127,4,3
127,2,3
127,1,3
128,4,1
129,4,4
129,2,4
130,1,2
130,3,2
130,2,2
131,4,2
131,2,2
131,1,2
132,2,1
132,1,1
133,2,2
134,3,2
134,2,2
135,1,1
135,4,1
135,2,1
136,1,3
137,3,1
138,3,3
138,4,3
139,1,3
139,3,3
140,1,2
141,2,1
141,3,1
142,2,1
143,3,2
144,2,1
144,3,1
145,4,2
145,2,2
146,1,2
146,4,2
147,3,1
148,3,2
148,4,2
149,2,1
149,4,1
