item_id,brand,channel,fabric_category,age_group,item_capacity_group,share_level
C44730630,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,3
C44686217,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,1
C44729120,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,1
C47206321,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,3
C46554696,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,2
C44723564,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,3
C46305996,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,1
C44829346,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,2
C49345187,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,2
C44703357,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,1
C45496370,巴拉巴拉,巴拉巴拉线上,针织,婴童,针织大类,3
C44698456,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,1
C45496371,巴拉巴拉,巴拉巴拉线上,针织,婴童,针织大类,1
C45994124,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,1
C45496368,巴拉巴拉,巴拉巴拉线上,针织,婴童,针织大类,1
C44758888,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,3
C44730642,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,2
C44729702,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,2
C49771162,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,2
C44729123,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,1
C44703355,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,3
C45726080,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,2
C50179604,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,1
C45249099,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,3
C47177623,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,1
C45262950,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,1
C49645103,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,2
