order_id,item_id,arrival_date,due_date,capacity_needed
0,0,63,97,10
1,0,59,94,61
2,0,65,108,30
3,1,81,119,8
4,1,0,42,23
5,1,26,89,21
6,2,8,88,12
7,2,13,75,28
8,2,19,63,17
9,2,15,70,12
10,3,48,92,51
11,3,18,78,31
12,3,37,87,28
13,3,40,82,3
14,4,53,87,5
15,4,64,114,34
16,4,5,56,49
17,4,47,78,49
18,5,4,59,6
19,6,55,105,1
20,6,41,115,12
21,6,3,46,23
22,6,32,107,18
23,7,24,78,5
24,7,47,109,7
25,7,12,53,46
26,7,7,64,16
27,8,28,99,18
28,8,37,117,11
29,8,40,109,17
30,9,11,52,17
31,9,6,81,12
32,9,5,68,19
33,9,64,112,7
34,9,26,96,24
35,9,17,64,5
36,9,4,74,21
37,9,66,110,15
38,10,54,106,27
39,10,0,74,9
40,10,68,117,2
41,10,5,68,52
42,11,2,37,2
43,11,2,50,19
44,11,6,82,42
45,12,20,70,40
46,12,6,56,15
47,12,18,68,12
48,12,3,36,11
49,13,75,120,22
50,13,15,55,19
51,13,30,75,30
52,14,63,97,5
53,14,69,104,25
54,14,85,120,2
55,14,50,86,4
56,15,25,80,31
57,15,41,107,14
58,15,3,75,11
59,16,48,95,6
60,16,49,83,23
61,16,47,118,29
62,17,32,83,39
63,17,36,68,7
64,17,66,111,27
65,18,21,96,23
66,18,26,95,46
67,18,55,96,44
68,18,78,118,38
69,19,8,74,13
70,19,43,118,10
71,20,3,63,18
72,20,31,96,27
73,21,17,82,2
74,21,56,98,35
75,22,39,102,3
76,22,25,65,1
77,23,20,60,21
78,23,12,57,9
79,23,18,66,10
80,23,56,87,15
81,24,41,99,1
82,24,39,74,21
83,25,50,85,9
84,25,56,109,4
85,26,14,67,18
86,26,80,117,20
87,27,15,94,9
88,27,44,103,2
89,27,81,113,32
90,27,61,110,26
91,28,8,49,28
92,28,3,39,11
93,29,17,76,26
94,29,33,92,8
95,29,20,70,27
96,29,37,87,20
97,30,35,106,11
98,30,41,85,4
99,31,50,100,17
100,31,28,88,17
101,31,30,65,35
102,32,24,84,28
103,32,65,116,18
104,33,4,53,35
105,33,76,118,14
106,33,57,114,32
107,33,74,111,17
108,34,32,72,11
109,34,2,65,29
110,34,54,89,18
111,34,53,109,23
112,35,21,61,32
113,35,23,83,13
114,35,73,116,5
115,36,57,92,45
116,36,55,120,13
117,36,0,55,15
118,37,39,81,28
119,37,4,63,17
120,37,50,108,9
121,37,18,92,11
122,38,48,102,21
123,38,53,96,13
124,38,48,96,18
125,39,38,98,10
126,39,41,79,10
127,40,38,89,31
128,41,46,99,42
129,41,4,59,10
130,42,53,105,6
131,42,30,70,9
132,42,16,83,10
133,43,45,94,32
134,43,44,119,8
135,44,16,67,30
136,44,51,101,42
137,44,22,74,35
138,45,13,92,8
139,45,28,69,4
140,45,20,82,16
141,46,61,103,9
142,46,55,120,8
143,46,7,60,2
144,47,58,109,22
145,47,39,90,3
146,47,57,98,7
147,47,22,98,3
148,48,64,115,2
149,48,52,99,23
150,49,6,62,45
151,49,34,82,10
152,50,58,101,3
153,50,5,75,11
154,50,74,115,19
155,51,18,55,25
156,51,30,106,27
157,52,45,102,19
158,52,38,80,20
159,52,8,73,18
160,53,15,60,28
161,53,50,115,16
162,54,57,100,5
163,54,9,64,3
164,54,19,50,4
165,54,43,78,30
166,55,2,43,13
167,55,4,44,21
168,55,16,66,21
169,56,74,117,9
170,56,11,59,27
171,57,52,116,18
172,57,62,102,24
173,57,6,79,26
174,58,38,103,21
175,58,54,104,15
176,59,16,93,4
177,59,27,99,6
178,59,30,100,51
179,60,7,73,27
180,60,63,95,11
181,60,18,60,6
182,60,38,100,1
183,61,30,65,30
184,61,51,94,30
185,61,6,50,6
186,61,0,68,33
187,62,50,118,28
188,62,72,108,21
189,62,25,63,24
190,62,54,91,7
191,63,3,45,25
192,63,17,92,28
193,63,56,87,11
194,63,43,101,7
195,63,0,80,16
196,64,19,92,5
197,64,2,82,23
198,64,23,58,2
199,64,64,119,11
200,65,25,72,37
201,65,6,59,10
202,65,66,108,30
203,66,58,101,11
204,66,55,99,1
205,66,56,88,11
206,66,26,59,18
207,67,13,60,20
208,67,23,58,12
209,68,75,120,32
210,68,22,82,6
211,68,0,52,4
212,68,51,86,26
213,68,23,74,10
214,69,10,50,13
215,69,55,91,11
216,70,33,78,8
217,70,10,43,12
218,70,89,119,25
219,70,69,113,17
220,71,25,80,2
221,71,1,71,30
222,71,42,87,1
223,71,44,103,4
224,72,42,117,1
225,73,43,114,30
226,73,53,105,23
227,74,52,117,12
228,74,58,102,41
229,74,39,95,30
230,75,31,69,57
231,75,74,106,12
232,75,41,119,19
233,76,15,51,29
234,76,39,109,5
235,77,51,108,13
236,77,52,117,2
237,77,57,97,12
238,78,29,75,29
239,78,33,69,40
240,78,22,67,20
241,79,22,62,43
242,79,9,54,4
243,79,62,106,3
244,79,6,60,40
245,79,40,107,61
246,80,35,86,2
247,80,11,66,16
248,80,65,112,14
249,81,28,74,25
250,82,21,70,7
251,82,44,75,3
252,83,20,64,36
253,83,5,55,8
254,83,1,36,7
255,84,37,87,13
256,84,59,91,30
257,85,67,119,7
258,85,21,53,9
259,85,15,50,24
260,85,41,94,8
261,86,48,86,10
262,87,17,57,5
263,87,59,100,39
264,88,16,58,18
265,88,17,52,6
266,89,0,65,11
267,89,47,105,15
268,89,4,62,31
269,89,54,104,7
270,90,12,57,15
271,90,61,102,22
272,90,24,93,2
273,91,58,102,20
274,92,54,99,11
275,92,21,92,19
276,92,22,53,5
277,93,1,46,6
278,93,19,69,23
279,93,13,82,34
280,93,9,80,27
281,94,54,109,5
282,94,53,109,57
283,94,48,111,8
284,94,28,95,31
285,95,41,87,9
286,96,8,43,6
287,96,5,40,9
288,97,41,92,26
289,97,37,90,21
290,97,4,34,38
291,97,20,56,20
292,97,6,46,28
293,97,13,55,19
294,97,65,107,12
295,98,50,99,7
296,98,21,96,28
297,98,46,109,40
298,99,40,74,16
299,99,7,71,29
300,99,40,84,37
301,99,52,102,4
