item_id,brand,channel,fabric_category,age_group,item_capacity_group,share_level
C47607396,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,3
C47571532,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,3
C45249099,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,3
C47043357,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,1
C44741333,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,3
C44729703,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,3
C44741039,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,3
C47220376,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,2
C45460454,巴拉巴拉,巴拉巴拉线上,针织,婴童,针织大类,1
C44698465,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,1
C44729122,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,2
C48381161,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,2
C45053739,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,1
C49345188,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,3
C47309562,巴拉巴拉,巴拉巴拉线上,针织,婴童,针织大类,1
C44703356,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,2
C44725893,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,1
C47408148,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,2
C49360935,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,2
C47463350,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,1
C47610837,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,2
C49386477,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,3
C46880069,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,3
C44731568,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,3
C45975657,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,3
C44741032,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,1
C44777676,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,3
C49359608,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,2
C44813261,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,1
C49339780,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,2
C47043361,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,2
C44698458,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,1
C50433631,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,3
C44741030,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,2
C46292497,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,3
C49809773,巴拉巴拉,巴拉巴拉线上,针织,婴童,针织大类,3
C47077186,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,3
C46554696,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,2
C49228455,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,2
C44746402,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,2
C45120193,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,1
C44742547,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,3
C45502009,巴拉巴拉,巴拉巴拉线上,针织,婴童,针织大类,1
C44729702,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,2
C44725892,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,2
