machine_id,supplier_id,month,planned_capacity,machine_type
0,0,0,91,6
0,0,1,23,6
0,0,2,10,6
0,0,3,151,6
1,0,0,30,3
1,0,1,12,3
1,0,2,50,3
1,0,3,30,3
2,0,0,10,1
2,0,1,167,1
2,0,2,54,1
2,0,3,81,1
3,1,0,155,8
3,1,1,166,8
3,1,2,40,8
3,1,3,38,8
4,1,0,55,3
4,1,1,179,3
4,1,2,143,3
4,1,3,97,3
5,1,0,35,2
5,1,1,190,2
5,1,2,32,2
5,1,3,202,2
6,1,0,76,5
6,1,1,38,5
6,1,2,63,5
6,1,3,220,5
7,2,0,49,3
7,2,1,11,3
7,2,2,82,3
7,2,3,59,3
8,2,0,23,3
8,2,1,220,3
8,2,2,34,3
8,2,3,44,3
9,2,0,39,10
9,2,1,106,10
9,2,2,164,10
9,2,3,160,10
10,3,0,14,6
10,3,1,53,6
10,3,2,25,6
10,3,3,14,6
11,3,0,98,9
11,3,1,109,9
11,3,2,123,9
11,3,3,215,9
12,3,0,132,9
12,3,1,42,9
12,3,2,27,9
12,3,3,33,9
13,3,0,61,3
13,3,1,190,3
13,3,2,58,3
13,3,3,33,3
14,4,0,56,9
14,4,1,11,9
14,4,2,190,9
14,4,3,55,9
15,4,0,65,2
15,4,1,27,2
15,4,2,160,2
15,4,3,54,2
16,4,0,73,5
16,4,1,192,5
16,4,2,44,5
16,4,3,120,5
17,5,0,165,4
17,5,1,51,4
17,5,2,155,4
17,5,3,13,4
18,5,0,179,5
18,5,1,208,5
18,5,2,120,5
18,5,3,62,5
19,5,0,33,10
19,5,1,187,10
19,5,2,63,10
19,5,3,125,10
20,5,0,156,6
20,5,1,42,6
20,5,2,22,6
20,5,3,29,6
21,6,0,135,2
21,6,1,76,2
21,6,2,42,2
21,6,3,67,2
22,6,0,163,10
22,6,1,76,10
22,6,2,20,10
22,6,3,220,10
23,7,0,10,10
23,7,1,173,10
23,7,2,101,10
23,7,3,63,10
24,7,0,14,5
24,7,1,60,5
24,7,2,15,5
24,7,3,171,5
25,7,0,160,0
25,7,1,140,0
25,7,2,23,0
25,7,3,70,0
26,7,0,200,6
26,7,1,70,6
26,7,2,85,6
26,7,3,78,6
27,8,0,62,4
27,8,1,191,4
27,8,2,116,4
27,8,3,147,4
28,8,0,206,5
28,8,1,24,5
28,8,2,10,5
28,8,3,177,5
29,9,0,20,1
29,9,1,63,1
29,9,2,211,1
29,9,3,50,1
30,9,0,15,6
30,9,1,47,6
30,9,2,170,6
30,9,3,85,6
31,9,0,22,8
31,9,1,176,8
31,9,2,26,8
31,9,3,111,8
32,9,0,208,1
32,9,1,47,1
32,9,2,151,1
32,9,3,13,1
