item_id,machine_type,max_production_limit
0,4,2
0,1,2
1,7,2
1,8,2
2,5,1
2,4,1
2,3,1
3,4,3
3,3,3
4,2,2
4,6,2
5,5,1
5,2,1
6,9,2
7,2,2
7,3,2
7,9,2
8,1,1
8,7,1
9,1,1
9,4,1
9,9,1
10,8,1
10,6,1
11,9,2
11,6,2
11,3,2
12,7,1
12,5,1
13,2,1
14,8,1
14,2,1
14,7,1
15,5,1
16,6,3
16,2,3
16,8,3
17,3,2
18,9,1
18,5,1
19,2,1
19,1,1
19,5,1
20,3,1
20,2,1
20,5,1
21,6,1
21,5,1
22,8,1
23,6,1
24,8,2
25,9,2
25,4,2
26,4,1
26,9,1
26,8,1
27,2,1
28,3,1
28,5,1
29,5,2
30,4,1
30,5,1
31,2,1
31,7,1
32,6,2
33,8,1
33,9,1
34,1,1
35,8,1
35,1,1
36,9,1
37,2,2
38,5,3
38,8,3
39,7,2
39,9,2
40,8,2
41,1,1
41,3,1
42,1,2
42,3,2
43,1,1
43,9,1
44,5,2
44,2,2
44,6,2
45,2,1
45,5,1
46,9,1
46,6,1
47,4,1
47,6,1
48,1,1
48,3,1
49,9,2
49,5,2
49,8,2
50,5,2
50,3,2
51,9,4
51,1,4
51,5,4
52,8,2
53,2,1
54,1,2
55,8,2
56,8,2
56,6,2
56,4,2
57,1,1
58,9,1
58,8,1
59,7,1
60,8,1
60,6,1
61,2,3
62,5,1
63,8,2
63,1,2
64,4,2
65,4,2
65,6,2
66,6,1
66,7,1
67,1,1
67,3,1
68,4,2
69,7,1
70,5,1
71,4,2
71,1,2
71,9,2
72,9,4
72,3,4
73,5,1
74,8,2
75,8,1
76,5,2
76,3,2
76,4,2
77,4,1
77,6,1
77,7,1
78,7,1
78,3,1
78,2,1
79,2,1
79,7,1
80,8,1
80,7,1
81,2,1
81,6,1
81,1,1
82,7,1
82,2,1
83,4,2
83,5,2
84,1,2
85,4,2
85,7,2
86,9,1
86,5,1
86,2,1
87,7,1
87,4,1
87,2,1
88,8,2
88,4,2
89,2,1
89,6,1
90,4,4
91,3,3
92,1,3
92,5,3
93,4,3
93,3,3
94,5,2
95,9,1
95,8,1
96,8,1
97,5,1
97,1,1
98,3,2
98,1,2
99,6,2
