item_id,brand,channel,fabric_category,age_group,item_capacity_group,share_level
C45460456,巴拉巴拉,巴拉巴拉线上,针织,婴童,针织大类,3
C46305999,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,1
C46305998,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,3
C47276065,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,1
C44685160,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,2
C44729292,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,3
C44777675,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,2
C45966870,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,2
C45966879,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,3
C44729125,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,1
C47571532,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,3
C47031814,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,2
C49645103,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,2
C45726088,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,3
C46917802,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,2
C49645104,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,2
C45975658,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,2
C45994124,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,1
C44729124,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,2
C44726007,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,1
C49332208,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,1
C47074929,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,1
C44902432,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,2
C46675214,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,3
C44726006,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,1
C44686215,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,2
C47276066,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,3
C46357350,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,3
C47328067,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,3
C44876888,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,3
C44725892,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类,2
C45338686,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,1
C44746402,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,2
C44859403,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,2
C44741333,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类,3
C45496367,巴拉巴拉,巴拉巴拉线上,针织,婴童,针织大类,3
C47232554,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类,1
C47273493,巴拉巴拉,巴拉巴拉线上,针织,婴童,针织大类,1
