machine_id,supplier_id,month,planned_capacity,machine_type
0,0,0,190,1
0,0,1,111,1
0,0,2,217,1
0,0,3,46,1
1,0,0,146,1
1,0,1,173,1
1,0,2,141,1
1,0,3,66,1
2,0,0,55,0
2,0,1,32,0
2,0,2,162,0
2,0,3,92,0
3,0,0,17,5
3,0,1,29,5
3,0,2,13,5
3,0,3,177,5
4,1,0,30,1
4,1,1,48,1
4,1,2,52,1
4,1,3,86,1
5,1,0,167,3
5,1,1,16,3
5,1,2,17,3
5,1,3,23,3
6,2,0,19,0
6,2,1,12,0
6,2,2,20,0
6,2,3,163,0
7,2,0,44,5
7,2,1,22,5
7,2,2,36,5
7,2,3,57,5
8,2,0,90,2
8,2,1,56,2
8,2,2,25,2
8,2,3,10,2
9,3,0,98,0
9,3,1,184,0
9,3,2,112,0
9,3,3,115,0
10,3,0,67,4
10,3,1,207,4
10,3,2,45,4
10,3,3,134,4
11,3,0,53,5
11,3,1,65,5
11,3,2,68,5
11,3,3,198,5
12,4,0,165,5
12,4,1,178,5
12,4,2,60,5
12,4,3,72,5
13,4,0,173,3
13,4,1,42,3
13,4,2,20,3
13,4,3,11,3
14,5,0,167,0
14,5,1,31,0
14,5,2,68,0
14,5,3,143,0
15,6,0,61,2
15,6,1,46,2
15,6,2,123,2
15,6,3,30,2
16,6,0,64,4
16,6,1,17,4
16,6,2,39,4
16,6,3,129,4
17,7,0,45,3
17,7,1,30,3
17,7,2,124,3
17,7,3,39,3
18,7,0,40,0
18,7,1,99,0
18,7,2,160,0
18,7,3,154,0
19,7,0,68,4
19,7,1,211,4
19,7,2,65,4
19,7,3,141,4
20,7,0,108,2
20,7,1,217,2
20,7,2,121,2
20,7,3,23,2
21,7,0,111,2
21,7,1,219,2
21,7,2,21,2
21,7,3,134,2
22,8,0,44,0
22,8,1,15,0
22,8,2,61,0
22,8,3,42,0
23,8,0,95,5
23,8,1,13,5
23,8,2,47,5
23,8,3,15,5
24,9,0,25,1
24,9,1,190,1
24,9,2,117,1
24,9,3,27,1
25,9,0,87,2
25,9,1,40,2
25,9,2,198,2
25,9,3,28,2
26,10,0,68,3
26,10,1,58,3
26,10,2,203,3
26,10,3,184,3
27,10,0,22,0
27,10,1,30,0
27,10,2,58,0
27,10,3,114,0
28,10,0,182,4
28,10,1,32,4
28,10,2,27,4
28,10,3,94,4
29,10,0,160,4
29,10,1,53,4
29,10,2,52,4
29,10,3,146,4
30,11,0,106,0
30,11,1,28,0
30,11,2,55,0
30,11,3,36,0
31,11,0,13,3
31,11,1,174,3
31,11,2,91,3
31,11,3,23,3
32,11,0,78,0
32,11,1,188,0
32,11,2,180,0
32,11,3,195,0
33,11,0,26,4
33,11,1,218,4
33,11,2,53,4
33,11,3,213,4
34,12,0,107,4
34,12,1,218,4
34,12,2,62,4
34,12,3,47,4
35,12,0,164,4
35,12,1,54,4
35,12,2,124,4
35,12,3,127,4
36,12,0,59,3
36,12,1,148,3
36,12,2,53,3
36,12,3,40,3
37,12,0,32,2
37,12,1,129,2
37,12,2,32,2
37,12,3,137,2
38,13,0,31,1
38,13,1,207,1
38,13,2,212,1
38,13,3,68,1
39,13,0,172,3
39,13,1,170,3
39,13,2,70,3
39,13,3,46,3
40,13,0,30,0
40,13,1,13,0
40,13,2,48,0
40,13,3,77,0
41,13,0,172,1
41,13,1,28,1
41,13,2,157,1
41,13,3,34,1
42,13,0,116,5
42,13,1,50,5
42,13,2,142,5
42,13,3,88,5
43,13,0,67,0
43,13,1,141,0
43,13,2,18,0
43,13,3,24,0
44,13,0,13,1
44,13,1,47,1
44,13,2,195,1
44,13,3,76,1
45,13,0,14,5
45,13,1,61,5
45,13,2,27,5
45,13,3,78,5
46,14,0,36,2
46,14,1,49,2
46,14,2,58,2
46,14,3,115,2
47,14,0,74,0
47,14,1,49,0
47,14,2,93,0
47,14,3,18,0
