item_id,brand,channel,fabric_category,age_group,item_capacity_group
C44731839,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C45056062,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裙子
C47328080,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子
C44829335,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C45763724,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裙子
C44849361,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织外套
C44923613,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裙子
C49288748,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C44829341,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子
C44729937,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子
C44746405,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裤子
C49401156,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裤子
C45994117,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裙子
C44741715,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裙子
C49288751,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C45974320,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织外套
C44730845,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C45763725,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裙子
C49246446,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子
C44829334,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C46687907,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C44697717,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套
C45763713,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裙子
C47902743,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C46810728,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子
C45763719,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裙子
C44772052,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C44912852,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C44829332,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C44829343,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套
C49393264,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C44746088,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织外套
C45074314,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套
C44726005,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子
C46442046,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裤子
C47336628,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裙子
C49288745,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C49392875,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套
C44741042,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裤子
C45262942,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裤子
C44729290,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套
C46317953,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子
C44731838,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C47336630,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裙子
C44876885,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织外套
C44697708,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C44697707,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C44746098,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织婴童
C44741718,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裙子
C46810723,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C44729275,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套
C49288746,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C49664797,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套
C50261839,巴拉巴拉,巴拉巴拉线上,梭织,婴童,梭织裤子
C47668639,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裙子
C47276064,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裙子
C44685163,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织婴童
C50324451,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C44876894,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裙子
C49362012,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裤子
C44758887,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套
C44723558,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子
C44730846,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C49645108,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套
C44685161,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织婴童
C44697714,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C47988742,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织裙子
C44730838,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C44729593,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子
C44725890,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子
C49360128,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裙子
C44698774,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套
C49331834,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织外套
C45988274,巴拉巴拉,巴拉巴拉线上,梭织,非婴童,梭织外套
C44741046,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织外套
C49425182,巴拉巴拉,巴拉巴拉线下,梭织,婴童,梭织裤子
C44729600,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子
C47916596,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子
C49664798,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织外套
C44723573,巴拉巴拉,巴拉巴拉线下,梭织,非婴童,梭织裤子
