machine_id,supplier_id,month,planned_capacity,machine_type
0,0,0,58,3
0,0,1,199,3
0,0,2,112,3
0,0,3,32,3
1,0,0,119,1
1,0,1,37,1
1,0,2,176,1
1,0,3,201,1
2,1,0,38,6
2,1,1,218,6
2,1,2,92,6
2,1,3,82,6
3,1,0,57,7
3,1,1,17,7
3,1,2,42,7
3,1,3,80,7
4,1,0,64,9
4,1,1,53,9
4,1,2,149,9
4,1,3,23,9
5,1,0,65,0
5,1,1,100,0
5,1,2,30,0
5,1,3,15,0
6,2,0,106,5
6,2,1,24,5
6,2,2,61,5
6,2,3,94,5
7,2,0,185,5
7,2,1,153,5
7,2,2,95,5
7,2,3,45,5
8,2,0,61,8
8,2,1,65,8
8,2,2,106,8
8,2,3,49,8
9,2,0,93,2
9,2,1,23,2
9,2,2,12,2
9,2,3,27,2
10,3,0,129,2
10,3,1,36,2
10,3,2,34,2
10,3,3,97,2
11,3,0,219,4
11,3,1,26,4
11,3,2,156,4
11,3,3,183,4
12,3,0,95,10
12,3,1,35,10
12,3,2,40,10
12,3,3,18,10
13,3,0,115,7
13,3,1,43,7
13,3,2,158,7
13,3,3,29,7
14,4,0,163,0
14,4,1,24,0
14,4,2,218,0
14,4,3,147,0
15,4,0,69,5
15,4,1,87,5
15,4,2,116,5
15,4,3,193,5
16,4,0,144,6
16,4,1,48,6
16,4,2,28,6
16,4,3,215,6
17,5,0,26,7
17,5,1,187,7
17,5,2,12,7
17,5,3,16,7
18,5,0,170,5
18,5,1,40,5
18,5,2,143,5
18,5,3,175,5
19,6,0,170,3
19,6,1,81,3
19,6,2,134,3
19,6,3,143,3
20,6,0,25,3
20,6,1,33,3
20,6,2,36,3
20,6,3,152,3
21,6,0,141,8
21,6,1,36,8
21,6,2,45,8
21,6,3,72,8
22,6,0,28,2
22,6,1,30,2
22,6,2,165,2
22,6,3,60,2
23,7,0,142,1
23,7,1,61,1
23,7,2,115,1
23,7,3,137,1
24,7,0,56,7
24,7,1,17,7
24,7,2,171,7
24,7,3,207,7
25,8,0,201,1
25,8,1,11,1
25,8,2,13,1
25,8,3,26,1
26,8,0,198,0
26,8,1,38,0
26,8,2,111,0
26,8,3,15,0
27,8,0,51,2
27,8,1,22,2
27,8,2,102,2
27,8,3,12,2
28,9,0,30,7
28,9,1,40,7
28,9,2,141,7
28,9,3,42,7
29,9,0,39,7
29,9,1,22,7
29,9,2,160,7
29,9,3,94,7
30,9,0,35,10
30,9,1,189,10
30,9,2,164,10
30,9,3,34,10
31,10,0,164,6
31,10,1,152,6
31,10,2,165,6
31,10,3,35,6
32,11,0,119,2
32,11,1,57,2
32,11,2,101,2
32,11,3,41,2
33,11,0,123,7
33,11,1,18,7
33,11,2,91,7
33,11,3,76,7
34,11,0,129,4
34,11,1,165,4
34,11,2,180,4
34,11,3,27,4
35,12,0,200,3
35,12,1,64,3
35,12,2,26,3
35,12,3,52,3
36,12,0,51,9
36,12,1,60,9
36,12,2,103,9
36,12,3,97,9
37,13,0,190,1
37,13,1,35,1
37,13,2,80,1
37,13,3,81,1
38,14,0,38,10
38,14,1,41,10
38,14,2,199,10
38,14,3,19,10
39,14,0,17,1
39,14,1,15,1
39,14,2,22,1
39,14,3,146,1
40,14,0,177,9
40,14,1,124,9
40,14,2,18,9
40,14,3,28,9
41,14,0,188,9
41,14,1,13,9
41,14,2,194,9
41,14,3,205,9
42,15,0,98,10
42,15,1,64,10
42,15,2,31,10
42,15,3,200,10
43,15,0,55,3
43,15,1,55,3
43,15,2,66,3
43,15,3,40,3
44,15,0,43,2
44,15,1,174,2
44,15,2,23,2
44,15,3,60,2
45,15,0,176,0
45,15,1,134,0
45,15,2,15,0
45,15,3,42,0
46,16,0,113,0
46,16,1,123,0
46,16,2,13,0
46,16,3,38,0
47,16,0,150,3
47,16,1,50,3
47,16,2,11,3
47,16,3,27,3
48,17,0,46,6
48,17,1,110,6
48,17,2,114,6
48,17,3,169,6
49,17,0,193,10
49,17,1,35,10
49,17,2,135,10
49,17,3,92,10
50,17,0,40,0
50,17,1,10,0
50,17,2,39,0
50,17,3,31,0
51,18,0,50,10
51,18,1,63,10
51,18,2,87,10
51,18,3,115,10
52,18,0,90,5
52,18,1,142,5
52,18,2,62,5
52,18,3,124,5
53,18,0,75,6
53,18,1,147,6
53,18,2,154,6
53,18,3,60,6
54,18,0,28,5
54,18,1,211,5
54,18,2,174,5
54,18,3,179,5
55,18,0,170,9
55,18,1,50,9
55,18,2,12,9
55,18,3,114,9
56,19,0,132,2
56,19,1,216,2
56,19,2,34,2
56,19,3,165,2
57,19,0,31,1
57,19,1,116,1
57,19,2,14,1
57,19,3,15,1
58,19,0,17,10
58,19,1,57,10
58,19,2,115,10
58,19,3,164,10
59,19,0,36,5
59,19,1,30,5
59,19,2,219,5
59,19,3,29,5
