machine_id,supplier_id,month,planned_capacity,machine_type
0,0,0,24,5
0,0,1,147,5
0,0,2,29,5
0,0,3,175,5
1,0,0,77,7
1,0,1,23,7
1,0,2,28,7
1,0,3,28,7
2,0,0,200,2
2,0,1,24,2
2,0,2,130,2
2,0,3,175,2
3,1,0,27,6
3,1,1,126,6
3,1,2,140,6
3,1,3,25,6
4,1,0,63,8
4,1,1,30,8
4,1,2,193,8
4,1,3,119,8
5,2,0,169,3
5,2,1,14,3
5,2,2,99,3
5,2,3,109,3
6,2,0,99,1
6,2,1,152,1
6,2,2,97,1
6,2,3,167,1
7,2,0,27,2
7,2,1,76,2
7,2,2,43,2
7,2,3,50,2
8,2,0,41,6
8,2,1,201,6
8,2,2,54,6
8,2,3,17,6
9,3,0,65,8
9,3,1,55,8
9,3,2,23,8
9,3,3,11,8
10,3,0,213,7
10,3,1,19,7
10,3,2,70,7
10,3,3,100,7
11,4,0,195,5
11,4,1,58,5
11,4,2,147,5
11,4,3,185,5
12,4,0,50,8
12,4,1,40,8
12,4,2,36,8
12,4,3,87,8
13,4,0,54,6
13,4,1,35,6
13,4,2,12,6
13,4,3,85,6
14,4,0,40,3
14,4,1,86,3
14,4,2,14,3
14,4,3,160,3
15,4,0,126,7
15,4,1,107,7
15,4,2,183,7
15,4,3,191,7
16,4,0,21,3
16,4,1,102,3
16,4,2,175,3
16,4,3,189,3
17,5,0,144,1
17,5,1,162,1
17,5,2,134,1
17,5,3,20,1
18,5,0,111,9
18,5,1,28,9
18,5,2,46,9
18,5,3,28,9
19,5,0,90,3
19,5,1,68,3
19,5,2,20,3
19,5,3,44,3
20,6,0,132,1
20,6,1,78,1
20,6,2,112,1
20,6,3,45,1
21,6,0,52,0
21,6,1,102,0
21,6,2,105,0
21,6,3,42,0
22,6,0,220,10
22,6,1,186,10
22,6,2,127,10
22,6,3,131,10
23,7,0,49,1
23,7,1,33,1
23,7,2,83,1
23,7,3,173,1
24,7,0,100,9
24,7,1,212,9
24,7,2,13,9
24,7,3,149,9
25,7,0,130,2
25,7,1,198,2
25,7,2,35,2
25,7,3,206,2
26,7,0,41,6
26,7,1,23,6
26,7,2,38,6
26,7,3,178,6
27,8,0,143,0
27,8,1,58,0
27,8,2,144,0
27,8,3,213,0
28,8,0,98,4
28,8,1,114,4
28,8,2,161,4
28,8,3,90,4
29,9,0,162,1
29,9,1,57,1
29,9,2,52,1
29,9,3,170,1
30,9,0,76,2
30,9,1,16,2
30,9,2,188,2
30,9,3,13,2
31,9,0,18,2
31,9,1,214,2
31,9,2,23,2
31,9,3,36,2
