order_id,item_id,arrival_date,due_date,capacity_needed
0,0,73,114,18
1,0,33,86,16
2,0,0,50,30
3,0,59,109,1
4,1,1,37,27
5,1,51,114,9
6,2,31,101,32
7,2,2,63,51
8,3,56,86,11
9,3,38,93,21
10,3,4,54,5
11,3,5,64,4
12,4,74,105,25
13,4,60,91,11
14,4,30,103,18
15,5,36,79,21
16,5,36,106,22
17,5,39,88,24
18,6,61,119,32
19,7,21,92,7
20,7,16,67,10
21,8,25,70,6
22,8,69,113,3
23,8,0,45,16
24,8,39,83,6
25,8,9,52,22
26,9,20,53,9
27,9,66,117,27
28,10,61,91,2
29,10,72,106,4
30,10,49,91,19
31,11,3,55,12
32,11,51,105,46
33,11,49,112,26
34,11,69,101,2
35,12,39,94,41
36,12,48,118,3
37,12,9,46,20
38,12,35,90,19
39,13,52,87,10
40,13,42,103,8
41,13,44,116,18
42,14,40,120,20
43,14,9,59,10
44,14,68,118,21
45,15,44,97,31
46,15,51,89,27
47,16,30,81,48
48,16,60,105,12
49,16,29,70,25
50,16,70,112,3
51,17,44,84,10
52,17,17,71,6
53,17,20,61,47
54,18,36,68,3
55,18,23,78,25
56,18,7,76,20
57,19,19,65,7
58,19,64,105,8
59,19,60,110,2
60,20,6,45,36
61,20,52,113,29
62,21,28,75,1
63,21,21,86,6
64,22,7,44,18
65,22,20,74,21
66,22,67,108,3
67,23,61,108,26
68,23,40,84,25
69,24,0,41,12
70,24,62,118,18
71,24,33,82,21
72,24,76,117,21
73,24,11,76,18
74,25,26,64,4
75,25,43,118,2
76,25,50,111,10
77,25,60,113,15
78,26,20,51,21
79,26,53,118,21
80,27,67,109,19
81,28,14,86,20
82,29,3,48,51
83,29,23,75,13
84,29,7,80,8
85,29,55,105,51
86,30,2,55,3
87,30,35,108,3
88,31,46,94,40
89,31,73,112,18
90,31,7,58,23
91,31,6,76,20
92,32,4,46,25
93,32,13,56,49
94,32,36,86,24
95,32,4,53,3
96,32,76,108,2
97,33,21,66,26
98,33,13,64,35
99,33,22,67,5
100,33,68,99,18
101,34,43,79,21
102,34,61,102,13
103,34,14,70,23
104,35,27,80,5
105,35,63,98,38
106,35,62,105,28
107,35,76,116,17
108,36,44,83,8
109,36,67,117,11
110,36,57,106,26
111,36,6,72,5
112,37,28,94,11
113,37,32,105,15
114,37,80,120,21
115,37,2,57,15
116,38,35,85,7
117,38,31,84,35
118,38,20,59,2
119,38,37,104,7
120,39,11,75,25
121,39,43,120,37
122,39,13,57,17
123,40,75,110,16
124,41,60,99,7
125,41,16,61,48
126,41,5,60,11
127,41,26,104,24
128,42,42,120,37
129,42,22,100,4
130,42,23,98,6
131,43,3,80,16
132,43,13,48,8
133,44,81,111,40
134,45,4,54,39
135,45,57,92,10
136,46,22,67,6
137,46,26,81,23
138,47,82,118,6
139,47,24,94,9
140,48,21,66,13
141,48,27,102,19
142,48,53,115,19
143,49,44,99,4
144,49,22,58,3
145,49,7,46,14
146,50,13,53,7
147,50,58,99,4
148,50,48,97,12
149,50,31,101,21
150,51,10,65,40
151,51,50,95,22
152,52,41,82,36
153,53,29,71,15
154,53,13,83,9
155,53,80,111,31
156,54,50,93,20
157,54,1,36,59
158,54,45,100,7
159,55,34,90,11
160,55,30,75,3
161,56,0,77,24
162,56,36,102,2
163,56,75,110,40
164,56,5,75,42
165,57,39,104,11
166,57,18,71,10
167,57,14,67,9
168,58,44,94,50
169,58,21,75,16
170,58,34,87,37
171,58,8,63,11
172,59,4,50,36
173,59,48,118,22
174,59,6,36,1
175,59,30,72,31
176,60,0,60,24
177,61,12,63,14
178,61,45,97,3
179,62,42,107,11
180,62,48,111,32
181,62,22,87,20
182,63,63,100,31
183,63,10,55,21
184,63,56,119,17
185,64,29,71,13
186,64,13,56,1
187,64,11,70,18
188,64,8,83,19
189,65,53,104,40
190,65,57,101,37
191,65,29,93,10
192,65,22,76,7
193,66,35,71,4
194,66,70,105,38
195,67,25,60,25
196,67,6,46,18
197,67,9,49,8
198,68,15,68,7
199,69,38,98,20
200,69,37,83,7
201,70,10,85,45
202,70,44,101,15
203,70,27,80,5
204,70,62,104,8
205,71,8,85,16
206,71,60,110,17
207,71,46,99,10
208,71,32,82,21
209,72,25,75,4
210,72,2,45,6
211,73,72,106,26
212,73,25,84,30
213,74,37,106,2
214,74,28,87,13
215,75,16,81,3
216,75,3,34,9
217,75,39,98,13
218,75,10,85,27
219,76,2,52,13
220,77,38,97,19
221,77,39,117,17
222,77,59,103,1
223,77,79,119,5
224,77,35,82,10
225,77,13,86,21
226,77,75,108,25
227,78,52,94,2
228,78,38,113,41
229,78,58,109,11
230,78,59,109,46
231,79,39,82,12
232,79,35,75,10
233,79,16,76,12
234,80,40,77,2
235,80,63,113,20
236,80,47,94,7
237,80,11,62,36
238,81,32,74,3
239,81,49,84,5
240,81,5,56,19
241,81,13,82,6
242,82,52,104,20
243,83,0,51,12
244,83,39,80,46
245,83,8,84,16
246,84,40,103,10
247,84,43,94,12
248,84,35,86,9
249,84,63,111,13
250,85,16,89,21
251,85,3,54,23
252,86,15,70,27
253,86,9,48,8
254,86,49,103,13
255,87,33,98,11
256,87,24,70,20
257,87,2,50,18
258,88,45,82,19
259,88,40,114,17
260,89,11,90,11
261,89,42,85,26
262,89,21,54,10
263,89,31,86,25
264,89,69,107,7
265,89,53,111,17
266,90,5,46,22
267,90,5,43,4
268,90,18,63,19
269,91,61,97,57
270,91,45,115,43
271,92,38,73,2
272,92,47,109,49
273,92,50,92,16
274,93,23,71,16
275,93,38,97,18
276,94,50,84,8
277,94,17,52,11
278,95,50,103,1
279,95,30,70,31
280,96,71,116,47
281,96,51,109,3
282,96,25,65,7
283,96,10,50,24
284,97,10,55,36
285,97,25,100,7
286,98,30,95,11
287,98,53,96,54
288,98,38,88,18
289,98,34,84,16
290,99,20,65,23
291,99,18,71,10
292,99,4,59,7
293,99,35,100,12
