item_id,machine_type,max_production_limit
0,1,1
1,1,2
1,9,2
2,5,1
2,4,1
3,6,1
3,9,1
3,3,1
4,9,1
5,3,1
5,5,1
5,2,1
6,9,1
6,4,1
7,2,1
8,3,1
8,9,1
9,1,1
9,9,1
10,2,3
10,4,3
11,2,1
11,1,1
12,2,1
12,7,1
13,3,1
13,7,1
14,9,1
15,5,1
15,1,1
15,6,1
16,8,3
16,1,3
16,2,3
17,4,1
17,5,1
18,6,2
18,3,2
19,1,1
20,5,2
20,8,2
21,1,1
21,2,1
22,7,2
22,5,2
23,4,3
23,6,3
24,5,1
25,9,4
26,8,1
26,3,1
27,8,2
27,5,2
28,2,2
28,4,2
29,3,1
30,3,2
30,7,2
31,5,1
32,3,1
33,4,1
33,7,1
34,1,2
35,9,1
35,6,1
35,2,1
36,1,1
37,4,2
38,7,1
38,5,1
39,3,1
39,8,1
40,3,1
40,1,1
41,3,2
41,6,2
41,5,2
42,2,1
42,8,1
43,2,1
43,3,1
44,9,1
44,7,1
45,5,1
46,6,1
46,7,1
47,7,1
47,8,1
48,7,1
48,6,1
49,8,1
49,7,1
50,1,1
51,5,1
51,7,1
52,9,2
52,6,2
52,2,2
53,2,2
54,1,2
54,6,2
54,2,2
55,9,1
56,5,2
56,1,2
57,9,2
57,1,2
58,3,2
58,1,2
59,6,2
60,3,2
60,6,2
61,1,1
61,5,1
62,4,1
62,2,1
62,1,1
63,5,4
64,4,2
65,9,1
65,4,1
66,7,2
66,9,2
67,4,1
67,8,1
68,5,1
68,6,1
69,2,2
69,1,2
69,3,2
70,4,1
71,3,1
71,7,1
72,4,1
72,8,1
73,8,2
73,1,2
74,2,1
74,1,1
74,9,1
75,5,1
76,4,2
77,5,1
77,2,1
78,4,4
78,3,4
78,8,4
79,5,1
79,3,1
80,7,1
81,6,1
82,6,1
82,8,1
83,6,1
84,8,2
85,3,2
85,1,2
85,8,2
86,9,1
87,4,1
88,2,2
88,7,2
88,9,2
89,7,2
90,9,2
91,9,1
91,3,1
92,2,2
92,6,2
93,7,1
93,8,1
93,3,1
94,3,1
94,6,1
95,7,1
96,4,1
97,4,1
97,7,1
98,2,1
99,2,2
