item_id,brand,channel,fabric_category,age_group,item_capacity_group
C44773805,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C46498710,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C49286002,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C45249086,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类
C46312576,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C46810725,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C44731570,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C44729939,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C47571532,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类
C44928543,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C47368841,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类
C45496370,巴拉巴拉,巴拉巴拉线上,针织,婴童,针织大类
C44730638,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C46703839,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C47043358,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C47273493,巴拉巴拉,巴拉巴拉线上,针织,婴童,针织大类
C49109243,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C47328068,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C44729952,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C45986670,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类
C44698087,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C45338686,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C46686619,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C44685172,巴拉巴拉,巴拉巴拉线下,针织,婴童,针织大类
C44730635,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C47276066,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类
C45576342,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类
C50214011,巴拉巴拉,巴拉巴拉线上,针织,非婴童,针织大类
C47397735,巴拉巴拉,巴拉巴拉线上,针织,婴童,针织大类
C44729112,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
C44729116,巴拉巴拉,巴拉巴拉线下,针织,非婴童,针织大类
