machine_id,supplier_id,month,planned_capacity,machine_type
0,0,0,133,2
0,0,1,190,2
0,0,2,118,2
0,0,3,186,2
1,0,0,22,9
1,0,1,159,9
1,0,2,37,9
1,0,3,36,9
2,0,0,154,5
2,0,1,209,5
2,0,2,178,5
2,0,3,213,5
3,0,0,120,1
3,0,1,23,1
3,0,2,64,1
3,0,3,110,1
4,1,0,11,1
4,1,1,25,1
4,1,2,38,1
4,1,3,14,1
5,1,0,15,4
5,1,1,98,4
5,1,2,47,4
5,1,3,24,4
6,1,0,45,2
6,1,1,96,2
6,1,2,175,2
6,1,3,81,2
7,2,0,65,4
7,2,1,185,4
7,2,2,153,4
7,2,3,105,4
8,2,0,138,2
8,2,1,27,2
8,2,2,100,2
8,2,3,118,2
9,2,0,46,2
9,2,1,68,2
9,2,2,42,2
9,2,3,61,2
10,2,0,197,6
10,2,1,181,6
10,2,2,105,6
10,2,3,119,6
11,3,0,116,7
11,3,1,58,7
11,3,2,42,7
11,3,3,177,7
12,3,0,47,2
12,3,1,148,2
12,3,2,73,2
12,3,3,85,2
13,3,0,96,6
13,3,1,67,6
13,3,2,96,6
13,3,3,205,6
14,4,0,94,6
14,4,1,29,6
14,4,2,195,6
14,4,3,28,6
15,4,0,96,4
15,4,1,31,4
15,4,2,92,4
15,4,3,55,4
16,5,0,71,8
16,5,1,38,8
16,5,2,51,8
16,5,3,80,8
17,5,0,203,4
17,5,1,99,4
17,5,2,22,4
17,5,3,92,4
18,5,0,51,10
18,5,1,59,10
18,5,2,153,10
18,5,3,155,10
19,6,0,77,9
19,6,1,32,9
19,6,2,205,9
19,6,3,20,9
20,6,0,207,1
20,6,1,209,1
20,6,2,76,1
20,6,3,92,1
21,6,0,85,0
21,6,1,99,0
21,6,2,108,0
21,6,3,10,0
22,6,0,82,3
22,6,1,81,3
22,6,2,135,3
22,6,3,48,3
23,7,0,162,5
23,7,1,30,5
23,7,2,139,5
23,7,3,67,5
24,7,0,185,4
24,7,1,62,4
24,7,2,81,4
24,7,3,13,4
25,7,0,96,10
25,7,1,138,10
25,7,2,12,10
25,7,3,48,10
26,7,0,54,7
26,7,1,173,7
26,7,2,73,7
26,7,3,16,7
27,7,0,10,6
27,7,1,188,6
27,7,2,13,6
27,7,3,48,6
28,8,0,100,2
28,8,1,192,2
28,8,2,160,2
28,8,3,31,2
29,8,0,54,9
29,8,1,23,9
29,8,2,74,9
29,8,3,38,9
30,8,0,204,7
30,8,1,68,7
30,8,2,89,7
30,8,3,49,7
31,8,0,139,6
31,8,1,40,6
31,8,2,100,6
31,8,3,102,6
32,9,0,80,1
32,9,1,132,1
32,9,2,220,1
32,9,3,71,1
33,9,0,125,2
33,9,1,186,2
33,9,2,190,2
33,9,3,164,2
34,9,0,82,10
34,9,1,128,10
34,9,2,124,10
34,9,3,214,10
35,9,0,98,3
35,9,1,166,3
35,9,2,40,3
35,9,3,85,3
36,10,0,80,7
36,10,1,127,7
36,10,2,27,7
36,10,3,142,7
37,10,0,31,7
37,10,1,110,7
37,10,2,171,7
37,10,3,143,7
38,10,0,29,3
38,10,1,33,3
38,10,2,18,3
38,10,3,52,3
39,11,0,105,2
39,11,1,160,2
39,11,2,187,2
39,11,3,49,2
40,11,0,71,3
40,11,1,101,3
40,11,2,220,3
40,11,3,83,3
41,11,0,160,0
41,11,1,101,0
41,11,2,152,0
41,11,3,55,0
42,11,0,36,9
42,11,1,83,9
42,11,2,156,9
42,11,3,48,9
43,11,0,88,7
43,11,1,141,7
43,11,2,19,7
43,11,3,167,7
44,11,0,190,7
44,11,1,186,7
44,11,2,65,7
44,11,3,169,7
45,11,0,165,10
45,11,1,128,10
45,11,2,25,10
45,11,3,89,10
46,11,0,164,2
46,11,1,187,2
46,11,2,44,2
46,11,3,220,2
47,11,0,123,3
47,11,1,202,3
47,11,2,189,3
47,11,3,39,3
