item_id,machine_type,max_production_limit
0,3,1
1,3,2
1,7,2
1,5,2
2,2,2
2,4,2
2,7,2
3,8,3
4,2,4
5,3,4
5,2,4
6,5,2
6,4,2
7,6,2
8,9,2
9,1,2
10,8,1
10,7,1
11,9,2
11,5,2
12,3,2
12,7,2
12,6,2
13,5,2
13,7,2
14,4,1
14,2,1
15,9,2
16,9,2
17,2,1
17,4,1
18,9,1
19,9,3
20,9,2
21,6,2
22,7,4
22,4,4
23,3,1
23,6,1
24,7,1
25,7,1
26,7,1
27,1,4
28,8,1
29,7,2
30,1,2
31,8,2
32,4,1
32,9,1
33,2,2
34,1,2
35,6,1
35,8,1
36,3,2
37,6,1
37,8,1
38,3,2
39,1,1
39,8,1
40,2,2
41,7,1
41,1,1
42,8,2
42,9,2
43,2,1
44,4,1
44,1,1
45,8,2
45,4,2
46,7,1
46,5,1
47,4,3
48,5,1
49,4,1
49,3,1
50,4,1
50,2,1
50,6,1
51,6,1
51,7,1
52,3,1
53,1,1
54,4,4
55,5,1
56,5,2
57,2,1
58,6,3
58,7,3
59,3,4
59,8,4
60,2,3
61,9,3
61,3,3
62,3,1
63,1,1
64,1,3
64,2,3
65,8,2
65,6,2
66,5,1
67,3,3
68,6,1
69,8,1
69,6,1
70,8,2
70,4,2
71,9,2
72,9,2
72,3,2
73,6,1
73,9,1
74,6,1
75,4,2
75,6,2
76,4,1
77,1,1
77,6,1
78,1,3
79,8,2
80,2,2
81,8,1
82,4,1
82,1,1
82,5,1
83,6,3
84,6,2
84,7,2
85,4,2
86,6,1
87,3,4
87,7,4
88,9,2
89,1,4
89,7,4
90,6,1
90,1,1
91,4,1
91,2,1
92,1,2
93,6,2
93,9,2
94,1,2
94,4,2
95,5,1
96,4,1
97,3,1
97,4,1
98,1,1
98,3,1
99,2,2
99,9,2
100,3,2
101,9,2
101,5,2
101,8,2
102,5,4
102,9,4
103,2,2
104,1,3
104,4,3
105,9,1
106,2,3
107,4,1
108,7,2
108,5,2
109,9,2
110,9,2
111,7,1
112,1,2
112,6,2
112,5,2
113,1,2
114,3,1
115,9,1
115,7,1
115,6,1
116,7,2
117,2,4
118,4,4
119,6,2
