machine_id,supplier_id,month,planned_capacity,machine_type
0,0,0,181,1
0,0,1,139,1
0,0,2,12,1
0,0,3,75,1
1,0,0,132,13
1,0,1,113,13
1,0,2,26,13
1,0,3,198,13
2,1,0,93,4
2,1,1,148,4
2,1,2,61,4
2,1,3,100,4
3,1,0,218,9
3,1,1,180,9
3,1,2,100,9
3,1,3,69,9
4,2,0,211,0
4,2,1,42,0
4,2,2,86,0
4,2,3,38,0
5,2,0,206,2
5,2,1,149,2
5,2,2,46,2
5,2,3,13,2
6,2,0,169,9
6,2,1,117,9
6,2,2,97,9
6,2,3,15,9
7,2,0,18,5
7,2,1,44,5
7,2,2,169,5
7,2,3,27,5
8,2,0,200,0
8,2,1,33,0
8,2,2,175,0
8,2,3,145,0
9,3,0,70,6
9,3,1,25,6
9,3,2,44,6
9,3,3,103,6
10,4,0,60,3
10,4,1,83,3
10,4,2,22,3
10,4,3,202,3
11,4,0,158,14
11,4,1,11,14
11,4,2,85,14
11,4,3,98,14
12,4,0,29,8
12,4,1,17,8
12,4,2,180,8
12,4,3,67,8
13,5,0,114,6
13,5,1,68,6
13,5,2,115,6
13,5,3,200,6
14,5,0,133,13
14,5,1,167,13
14,5,2,38,13
14,5,3,79,13
15,6,0,91,15
15,6,1,115,15
15,6,2,88,15
15,6,3,115,15
16,6,0,83,10
16,6,1,61,10
16,6,2,16,10
16,6,3,163,10
17,6,0,69,1
17,6,1,61,1
17,6,2,100,1
17,6,3,112,1
18,7,0,16,4
18,7,1,75,4
18,7,2,88,4
18,7,3,24,4
19,8,0,106,1
19,8,1,197,1
19,8,2,61,1
19,8,3,198,1
20,8,0,83,10
20,8,1,53,10
20,8,2,130,10
20,8,3,209,10
21,8,0,183,10
21,8,1,52,10
21,8,2,172,10
21,8,3,77,10
22,8,0,82,1
22,8,1,38,1
22,8,2,36,1
22,8,3,49,1
23,9,0,40,3
23,9,1,52,3
23,9,2,219,3
23,9,3,59,3
24,9,0,28,2
24,9,1,185,2
24,9,2,106,2
24,9,3,97,2
25,9,0,184,7
25,9,1,80,7
25,9,2,47,7
25,9,3,139,7
26,9,0,205,8
26,9,1,174,8
26,9,2,77,8
26,9,3,17,8
