item_id,machine_type,max_production_limit
0,12,2
1,4,3
1,7,3
2,6,2
3,1,2
3,5,2
4,8,3
4,2,3
5,8,3
6,13,3
7,3,3
7,4,3
8,12,2
9,14,2
9,1,2
10,7,2
11,11,2
12,13,2
13,10,1
14,10,2
15,9,1
16,2,1
16,10,1
17,4,1
17,11,1
18,7,4
19,2,2
20,14,2
20,9,2
20,5,2
21,9,2
21,8,2
22,2,1
22,3,1
23,12,1
24,5,1
25,6,1
25,12,1
25,13,1
26,5,1
26,2,1
27,5,4
28,6,2
28,9,2
29,1,2
29,11,2
30,10,1
30,1,1
30,4,1
31,2,1
32,6,2
32,12,2
33,13,1
34,6,2
34,5,2
34,11,2
35,4,2
36,7,2
37,10,1
38,9,1
38,1,1
38,11,1
39,6,1
40,5,3
41,8,2
42,7,1
43,5,3
44,13,2
45,12,1
45,11,1
46,11,1
47,8,1
47,9,1
48,6,2
49,4,2
50,10,1
51,7,1
51,8,1
52,3,1
53,8,2
54,3,2
55,11,1
55,9,1
56,13,1
56,2,1
57,12,4
57,3,4
58,8,3
58,4,3
59,7,1
60,5,2
61,2,1
62,8,3
63,7,1
64,3,4
65,13,2
65,1,2
66,13,4
67,14,4
68,12,1
69,5,1
69,10,1
69,7,1
70,2,2
70,5,2
71,5,1
72,11,3
72,3,3
73,4,2
73,5,2
74,3,4
75,12,2
76,11,4
77,13,2
77,10,2
78,3,4
78,12,4
78,6,4
79,5,1
80,9,1
80,4,1
81,13,1
82,10,1
83,5,4
84,2,3
85,2,2
85,1,2
85,8,2
86,7,3
86,4,3
87,7,1
88,14,3
88,1,3
89,3,2
89,10,2
90,5,1
91,5,3
91,2,3
92,12,2
93,3,2
94,8,4
94,6,4
95,5,2
96,10,1
96,4,1
97,2,4
97,1,4
98,13,2
98,9,2
99,6,1
99,3,1
99,12,1
