machine_id,supplier_id,month,planned_capacity,machine_type
0,0,0,83,3
0,0,1,72,3
0,0,2,186,3
0,0,3,188,3
1,0,0,198,13
1,0,1,31,13
1,0,2,214,13
1,0,3,161,13
2,0,0,186,12
2,0,1,160,12
2,0,2,32,12
2,0,3,95,12
3,1,0,119,12
3,1,1,53,12
3,1,2,214,12
3,1,3,58,12
4,1,0,185,11
4,1,1,76,11
4,1,2,93,11
4,1,3,41,11
5,2,0,133,3
5,2,1,95,3
5,2,2,157,3
5,2,3,54,3
6,2,0,85,9
6,2,1,63,9
6,2,2,216,9
6,2,3,86,9
7,2,0,43,13
7,2,1,194,13
7,2,2,143,13
7,2,3,42,13
8,2,0,213,6
8,2,1,120,6
8,2,2,168,6
8,2,3,186,6
9,3,0,19,7
9,3,1,68,7
9,3,2,21,7
9,3,3,76,7
10,3,0,12,2
10,3,1,199,2
10,3,2,217,2
10,3,3,138,2
11,3,0,90,7
11,3,1,17,7
11,3,2,77,7
11,3,3,64,7
12,3,0,100,14
12,3,1,43,14
12,3,2,208,14
12,3,3,76,14
13,4,0,202,14
13,4,1,116,14
13,4,2,70,14
13,4,3,101,14
14,4,0,26,4
14,4,1,142,4
14,4,2,211,4
14,4,3,31,4
15,4,0,135,4
15,4,1,62,4
15,4,2,163,4
15,4,3,163,4
16,4,0,172,2
16,4,1,199,2
16,4,2,149,2
16,4,3,25,2
17,4,0,81,11
17,4,1,28,11
17,4,2,133,11
17,4,3,43,11
18,4,0,93,5
18,4,1,189,5
18,4,2,45,5
18,4,3,34,5
19,5,0,77,0
19,5,1,40,0
19,5,2,87,0
19,5,3,79,0
20,5,0,35,3
20,5,1,20,3
20,5,2,89,3
20,5,3,210,3
21,5,0,147,1
21,5,1,71,1
21,5,2,81,1
21,5,3,21,1
22,5,0,111,10
22,5,1,79,10
22,5,2,41,10
22,5,3,220,10
23,6,0,54,11
23,6,1,12,11
23,6,2,66,11
23,6,3,61,11
24,6,0,216,12
24,6,1,23,12
24,6,2,126,12
24,6,3,40,12
25,7,0,30,15
25,7,1,112,15
25,7,2,62,15
25,7,3,88,15
26,7,0,34,4
26,7,1,123,4
26,7,2,161,4
26,7,3,74,4
27,7,0,21,4
27,7,1,159,4
27,7,2,197,4
27,7,3,99,4
28,7,0,20,15
28,7,1,57,15
28,7,2,40,15
28,7,3,145,15
29,8,0,130,4
29,8,1,89,4
29,8,2,189,4
29,8,3,37,4
30,8,0,149,14
30,8,1,14,14
30,8,2,102,14
30,8,3,27,14
31,8,0,60,0
31,8,1,18,0
31,8,2,110,0
31,8,3,54,0
32,9,0,45,6
32,9,1,71,6
32,9,2,187,6
32,9,3,119,6
33,9,0,97,13
33,9,1,20,13
33,9,2,24,13
33,9,3,82,13
34,9,0,106,2
34,9,1,59,2
34,9,2,32,2
34,9,3,38,2
