machine_id,supplier_id,month,planned_capacity,machine_type
0,0,0,85,9
0,0,1,67,9
0,0,2,142,9
0,0,3,17,9
1,1,0,75,3
1,1,1,190,3
1,1,2,15,3
1,1,3,217,3
2,1,0,11,1
2,1,1,43,1
2,1,2,17,1
2,1,3,17,1
3,2,0,16,7
3,2,1,87,7
3,2,2,162,7
3,2,3,191,7
4,2,0,162,2
4,2,1,193,2
4,2,2,143,2
4,2,3,68,2
5,3,0,160,7
5,3,1,111,7
5,3,2,16,7
5,3,3,57,7
6,3,0,209,8
6,3,1,21,8
6,3,2,74,8
6,3,3,12,8
7,3,0,36,3
7,3,1,95,3
7,3,2,195,3
7,3,3,66,3
8,3,0,137,0
8,3,1,164,0
8,3,2,40,0
8,3,3,174,0
9,4,0,37,3
9,4,1,47,3
9,4,2,55,3
9,4,3,185,3
10,4,0,92,10
10,4,1,76,10
10,4,2,164,10
10,4,3,55,10
11,5,0,25,2
11,5,1,181,2
11,5,2,101,2
11,5,3,181,2
12,5,0,34,10
12,5,1,116,10
12,5,2,19,10
12,5,3,187,10
13,5,0,41,10
13,5,1,112,10
13,5,2,196,10
13,5,3,52,10
14,5,0,126,2
14,5,1,136,2
14,5,2,18,2
14,5,3,171,2
15,6,0,210,10
15,6,1,101,10
15,6,2,74,10
15,6,3,13,10
16,6,0,46,10
16,6,1,85,10
16,6,2,36,10
16,6,3,83,10
17,6,0,79,8
17,6,1,30,8
17,6,2,17,8
17,6,3,46,8
18,6,0,58,3
18,6,1,60,3
18,6,2,164,3
18,6,3,201,3
19,7,0,40,2
19,7,1,49,2
19,7,2,17,2
19,7,3,204,2
20,8,0,11,0
20,8,1,86,0
20,8,2,56,0
20,8,3,36,0
21,8,0,218,6
21,8,1,13,6
21,8,2,111,6
21,8,3,162,6
22,9,0,52,5
22,9,1,22,5
22,9,2,25,5
22,9,3,26,5
23,9,0,189,10
23,9,1,208,10
23,9,2,73,10
23,9,3,26,10
24,9,0,16,2
24,9,1,163,2
24,9,2,169,2
24,9,3,40,2
25,9,0,23,10
25,9,1,183,10
25,9,2,46,10
25,9,3,193,10
