machine_id,supplier_id,month,planned_capacity,machine_type
0,0,0,104,10
0,0,1,151,10
0,0,2,48,10
0,0,3,125,10
1,0,0,10,5
1,0,1,181,5
1,0,2,212,5
1,0,3,28,5
2,0,0,172,2
2,0,1,148,2
2,0,2,23,2
2,0,3,72,2
3,1,0,28,5
3,1,1,26,5
3,1,2,35,5
3,1,3,30,5
4,2,0,142,3
4,2,1,37,3
4,2,2,99,3
4,2,3,219,3
5,2,0,70,4
5,2,1,82,4
5,2,2,90,4
5,2,3,169,4
6,2,0,160,0
6,2,1,200,0
6,2,2,210,0
6,2,3,154,0
7,2,0,149,5
7,2,1,12,5
7,2,2,39,5
7,2,3,64,5
8,3,0,65,10
8,3,1,175,10
8,3,2,136,10
8,3,3,132,10
9,3,0,35,10
9,3,1,146,10
9,3,2,207,10
9,3,3,159,10
10,3,0,48,1
10,3,1,20,1
10,3,2,12,1
10,3,3,87,1
11,4,0,54,3
11,4,1,16,3
11,4,2,42,3
11,4,3,29,3
12,4,0,131,8
12,4,1,171,8
12,4,2,27,8
12,4,3,33,8
13,5,0,25,7
13,5,1,67,7
13,5,2,180,7
13,5,3,34,7
14,5,0,82,0
14,5,1,191,0
14,5,2,123,0
14,5,3,43,0
15,5,0,59,3
15,5,1,40,3
15,5,2,17,3
15,5,3,65,3
16,5,0,69,5
16,5,1,103,5
16,5,2,26,5
16,5,3,47,5
17,6,0,162,5
17,6,1,186,5
17,6,2,78,5
17,6,3,53,5
18,6,0,70,0
18,6,1,177,0
18,6,2,163,0
18,6,3,37,0
19,6,0,199,8
19,6,1,15,8
19,6,2,46,8
19,6,3,46,8
20,6,0,95,1
20,6,1,181,1
20,6,2,153,1
20,6,3,19,1
21,7,0,130,9
21,7,1,18,9
21,7,2,96,9
21,7,3,42,9
22,7,0,80,3
22,7,1,49,3
22,7,2,17,3
22,7,3,38,3
23,7,0,75,3
23,7,1,198,3
23,7,2,70,3
23,7,3,59,3
24,7,0,201,2
24,7,1,130,2
24,7,2,155,2
24,7,3,123,2
25,8,0,65,10
25,8,1,204,10
25,8,2,162,10
25,8,3,107,10
26,8,0,12,9
26,8,1,58,9
26,8,2,200,9
26,8,3,10,9
27,8,0,50,3
27,8,1,40,3
27,8,2,16,3
27,8,3,13,3
28,8,0,39,9
28,8,1,25,9
28,8,2,113,9
28,8,3,117,9
29,9,0,24,10
29,9,1,187,10
29,9,2,50,10
29,9,3,218,10
